hts8;mfn_text_rate;mfn_rate_type_code;mfn_ad_val_rate;mfn_specific_rate;new_eu_rate
84122940;Free;0;0;0;15
84122980;Free;0;0;0;15
84123100;Free;0;0;0;15
84123900;Free;0;0;0;15
84128010;Free;0;0;0;15
84128090;Free;0;0;0;15
84129010;Free;0;0;0;15
84129090;Free;0;0;0;15
84131100;Free;0;0;0;15
84131900;Free;0;0;0;15
84132000;Free;0;0;0;15
84134000;Free;0;0;0;15
84135000;Free;0;0;0;15
84136000;Free;0;0;0;15
84137010;Free;0;0;0;15
84137020;Free;0;0;0;15
84138100;Free;0;0;0;15
84138200;Free;0;0;0;15
84139120;Free;0;0;0;15
84139190;Free;0;0;0;15
84139200;Free;0;0;0;15
84143040;Free;0;0;0;15
84143080;Free;0;0;0;15
84145910;Free;0;0;0;15
84145915;Free;0;0;0;15
84146000;Free;0;0;0;15
84147000;Free;0;0;0;15
84148005;Free;0;0;0;15
84148016;Free;0;0;0;15
84148020;Free;0;0;0;15
84149030;Free;0;0;0;15
84149041;Free;0;0;0;15
84149091;Free;0;0;0;15
84151030;Free;0;0;0;15
84161000;Free;0;0;0;15
84162000;Free;0;0;0;15
84163000;Free;0;0;0;15
84169000;Free;0;0;0;15
84181000;Free;0;0;0;15
84182100;Free;0;0;0;15
84183000;Free;0;0;0;15
84184000;Free;0;0;0;15
84185000;Free;0;0;0;15
84186101;Free;0;0;0;15
84186901;Free;0;0;0;15
84189100;Free;0;0;0;15
84189940;Free;0;0;0;15
84189980;Free;0;0;0;15
84191100;Free;0;0;0;15
84191200;Free;0;0;0;15
84191901;Free;0;0;0;15
84192000;Free;0;0;0;15
84193310;Free;0;0;0;15
84193350;Free;0;0;0;15
84193400;Free;0;0;0;15
84193510;Free;0;0;0;15
84193550;Free;0;0;0;15
84193902;Free;0;0;0;15
84194000;Free;0;0;0;15
84195050;Free;0;0;0;15
84196050;Free;0;0;0;15
84198150;Free;0;0;0;15
84198190;Free;0;0;0;15
84198910;Free;0;0;0;15
84198960;Free;0;0;0;15
84199010;Free;0;0;0;15
84199020;Free;0;0;0;15
84199030;Free;0;0;0;15
84199050;Free;0;0;0;15
84199085;Free;0;0;0;15
84201020;Free;0;0;0;15
84201090;Free;0;0;0;15
84209120;Free;0;0;0;15
84209190;Free;0;0;0;15
84209920;Free;0;0;0;15
84209990;Free;0;0;0;15
84211100;Free;0;0;0;15
84211200;Free;0;0;0;15
84212100;Free;0;0;0;15
84212200;Free;0;0;0;15
84212900;Free;0;0;0;15
84213200;Free;0;0;0;15
84213901;Free;0;0;0;15
84219120;Free;0;0;0;15
84219140;Free;0;0;0;15
84219160;Free;0;0;0;15
84219901;Free;0;0;0;15
84221900;Free;0;0;0;15
84222000;Free;0;0;0;15
84223011;Free;0;0;0;15
84223091;Free;0;0;0;15
84224011;Free;0;0;0;15
84224091;Free;0;0;0;15
84229002;Free;0;0;0;15
84229004;Free;0;0;0;15
84229006;Free;0;0;0;15
84229011;Free;0;0;0;15
84229021;Free;0;0;0;15
84229091;Free;0;0;0;15
84231000;Free;0;0;0;15
84232010;Free;0;0;0;15
84233000;Free;0;0;0;15
84238100;Free;0;0;0;15
84238200;Free;0;0;0;15
84238910;Free;0;0;0;15
84239010;Free;0;0;0;15
84241000;Free;0;0;0;15
84242090;Free;0;0;0;15
84243010;Free;0;0;0;15
84243090;Free;0;0;0;15
84244110;Free;0;0;0;15
84248910;Free;0;0;0;15
84249005;Free;0;0;0;15
84249020;Free;0;0;0;15
84249090;Free;0;0;0;15
84251100;Free;0;0;0;15
84251900;Free;0;0;0;15
84253101;Free;0;0;0;15
84253901;Free;0;0;0;15
84254100;Free;0;0;0;15
84254200;Free;0;0;0;15
84254900;Free;0;0;0;15
84261100;Free;0;0;0;15
84261200;Free;0;0;0;15
84261900;Free;0;0;0;15
84262000;Free;0;0;0;15
84263000;Free;0;0;0;15
84264100;Free;0;0;0;15
84264900;Free;0;0;0;15
84269100;Free;0;0;0;15
84269900;Free;0;0;0;15
84271040;Free;0;0;0;15
84271080;Free;0;0;0;15
84272040;Free;0;0;0;15
84272080;Free;0;0;0;15
84279000;Free;0;0;0;15
84281000;Free;0;0;0;15
84282000;Free;0;0;0;15
84283100;Free;0;0;0;15
84283200;Free;0;0;0;15
84283300;Free;0;0;0;15
84283900;Free;0;0;0;15
84284000;Free;0;0;0;15
84286000;Free;0;0;0;15
84287000;Free;0;0;0;15
84289003;Free;0;0;0;15
84291100;Free;0;0;0;15
84291900;Free;0;0;0;15
84292000;Free;0;0;0;15
84293000;Free;0;0;0;15
84294000;Free;0;0;0;15
84295110;Free;0;0;0;15
84295150;Free;0;0;0;15
84295210;Free;0;0;0;15
84295250;Free;0;0;0;15
84295910;Free;0;0;0;15
84295950;Free;0;0;0;15
84301000;Free;0;0;0;15
84302000;Free;0;0;0;15
84303100;Free;0;0;0;15
84303900;Free;0;0;0;15
84304100;Free;0;0;0;15
84304940;Free;0;0;0;15
84304980;Free;0;0;0;15
84305010;Free;0;0;0;15
84305050;Free;0;0;0;15
84306100;Free;0;0;0;15
84306901;Free;0;0;0;15
84311000;Free;0;0;0;15
84312000;Free;0;0;0;15
84313100;Free;0;0;0;15
84313900;Free;0;0;0;15
84314100;Free;0;0;0;15
84314200;Free;0;0;0;15
84314340;Free;0;0;0;15
84314380;Free;0;0;0;15
84314910;Free;0;0;0;15
84314990;Free;0;0;0;15
84321000;Free;0;0;0;15
84322100;Free;0;0;0;15
84322900;Free;0;0;0;15
84323100;Free;0;0;0;15
84323900;Free;0;0;0;15
84324100;Free;0;0;0;15
84324200;Free;0;0;0;15
84328000;Free;0;0;0;15
84329000;Free;0;0;0;15
84331100;Free;0;0;0;15
84331900;Free;0;0;0;15
84332000;Free;0;0;0;15
84333000;Free;0;0;0;15
84334000;Free;0;0;0;15
84335100;Free;0;0;0;15
84335200;Free;0;0;0;15
84335300;Free;0;0;0;15
84335900;Free;0;0;0;15
84336000;Free;0;0;0;15
84339010;Free;0;0;0;15
84339050;Free;0;0;0;15
84341000;Free;0;0;0;15
84342000;Free;0;0;0;15
84349000;Free;0;0;0;15
84351000;Free;0;0;0;15
84359000;Free;0;0;0;15
84361000;Free;0;0;0;15
84362100;Free;0;0;0;15
84362900;Free;0;0;0;15
84368000;Free;0;0;0;15
84369100;Free;0;0;0;15
84369900;Free;0;0;0;15
84371000;Free;0;0;0;15
84378000;Free;0;0;0;15
84379000;Free;0;0;0;15
84381000;Free;0;0;0;15
84382000;Free;0;0;0;15
84383000;Free;0;0;0;15
84386000;Free;0;0;0;15
84388000;Free;0;0;0;15
84389010;Free;0;0;0;15
84391000;Free;0;0;0;15
84392000;Free;0;0;0;15
84393000;Free;0;0;0;15
84399110;Free;0;0;0;15
84399190;Free;0;0;0;15
84399910;Free;0;0;0;15
84399950;Free;0;0;0;15
84401000;Free;0;0;0;15
84409000;Free;0;0;0;15
84411000;Free;0;0;0;15
84412000;Free;0;0;0;15
84413000;Free;0;0;0;15
84414000;Free;0;0;0;15
84418000;Free;0;0;0;15
84419000;Free;0;0;0;15
84423001;Free;0;0;0;15
84424000;Free;0;0;0;15
84425010;Free;0;0;0;15
84425090;Free;0;0;0;15
84431150;Free;0;0;0;15
84431200;Free;0;0;0;15
84431300;Free;0;0;0;15
84431500;Free;0;0;0;15
84431930;Free;0;0;0;15
84433100;Free;0;0;0;15
84433210;Free;0;0;0;15
84433250;Free;0;0;0;15
84433910;Free;0;0;0;15
84433920;Free;0;0;0;15
84433930;Free;0;0;0;15
84433940;Free;0;0;0;15
84433950;Free;0;0;0;15
84433960;Free;0;0;0;15
84433990;Free;0;0;0;15
84439110;Free;0;0;0;15
84439120;Free;0;0;0;15
84439130;Free;0;0;0;15
84439910;Free;0;0;0;15
84439920;Free;0;0;0;15
84439925;Free;0;0;0;15
84439930;Free;0;0;0;15
84439935;Free;0;0;0;15
84439940;Free;0;0;0;15
84439945;Free;0;0;0;15
84439950;Free;0;0;0;15
84440000;Free;0;0;0;15
84451100;Free;0;0;0;15
84451200;Free;0;0;0;15
84451300;Free;0;0;0;15
84452000;Free;0;0;0;15
84453000;Free;0;0;0;15
84461000;Free;0;0;0;15
84462110;Free;0;0;0;15
84462900;Free;0;0;0;15
84463010;Free;0;0;0;15
84471110;Free;0;0;0;15
84471190;Free;0;0;0;15
84471210;Free;0;0;0;15
84471290;Free;0;0;0;15
84472020;Free;0;0;0;15
84472040;Free;0;0;0;15
84472060;Free;0;0;0;15
84479010;Free;0;0;0;15
84479050;Free;0;0;0;15
84479090;Free;0;0;0;15
84481100;Free;0;0;0;15
84481900;Free;0;0;0;15
84483200;Free;0;0;0;15
84483910;Free;0;0;0;15
84483990;Free;0;0;0;15
84484920;Free;0;0;0;15
84485110;Free;0;0;0;15
84485120;Free;0;0;0;15
84485130;Free;0;0;0;15
84485150;Free;0;0;0;15
84485910;Free;0;0;0;15
84485950;Free;0;0;0;15
84490050;Free;0;0;0;15
84511000;Free;0;0;0;15
84513000;Free;0;0;0;15
84515000;Free;0;0;0;15
84521000;Free;0;0;0;15
84522110;Free;0;0;0;15
84522190;Free;0;0;0;15
84522910;Free;0;0;0;15
84522990;Free;0;0;0;15
84523000;Free;0;0;0;15
84529020;Free;0;0;0;15
84531000;Free;0;0;0;15
84532000;Free;0;0;0;15
84538000;Free;0;0;0;15
84539010;Free;0;0;0;15
84539050;Free;0;0;0;15
84541000;Free;0;0;0;15
84542000;Free;0;0;0;15
84543000;Free;0;0;0;15
84549000;Free;0;0;0;15
84551000;Free;0;0;0;15
84552100;Free;0;0;0;15
84552200;Free;0;0;0;15
84553000;Free;0;0;0;15
84559040;Free;0;0;0;15
84559080;Free;0;0;0;15
84561170;Free;0;0;0;15
84561270;Free;0;0;0;15
84641001;Free;0;0;0;15
84669110;Free;0;0;0;15
84669150;Free;0;0;0;15
84669210;Free;0;0;0;15
84669311;Free;0;0;0;15
84669315;Free;0;0;0;15
84669360;Free;0;0;0;15
84669396;Free;0;0;0;15
84669420;Free;0;0;0;15
84669440;Free;0;0;0;15
84671150;Free;0;0;0;15
84671950;Free;0;0;0;15
84672200;Free;0;0;0;15
84672900;Free;0;0;0;15
84678100;Free;0;0;0;15
84678910;Free;0;0;0;15
84678950;Free;0;0;0;15
84679101;Free;0;0;0;15
84679200;Free;0;0;0;15
84679901;Free;0;0;0;15
84682050;Free;0;0;0;15
84688050;Free;0;0;0;15
84689050;Free;0;0;0;15
84701000;Free;0;0;0;15
84702100;Free;0;0;0;15
84702900;Free;0;0;0;15
84703000;Free;0;0;0;15
84705000;Free;0;0;0;15
84709001;Free;0;0;0;15
84713001;Free;0;0;0;15
84714101;Free;0;0;0;15
84714900;Free;0;0;0;15
84715001;Free;0;0;0;15
84716010;Free;0;0;0;15
84716020;Free;0;0;0;15
84716070;Free;0;0;0;15
84716080;Free;0;0;0;15
84716090;Free;0;0;0;15
84717010;Free;0;0;0;15
84717020;Free;0;0;0;15
84717030;Free;0;0;0;15
84717040;Free;0;0;0;15
84717050;Free;0;0;0;15
84717060;Free;0;0;0;15
84717090;Free;0;0;0;15
84718010;Free;0;0;0;15
84718040;Free;0;0;0;15
84718090;Free;0;0;0;15
84719000;Free;0;0;0;15
84721000;Free;0;0;0;15
84729005;Free;0;0;0;15
84729010;Free;0;0;0;15
84729040;Free;0;0;0;15
84729050;Free;0;0;0;15
84729060;Free;0;0;0;15
84729090;Free;0;0;0;15
84732100;Free;0;0;0;15
84732900;Free;0;0;0;15
84733011;Free;0;0;0;15
84733020;Free;0;0;0;15
84733051;Free;0;0;0;15
84733091;Free;0;0;0;15
84734010;Free;0;0;0;15
84734021;Free;0;0;0;15
84734086;Free;0;0;0;15
84735030;Free;0;0;0;15
84735060;Free;0;0;0;15
84735090;Free;0;0;0;15
84741000;Free;0;0;0;15
84742000;Free;0;0;0;15
84743100;Free;0;0;0;15
84743200;Free;0;0;0;15
84743900;Free;0;0;0;15
84748000;Free;0;0;0;15
84749000;Free;0;0;0;15
84751000;Free;0;0;0;15
84752100;Free;0;0;0;15
84752900;Free;0;0;0;15
84759010;Free;0;0;0;15
84759090;Free;0;0;0;15
84762100;Free;0;0;0;15
84762900;Free;0;0;0;15
84768100;Free;0;0;0;15
84768900;Free;0;0;0;15
84769000;Free;0;0;0;15
84771030;Free;0;0;0;15
84771040;Free;0;0;0;15
84781000;Free;0;0;0;15
84789000;Free;0;0;0;15
84791000;Free;0;0;0;15
84792000;Free;0;0;0;15
84793000;Free;0;0;0;15
84794000;Free;0;0;0;15
84797100;Free;0;0;0;15
84797900;Free;0;0;0;15
84798100;Free;0;0;0;15
84798200;Free;0;0;0;15
84798910;Free;0;0;0;15
84798920;Free;0;0;0;15
84798970;Free;0;0;0;15
84798983;Free;0;0;0;15
84798992;Free;0;0;0;15
84799041;Free;0;0;0;15
84799045;Free;0;0;0;15
84799055;Free;0;0;0;15
84799065;Free;0;0;0;15
84799075;Free;0;0;0;15
84799085;Free;0;0;0;15
84799095;Free;0;0;0;15
84805000;Free;0;0;0;15
84806000;Free;0;0;0;15
84807110;Free;0;0;0;15
84807140;Free;0;0;0;15
84807910;Free;0;0;0;15
84819090;Free;0;0;0;15
84831050;Free;0;0;0;15
84834010;Free;0;0;0;15
84834030;Free;0;0;0;15
84859090;Free;0;0;0;15
84861000;Free;0;0;0;15
84862000;Free;0;0;0;15
84863000;Free;0;0;0;15
84864000;Free;0;0;0;15
84869000;Free;0;0;0;15
84871000;Free;0;0;0;15
85013245;Free;0;0;0;15
85013255;Free;0;0;0;15
85013320;Free;0;0;0;15
85015280;Free;0;0;0;15
85015340;Free;0;0;0;15
85030045;Free;0;0;0;15
85030090;Free;0;0;0;15
85042100;Free;0;0;0;15
85042200;Free;0;0;0;15
85043120;Free;0;0;0;15
85044040;Free;0;0;0;15
85044060;Free;0;0;0;15
85044070;Free;0;0;0;15
85044085;Free;0;0;0;15
85044095;Free;0;0;0;15
85045040;Free;0;0;0;15
85045080;Free;0;0;0;15
85049020;Free;0;0;0;15
85049041;Free;0;0;0;15
85049065;Free;0;0;0;15
85049075;Free;0;0;0;15
85049096;Free;0;0;0;15
85059030;Free;0;0;0;15
85059040;Free;0;0;0;15
85059070;Free;0;0;0;15
85081100;Free;0;0;0;15
85081900;Free;0;0;0;15
85086000;Free;0;0;0;15
85087000;Free;0;0;0;15
85098010;Free;0;0;0;15
85098020;Free;0;0;0;15
85101000;Free;0;0;0;15
85109010;Free;0;0;0;15
85109020;Free;0;0;0;15
85118040;Free;0;0;0;15
85119040;Free;0;0;0;15
85121020;Free;0;0;0;15
85122020;Free;0;0;0;15
85129040;Free;0;0;0;15
85129060;Free;0;0;0;15
85141100;Free;0;0;0;15
85141900;Free;0;0;0;15
85142080;Free;0;0;0;15
85143110;Free;0;0;0;15
85143210;Free;0;0;0;15
85143910;Free;0;0;0;15
85144000;Free;0;0;0;15
85149080;Free;0;0;0;15
85151900;Free;0;0;0;15
85152100;Free;0;0;0;15
85152900;Free;0;0;0;15
85158000;Free;0;0;0;15
85159040;Free;0;0;0;15
85161000;Free;0;0;0;15
85162100;Free;0;0;0;15
85163300;Free;0;0;0;15
85164020;Free;0;0;0;15
85166040;Free;0;0;0;15
85168040;Free;0;0;0;15
85168080;Free;0;0;0;15
85169035;Free;0;0;0;15
85169045;Free;0;0;0;15
85169050;Free;0;0;0;15
85169055;Free;0;0;0;15
85169065;Free;0;0;0;15
85169075;Free;0;0;0;15
85169080;Free;0;0;0;15
85171100;Free;0;0;0;15
85171300;Free;0;0;0;15
85171400;Free;0;0;0;15
85171800;Free;0;0;0;15
85176100;Free;0;0;0;15
85176200;Free;0;0;0;15
85176900;Free;0;0;0;15
85177100;Free;0;0;0;15
85177900;Free;0;0;0;15
85181040;Free;0;0;0;15
85181080;Free;0;0;0;15
85182100;Free;0;0;0;15
85182200;Free;0;0;0;15
85182940;Free;0;0;0;15
85182980;Free;0;0;0;15
85183010;Free;0;0;0;15
85183020;Free;0;0;0;15
85184010;Free;0;0;0;15
85184020;Free;0;0;0;15
85185000;Free;0;0;0;15
85189020;Free;0;0;0;15
85189041;Free;0;0;0;15
85189060;Free;0;0;0;15
85189081;Free;0;0;0;15
85192000;Free;0;0;0;15
85193020;Free;0;0;0;15
85198110;Free;0;0;0;15
85198120;Free;0;0;0;15
85198125;Free;0;0;0;15
85198130;Free;0;0;0;15
85198141;Free;0;0;0;15
85198910;Free;0;0;0;15
85198920;Free;0;0;0;15
85198930;Free;0;0;0;15
85211030;Free;0;0;0;15
85211060;Free;0;0;0;15
85211090;Free;0;0;0;15
85219000;Free;0;0;0;15
85229025;Free;0;0;0;15
85229036;Free;0;0;0;15
85229045;Free;0;0;0;15
85229058;Free;0;0;0;15
85229065;Free;0;0;0;15
85229080;Free;0;0;0;15
85232100;Free;0;0;0;15
85232910;Free;0;0;0;15
85232920;Free;0;0;0;15
85232930;Free;0;0;0;15
85232940;Free;0;0;0;15
85232950;Free;0;0;0;15
85232960;Free;0;0;0;15
85232970;Free;0;0;0;15
85232980;Free;0;0;0;15
85232990;Free;0;0;0;15
85234100;Free;0;0;0;15
85234920;Free;0;0;0;15
85234930;Free;0;0;0;15
85234940;Free;0;0;0;15
85234950;Free;0;0;0;15
85235100;Free;0;0;0;15
85235200;Free;0;0;0;15
85235900;Free;0;0;0;15
85238010;Free;0;0;0;15
85238020;Free;0;0;0;15
85241110;Free;0;0;0;15
85241200;Free;0;0;0;15
85241900;Free;0;0;0;15
85249110;Free;0;0;0;15
85249200;Free;0;0;0;15
85249900;Free;0;0;0;15
85255010;Free;0;0;0;15
85255030;Free;0;0;0;15
85255070;Free;0;0;0;15
85256010;Free;0;0;0;15
85256020;Free;0;0;0;15
85258100;Free;0;0;0;15
85258200;Free;0;0;0;15
85258300;Free;0;0;0;15
85258910;Free;0;0;0;15
85258920;Free;0;0;0;15
85258930;Free;0;0;0;15
85258940;Free;0;0;0;15
85258950;Free;0;0;0;15
85261000;Free;0;0;0;15
85269100;Free;0;0;0;15
85269210;Free;0;0;0;15
85269250;Free;0;0;0;15
85271200;Free;0;0;0;15
85271311;Free;0;0;0;15
85271320;Free;0;0;0;15
85271340;Free;0;0;0;15
85271360;Free;0;0;0;15
85271910;Free;0;0;0;15
85271950;Free;0;0;0;15
85272115;Free;0;0;0;15
85272140;Free;0;0;0;15
85272940;Free;0;0;0;15
85272980;Free;0;0;0;15
85279105;Free;0;0;0;15
85279140;Free;0;0;0;15
85279150;Free;0;0;0;15
85279160;Free;0;0;0;15
85279210;Free;0;0;0;15
85279250;Free;0;0;0;15
85279910;Free;0;0;0;15
85279915;Free;0;0;0;15
85279940;Free;0;0;0;15
85284200;Free;0;0;0;15
85284905;Free;0;0;0;15
85284910;Free;0;0;0;15
85284915;Free;0;0;0;15
85284920;Free;0;0;0;15
85284925;Free;0;0;0;15
85284930;Free;0;0;0;15
85284935;Free;0;0;0;15
85284940;Free;0;0;0;15
85284945;Free;0;0;0;15
85284950;Free;0;0;0;15
85284960;Free;0;0;0;15
85284965;Free;0;0;0;15
85284970;Free;0;0;0;15
85284975;Free;0;0;0;15
85284980;Free;0;0;0;15
85285200;Free;0;0;0;15
85285905;Free;0;0;0;15
85285910;Free;0;0;0;15
85285915;Free;0;0;0;15
85285925;Free;0;0;0;15
85285935;Free;0;0;0;15
85285945;Free;0;0;0;15
85286200;Free;0;0;0;15
85286905;Free;0;0;0;15
85286910;Free;0;0;0;15
85286935;Free;0;0;0;15
85286945;Free;0;0;0;15
85287110;Free;0;0;0;15
85287120;Free;0;0;0;15
85287130;Free;0;0;0;15
85287140;Free;0;0;0;15
85287145;Free;0;0;0;15
85287204;Free;0;0;0;15
85287208;Free;0;0;0;15
85287212;Free;0;0;0;15
85287220;Free;0;0;0;15
85287262;Free;0;0;0;15
85287268;Free;0;0;0;15
85287276;Free;0;0;0;15
85287284;Free;0;0;0;15
85291021;Free;0;0;0;15
85291040;Free;0;0;0;15
85291091;Free;0;0;0;15
85299004;Free;0;0;0;15
85299005;Free;0;0;0;15
85299006;Free;0;0;0;15
85299009;Free;0;0;0;15
85299013;Free;0;0;0;15
85299016;Free;0;0;0;15
85299019;Free;0;0;0;15
85299021;Free;0;0;0;15
85299024;Free;0;0;0;15
85299029;Free;0;0;0;15
85299033;Free;0;0;0;15
85299036;Free;0;0;0;15
85299039;Free;0;0;0;15
85299043;Free;0;0;0;15
85299046;Free;0;0;0;15
85299049;Free;0;0;0;15
85299055;Free;0;0;0;15
85299063;Free;0;0;0;15
85299068;Free;0;0;0;15
85299073;Free;0;0;0;15
85299077;Free;0;0;0;15
85299078;Free;0;0;0;15
85299081;Free;0;0;0;15
85299083;Free;0;0;0;15
85299087;Free;0;0;0;15
85299088;Free;0;0;0;15
85299089;Free;0;0;0;15
85299093;Free;0;0;0;15
85299095;Free;0;0;0;15
85299097;Free;0;0;0;15
85299098;Free;0;0;0;15
85301000;Free;0;0;0;15
85308000;Free;0;0;0;15
85309000;Free;0;0;0;15
85312000;Free;0;0;0;15
85318090;Free;0;0;0;15
85319015;Free;0;0;0;15
85319030;Free;0;0;0;15
85319075;Free;0;0;0;15
85319090;Free;0;0;0;15
85321000;Free;0;0;0;15
85322100;Free;0;0;0;15
85322200;Free;0;0;0;15
85322300;Free;0;0;0;15
85322400;Free;0;0;0;15
85322500;Free;0;0;0;15
85322900;Free;0;0;0;15
85323000;Free;0;0;0;15
85329000;Free;0;0;0;15
85331000;Free;0;0;0;15
85332100;Free;0;0;0;15
85332900;Free;0;0;0;15
85333100;Free;0;0;0;15
85333900;Free;0;0;0;15
85334040;Free;0;0;0;15
85334080;Free;0;0;0;15
85339040;Free;0;0;0;15
85339080;Free;0;0;0;15
85340000;Free;0;0;0;15
85363040;Free;0;0;0;15
85363080;Free;0;0;0;15
85365040;Free;0;0;0;15
85365070;Free;0;0;0;15
85365090;Free;0;0;0;15
85366940;Free;0;0;0;15
85367000;Free;0;0;0;15
85369040;Free;0;0;0;15
85369085;Free;0;0;0;15
85371080;Free;0;0;0;15
85381000;Free;0;0;0;15
85389010;Free;0;0;0;15
85392120;Free;0;0;0;15
85392930;Free;0;0;0;15
85393910;Free;0;0;0;15
85395100;Free;0;0;0;15
85407120;Free;0;0;0;15
85409120;Free;0;0;0;15
85409940;Free;0;0;0;15
85409980;Free;0;0;0;15
85411000;Free;0;0;0;15
85412100;Free;0;0;0;15
85412900;Free;0;0;0;15
85413000;Free;0;0;0;15
85414100;Free;0;0;0;15
85414200;Free;0;0;0;15
85414300;Free;0;0;0;15
85414910;Free;0;0;0;15
85414970;Free;0;0;0;15
85414980;Free;0;0;0;15
85414995;Free;0;0;0;15
85415100;Free;0;0;0;15
85415900;Free;0;0;0;15
85416000;Free;0;0;0;15
85419000;Free;0;0;0;15
85423100;Free;0;0;0;15
85423200;Free;0;0;0;15
85423300;Free;0;0;0;15
85423900;Free;0;0;0;15
85429000;Free;0;0;0;15
85432000;Free;0;0;0;15
85433020;Free;0;0;0;15
85437042;Free;0;0;0;15
85437060;Free;0;0;0;15
85437080;Free;0;0;0;15
85437085;Free;0;0;0;15
85437088;Free;0;0;0;15
85437089;Free;0;0;0;15
85437091;Free;0;0;0;15
85437093;Free;0;0;0;15
85437095;Free;0;0;0;15
85437097;Free;0;0;0;15
85439012;Free;0;0;0;15
85439015;Free;0;0;0;15
85439035;Free;0;0;0;15
85439065;Free;0;0;0;15
85439068;Free;0;0;0;15
85439085;Free;0;0;0;15
85439088;Free;0;0;0;15
85444210;Free;0;0;0;15
85444220;Free;0;0;0;15
85444910;Free;0;0;0;15
85447000;Free;0;0;0;15
85451100;Free;0;0;0;15
85451920;Free;0;0;0;15
85451940;Free;0;0;0;15
85452000;Free;0;0;0;15
85459020;Free;0;0;0;15
85459040;Free;0;0;0;15
85469000;Free;0;0;0;15
85472000;Free;0;0;0;15
85480000;Free;0;0;0;15
85491110;Free;0;0;0;15
85491190;Free;0;0;0;15
85491240;Free;0;0;0;15
85491280;Free;0;0;0;15
85491300;Free;0;0;0;15
85491400;Free;0;0;0;15
85491900;Free;0;0;0;15
85492100;Free;0;0;0;15
85492900;Free;0;0;0;15
85493100;Free;0;0;0;15
85493900;Free;0;0;0;15
85499100;Free;0;0;0;15
85499900;Free;0;0;0;15
86011000;Free;0;0;0;15
86012000;Free;0;0;0;15
86021000;Free;0;0;0;15
86029000;Free;0;0;0;15
86071100;Free;0;0;0;15
86071912;Free;0;0;0;15
86071915;Free;0;0;0;15
86079100;Free;0;0;0;15
86090000;Free;0;0;0;15
87011001;Free;0;0;0;15
87013010;Free;0;0;0;15
87013050;Free;0;0;0;15
87019110;Free;0;0;0;15
87019150;Free;0;0;0;15
87019210;Free;0;0;0;15
87019250;Free;0;0;0;15
87019310;Free;0;0;0;15
87019350;Free;0;0;0;15
87019410;Free;0;0;0;15
87019450;Free;0;0;0;15
87019510;Free;0;0;0;15
87019550;Free;0;0;0;15
87041010;Free;0;0;0;15
87041050;Free;0;0;0;15
87051000;Free;0;0;0;15
87052000;Free;0;0;0;15
87053000;Free;0;0;0;15
87054000;Free;0;0;0;15
87059000;Free;0;0;0;15
87060030;Free;0;0;0;15
87079010;Free;0;0;0;15
87082921;Free;0;0;0;15
87083010;Free;0;0;0;15
87084030;Free;0;0;0;15
87084060;Free;0;0;0;15
87084065;Free;0;0;0;15
87084070;Free;0;0;0;15
87085011;Free;0;0;0;15
87085031;Free;0;0;0;15
87085070;Free;0;0;0;15
87085075;Free;0;0;0;15
87085081;Free;0;0;0;15
87085093;Free;0;0;0;15
87087005;Free;0;0;0;15
87087015;Free;0;0;0;15
87087025;Free;0;0;0;15
87087035;Free;0;0;0;15
87088003;Free;0;0;0;15
87088005;Free;0;0;0;15
87088051;Free;0;0;0;15
87088055;Free;0;0;0;15
87088060;Free;0;0;0;15
87089110;Free;0;0;0;15
87089160;Free;0;0;0;15
87089165;Free;0;0;0;15
87089170;Free;0;0;0;15
87089210;Free;0;0;0;15
87089260;Free;0;0;0;15
87089265;Free;0;0;0;15
87089270;Free;0;0;0;15
87089315;Free;0;0;0;15
87089330;Free;0;0;0;15
87089410;Free;0;0;0;15
87089460;Free;0;0;0;15
87089465;Free;0;0;0;15
87089470;Free;0;0;0;15
87089510;Free;0;0;0;15
87089515;Free;0;0;0;15
87089903;Free;0;0;0;15
87089906;Free;0;0;0;15
87089916;Free;0;0;0;15
87089923;Free;0;0;0;15
87089927;Free;0;0;0;15
87089931;Free;0;0;0;15
87089941;Free;0;0;0;15
87089948;Free;0;0;0;15
87089953;Free;0;0;0;15
87091100;Free;0;0;0;15
87091900;Free;0;0;0;15
87099000;Free;0;0;0;15
87100000;Free;0;0;0;15
87111000;Free;0;0;0;15
87112000;Free;0;0;0;15
87113000;Free;0;0;0;15
87114030;Free;0;0;0;15
87116000;Free;0;0;0;15
87119001;Free;0;0;0;15
87131000;Free;0;0;0;15
87139000;Free;0;0;0;15
87141000;Free;0;0;0;15
87142000;Free;0;0;0;15
87149190;Free;0;0;0;15
87149305;Free;0;0;0;15
87149315;Free;0;0;0;15
87149324;Free;0;0;0;15
87149370;Free;0;0;0;15
87149430;Free;0;0;0;15
87149650;Free;0;0;0;15
87149910;Free;0;0;0;15
87149950;Free;0;0;0;15
87149960;Free;0;0;0;15
87161000;Free;0;0;0;15
87162000;Free;0;0;0;15
87163100;Free;0;0;0;15
87163900;Free;0;0;0;15
87164000;Free;0;0;0;15
87168010;Free;0;0;0;15
87169010;Free;0;0;0;15
88010000;Free;0;0;0;15
88021101;Free;0;0;0;15
88021201;Free;0;0;0;15
88022001;Free;0;0;0;15
88023001;Free;0;0;0;15
88024001;Free;0;0;0;15
88026030;Free;0;0;0;15
88026090;Free;0;0;0;15
88051000;Free;0;0;0;15
88052100;Free;0;0;0;15
