hs_8digit;hs_92_origin;description;excluded;source;mapping_method
61161044;6116.10;Gloves impregnated, coated or covered with plastics or rubber, knitted;0;WTO ATC Annex;both
61161048;6116.10;Gloves impregnated, coated or covered with plastics or rubber, knitted;0;WTO ATC Annex;both
61161055;6116.10;Gloves impregnated, coated or covered with plastics or rubber, knitted;0;WTO ATC Annex;both
61161065;6116.10;Gloves impregnated, coated or covered with plastics or rubber, knitted;0;WTO ATC Annex;both
61161075;6116.10;Gloves impregnated, coated or covered with plastics or rubber, knitted;0;WTO ATC Annex;both
61161095;6116.10;Gloves impregnated, coated or covered with plastics or rubber, knitted;0;WTO ATC Annex;both
61169100;6116.91;Gloves, mittens and mitts, nes, of wool or fine animal hair, knitted;0;WTO ATC Annex;both
61169205;6116.92;Gloves, mittens and mitts, nes, of cotton, knitted;0;WTO ATC Annex;both
61169208;6116.92;Gloves, mittens and mitts, nes, of cotton, knitted;0;WTO ATC Annex;both
61169264;6116.92;Gloves, mittens and mitts, nes, of cotton, knitted;0;WTO ATC Annex;both
61169274;6116.92;Gloves, mittens and mitts, nes, of cotton, knitted;0;WTO ATC Annex;both
61169288;6116.92;Gloves, mittens and mitts, nes, of cotton, knitted;0;WTO ATC Annex;both
61169294;6116.92;Gloves, mittens and mitts, nes, of cotton, knitted;0;WTO ATC Annex;both
61169305;6116.93;Gloves, mittens and mitts, nes, of synthetic fibres, knitted;0;WTO ATC Annex;both
61169308;6116.93;Gloves, mittens and mitts, nes, of synthetic fibres, knitted;0;WTO ATC Annex;both
61169364;6116.93;Gloves, mittens and mitts, nes, of synthetic fibres, knitted;0;WTO ATC Annex;both
61169374;6116.93;Gloves, mittens and mitts, nes, of synthetic fibres, knitted;0;WTO ATC Annex;both
61169388;6116.93;Gloves, mittens and mitts, nes, of synthetic fibres, knitted;0;WTO ATC Annex;both
61169394;6116.93;Gloves, mittens and mitts, nes, of synthetic fibres, knitted;0;WTO ATC Annex;both
61169920;6116.99;Gloves, mittens and mitts, nes, of other textile materials, knitted;0;WTO ATC Annex;both
61169935;6116.99;Gloves, mittens and mitts, nes, of other textile materials, knitted;0;WTO ATC Annex;both
61169948;6116.99;Gloves, mittens and mitts, nes, of other textile materials, knitted;0;WTO ATC Annex;both
61169954;6116.99;Gloves, mittens and mitts, nes, of other textile materials, knitted;0;WTO ATC Annex;both
61169975;6116.99;Gloves, mittens and mitts, nes, of other textile materials, knitted;0;WTO ATC Annex;both
61169995;6116.99;Gloves, mittens and mitts, nes, of other textile materials, knitted;0;WTO ATC Annex;both
61171010;6117.10;Shawls, scarves, veils and the like, of textile materials, knitted;0;WTO ATC Annex;both
61171020;6117.10;Shawls, scarves, veils and the like, of textile materials, knitted;0;WTO ATC Annex;both
61171040;6117.10;Shawls, scarves, veils and the like, of textile materials, knitted;0;WTO ATC Annex;both
61171060;6117.10;Shawls, scarves, veils and the like, of textile materials, knitted;0;WTO ATC Annex;both
61178020;6117.80;Clothing accessories nes, of textile materials, knitted;0;WTO ATC Annex;both
61178030;6117.80;Clothing accessories nes, of textile materials, knitted;0;WTO ATC Annex;both
61178085;6117.80;Clothing accessories nes, of textile materials, knitted;0;WTO ATC Annex;both
61178087;6117.80;Clothing accessories nes, of textile materials, knitted;0;WTO ATC Annex;both
61178095;6117.80;Clothing accessories nes, of textile materials, knitted;0;WTO ATC Annex;both
61179010;6117.90;Parts of garments/of clothg accessories, of textile materials, knittd;0;WTO ATC Annex;both
61179090;6117.90;Parts of garments/of clothg accessories, of textile materials, knittd;0;WTO ATC Annex;both
62012011;6201.91;Mens/boys anoraks & similar articles, of wool/fine animal hair, not knittd;0;WTO ATC Annex;concordance
62012019;6201.91;Mens/boys anoraks & similar articles, of wool/fine animal hair, not knittd;0;WTO ATC Annex;concordance
62012029;6201.91;Mens/boys anoraks & similar articles, of wool/fine animal hair, not knittd;0;WTO ATC Annex;concordance
62012035;6201.91;Mens/boys anoraks & similar articles, of wool/fine animal hair, not knittd;0;WTO ATC Annex;concordance
62012040;6201.91;Mens/boys anoraks & similar articles, of wool/fine animal hair, not knittd;0;WTO ATC Annex;concordance
62013012;6201.92;Mens/boys anoraks and similar articles, of cotton, not knitted;0;WTO ATC Annex;concordance
62013020;6201.92;Mens/boys anoraks and similar articles, of cotton, not knitted;0;WTO ATC Annex;concordance
62013030;6201.92;Mens/boys anoraks and similar articles, of cotton, not knitted;0;WTO ATC Annex;concordance
62013040;6201.92;Mens/boys anoraks and similar articles, of cotton, not knitted;0;WTO ATC Annex;concordance
62013050;6201.92;Mens/boys anoraks and similar articles, of cotton, not knitted;0;WTO ATC Annex;concordance
62013060;6201.92;Mens/boys anoraks and similar articles, of cotton, not knitted;0;WTO ATC Annex;concordance
62013070;6201.92;Mens/boys anoraks and similar articles, of cotton, not knitted;0;WTO ATC Annex;concordance
62013080;6201.92;Mens/boys anoraks and similar articles, of cotton, not knitted;0;WTO ATC Annex;concordance
62014010;6201.93;Mens/boys anoraks and similar articles, of man-made fibres, not knitted;0;WTO ATC Annex;concordance
62014015;6201.93;Mens/boys anoraks and similar articles, of man-made fibres, not knitted;0;WTO ATC Annex;concordance
62014020;6201.93;Mens/boys anoraks and similar articles, of man-made fibres, not knitted;0;WTO ATC Annex;concordance
62014025;6201.93;Mens/boys anoraks and similar articles, of man-made fibres, not knitted;0;WTO ATC Annex;concordance
62014035;6201.93;Mens/boys anoraks and similar articles, of man-made fibres, not knitted;0;WTO ATC Annex;concordance
62014040;6201.93;Mens/boys anoraks and similar articles, of man-made fibres, not knitted;0;WTO ATC Annex;concordance
62014045;6201.93;Mens/boys anoraks and similar articles, of man-made fibres, not knitted;0;WTO ATC Annex;concordance
62014050;6201.93;Mens/boys anoraks and similar articles, of man-made fibres, not knitted;0;WTO ATC Annex;concordance
62014055;6201.93;Mens/boys anoraks and similar articles, of man-made fibres, not knitted;0;WTO ATC Annex;concordance
62014060;6201.93;Mens/boys anoraks and similar articles, of man-made fibres, not knitted;0;WTO ATC Annex;concordance
62014065;6201.93;Mens/boys anoraks and similar articles, of man-made fibres, not knitted;0;WTO ATC Annex;concordance
62014070;6201.93;Mens/boys anoraks and similar articles, of man-made fibres, not knitted;0;WTO ATC Annex;concordance
62014075;6201.93;Mens/boys anoraks and similar articles, of man-made fibres, not knitted;0;WTO ATC Annex;concordance
62019019;6201.99;Mens/boys anoraks & similar articles, of oth textile materials, not knittd;0;WTO ATC Annex;concordance
62019029;6201.99;Mens/boys anoraks & similar articles, of oth textile materials, not knittd;0;WTO ATC Annex;concordance
62019039;6201.99;Mens/boys anoraks & similar articles, of oth textile materials, not knittd;0;WTO ATC Annex;concordance
62019049;6201.99;Mens/boys anoraks & similar articles, of oth textile materials, not knittd;0;WTO ATC Annex;concordance
62019059;6201.99;Mens/boys anoraks & similar articles, of oth textile materials, not knittd;0;WTO ATC Annex;concordance
62019069;6201.99;Mens/boys anoraks & similar articles, of oth textile materials, not knittd;0;WTO ATC Annex;concordance
62022011;6202.91;Womens/girls anoraks & similar article of wool/fine animal hair, not knit;0;WTO ATC Annex;concordance
62022019;6202.91;Womens/girls anoraks & similar article of wool/fine animal hair, not knit;0;WTO ATC Annex;concordance
62022029;6202.91;Womens/girls anoraks & similar article of wool/fine animal hair, not knit;0;WTO ATC Annex;concordance
62022035;6202.91;Womens/girls anoraks & similar article of wool/fine animal hair, not knit;0;WTO ATC Annex;concordance
62022040;6202.91;Womens/girls anoraks & similar article of wool/fine animal hair, not knit;0;WTO ATC Annex;concordance
62023012;6202.92;Womens/girls anoraks and similar article of cotton, not knitted;0;WTO ATC Annex;concordance
62023020;6202.92;Womens/girls anoraks and similar article of cotton, not knitted;0;WTO ATC Annex;concordance
62023030;6202.92;Womens/girls anoraks and similar article of cotton, not knitted;0;WTO ATC Annex;concordance
62023040;6202.92;Womens/girls anoraks and similar article of cotton, not knitted;0;WTO ATC Annex;concordance
62023050;6202.92;Womens/girls anoraks and similar article of cotton, not knitted;0;WTO ATC Annex;concordance
62023060;6202.92;Womens/girls anoraks and similar article of cotton, not knitted;0;WTO ATC Annex;concordance
62023070;6202.92;Womens/girls anoraks and similar article of cotton, not knitted;0;WTO ATC Annex;concordance
62023080;6202.92;Womens/girls anoraks and similar article of cotton, not knitted;0;WTO ATC Annex;concordance
62024010;6202.93;Womens/girls anoraks & similar article of man-made fibres, not knitted;0;WTO ATC Annex;concordance
62024015;6202.93;Womens/girls anoraks & similar article of man-made fibres, not knitted;0;WTO ATC Annex;concordance
62024020;6202.93;Womens/girls anoraks & similar article of man-made fibres, not knitted;0;WTO ATC Annex;concordance
62024025;6202.93;Womens/girls anoraks & similar article of man-made fibres, not knitted;0;WTO ATC Annex;concordance
62024035;6202.93;Womens/girls anoraks & similar article of man-made fibres, not knitted;0;WTO ATC Annex;concordance
62024040;6202.93;Womens/girls anoraks & similar article of man-made fibres, not knitted;0;WTO ATC Annex;concordance
62024045;6202.93;Womens/girls anoraks & similar article of man-made fibres, not knitted;0;WTO ATC Annex;concordance
62024050;6202.93;Womens/girls anoraks & similar article of man-made fibres, not knitted;0;WTO ATC Annex;concordance
62024055;6202.93;Womens/girls anoraks & similar article of man-made fibres, not knitted;0;WTO ATC Annex;concordance
62024060;6202.93;Womens/girls anoraks & similar article of man-made fibres, not knitted;0;WTO ATC Annex;concordance
62024065;6202.93;Womens/girls anoraks & similar article of man-made fibres, not knitted;0;WTO ATC Annex;concordance
62024070;6202.93;Womens/girls anoraks & similar article of man-made fibres, not knitted;0;WTO ATC Annex;concordance
62024075;6202.93;Womens/girls anoraks & similar article of man-made fibres, not knitted;0;WTO ATC Annex;concordance
62029019;6202.99;Womens/girls anoraks & similar article of oth textile materials, not knit;0;WTO ATC Annex;concordance
62029029;6202.99;Womens/girls anoraks & similar article of oth textile materials, not knit;0;WTO ATC Annex;concordance
62029039;6202.99;Womens/girls anoraks & similar article of oth textile materials, not knit;0;WTO ATC Annex;concordance
62029049;6202.99;Womens/girls anoraks & similar article of oth textile materials, not knit;0;WTO ATC Annex;concordance
62029059;6202.99;Womens/girls anoraks & similar article of oth textile materials, not knit;0;WTO ATC Annex;concordance
62029069;6202.99;Womens/girls anoraks & similar article of oth textile materials, not knit;0;WTO ATC Annex;concordance
62031115;6203.11;Mens/boys suits, of wool or fine animal hair, not knitted;0;WTO ATC Annex;both
62031130;6203.11;Mens/boys suits, of wool or fine animal hair, not knitted;0;WTO ATC Annex;both
62031160;6203.11;Mens/boys suits, of wool or fine animal hair, not knitted;0;WTO ATC Annex;both
62031190;6203.11;Mens/boys suits, of wool or fine animal hair, not knitted;0;WTO ATC Annex;both
62031210;6203.12;Mens/boys suits, of synthetic fibres, not knitted;0;WTO ATC Annex;both
62031220;6203.12;Mens/boys suits, of synthetic fibres, not knitted;0;WTO ATC Annex;both
62031910;6203.19;Mens/boys suits, of other textile materials, not knitted;0;WTO ATC Annex;both
62031920;6203.19;Mens/boys suits, of other textile materials, not knitted;0;WTO ATC Annex;both
62031930;6203.19;Mens/boys suits, of other textile materials, not knitted;0;WTO ATC Annex;both
62031950;6203.19;Mens/boys suits, of other textile materials, not knitted;0;WTO ATC Annex;both
62031990;6203.19;Mens/boys suits, of other textile materials, not knitted;0;WTO ATC Annex;both
62032210;6203.22;Mens/boys ensembles, of cotton, not knitted;0;WTO ATC Annex;both
62032230;6203.22;Mens/boys ensembles, of cotton, not knitted;0;WTO ATC Annex;both
62032300;6203.23;Mens/boys ensembles, of synthetic fibres, not knitted;0;WTO ATC Annex;both
62032910;6203.29;Mens/boys ensembles, of other textile materials, not knitted;0;WTO ATC Annex;both
62032915;6203.29;Mens/boys ensembles, of other textile materials, not knitted;0;WTO ATC Annex;both
62032920;6203.29;Mens/boys ensembles, of other textile materials, not knitted;0;WTO ATC Annex;both
62032930;6203.29;Mens/boys ensembles, of other textile materials, not knitted;0;WTO ATC Annex;both
62033150;6203.31;Mens/boys jackets and blazers, of wool or fine animal hair, not knitted;0;WTO ATC Annex;both
62033190;6203.31;Mens/boys jackets and blazers, of wool or fine animal hair, not knitted;0;WTO ATC Annex;both
62033210;6203.32;Mens/boys jackets and blazers, of cotton, not knitted;0;WTO ATC Annex;both
62033220;6203.32;Mens/boys jackets and blazers, of cotton, not knitted;0;WTO ATC Annex;both
62033310;6203.33;Mens/boys jackets and blazers, of synthetic fibres, not knitted;0;WTO ATC Annex;both
62033320;6203.33;Mens/boys jackets and blazers, of synthetic fibres, not knitted;0;WTO ATC Annex;both
62033910;6203.39;Mens/boys jackets and blazers, of other textile materials, not knitted;0;WTO ATC Annex;both
62033920;6203.39;Mens/boys jackets and blazers, of other textile materials, not knitted;0;WTO ATC Annex;both
62033950;6203.39;Mens/boys jackets and blazers, of other textile materials, not knitted;0;WTO ATC Annex;both
62033990;6203.39;Mens/boys jackets and blazers, of other textile materials, not knitted;0;WTO ATC Annex;both
62034101;6203.41;Mens/boys trousers and shorts, of wool or fine animal hair, not knitted;0;WTO ATC Annex;both
62034103;6203.41;Mens/boys trousers and shorts, of wool or fine animal hair, not knitted;0;WTO ATC Annex;both
62034106;6203.41;Mens/boys trousers and shorts, of wool or fine animal hair, not knitted;0;WTO ATC Annex;both
62034108;6203.41;Mens/boys trousers and shorts, of wool or fine animal hair, not knitted;0;WTO ATC Annex;both
62034125;6203.41;Mens/boys trousers and shorts, of wool or fine animal hair, not knitted;0;WTO ATC Annex;both
62034130;6203.41;Mens/boys trousers and shorts, of wool or fine animal hair, not knitted;0;WTO ATC Annex;both
62034160;6203.41;Mens/boys trousers and shorts, of wool or fine animal hair, not knitted;0;WTO ATC Annex;both
62034180;6203.41;Mens/boys trousers and shorts, of wool or fine animal hair, not knitted;0;WTO ATC Annex;both
62034203;6203.42;Mens/boys trousers and shorts, of cotton, not knitted;0;WTO ATC Annex;both
62034205;6203.42;Mens/boys trousers and shorts, of cotton, not knitted;0;WTO ATC Annex;both
62034207;6203.42;Mens/boys trousers and shorts, of cotton, not knitted;0;WTO ATC Annex;both
62034217;6203.42;Mens/boys trousers and shorts, of cotton, not knitted;0;WTO ATC Annex;both
62034225;6203.42;Mens/boys trousers and shorts, of cotton, not knitted;0;WTO ATC Annex;both
62034245;6203.42;Mens/boys trousers and shorts, of cotton, not knitted;0;WTO ATC Annex;both
62034301;6203.43;Mens/boys trousers and shorts, of synthetic fibres, not knitted;0;WTO ATC Annex;both
62034303;6203.43;Mens/boys trousers and shorts, of synthetic fibres, not knitted;0;WTO ATC Annex;both
62034305;6203.43;Mens/boys trousers and shorts, of synthetic fibres, not knitted;0;WTO ATC Annex;both
62034309;6203.43;Mens/boys trousers and shorts, of synthetic fibres, not knitted;0;WTO ATC Annex;both
62034311;6203.43;Mens/boys trousers and shorts, of synthetic fibres, not knitted;0;WTO ATC Annex;both
62034313;6203.43;Mens/boys trousers and shorts, of synthetic fibres, not knitted;0;WTO ATC Annex;both
62034345;6203.43;Mens/boys trousers and shorts, of synthetic fibres, not knitted;0;WTO ATC Annex;both
62034355;6203.43;Mens/boys trousers and shorts, of synthetic fibres, not knitted;0;WTO ATC Annex;both
62034360;6203.43;Mens/boys trousers and shorts, of synthetic fibres, not knitted;0;WTO ATC Annex;both
62034365;6203.43;Mens/boys trousers and shorts, of synthetic fibres, not knitted;0;WTO ATC Annex;both
62034370;6203.43;Mens/boys trousers and shorts, of synthetic fibres, not knitted;0;WTO ATC Annex;both
62034375;6203.43;Mens/boys trousers and shorts, of synthetic fibres, not knitted;0;WTO ATC Annex;both
62034390;6203.43;Mens/boys trousers and shorts, of synthetic fibres, not knitted;0;WTO ATC Annex;both
62034901;6203.49;Mens/boys trousers and shorts, of other textile materials, not knitted;0;WTO ATC Annex;both
62034905;6203.49;Mens/boys trousers and shorts, of other textile materials, not knitted;0;WTO ATC Annex;both
62034907;6203.49;Mens/boys trousers and shorts, of other textile materials, not knitted;0;WTO ATC Annex;both
62034909;6203.49;Mens/boys trousers and shorts, of other textile materials, not knitted;0;WTO ATC Annex;both
62034925;6203.49;Mens/boys trousers and shorts, of other textile materials, not knitted;0;WTO ATC Annex;both
62034935;6203.49;Mens/boys trousers and shorts, of other textile materials, not knitted;0;WTO ATC Annex;both
62034950;6203.49;Mens/boys trousers and shorts, of other textile materials, not knitted;0;WTO ATC Annex;both
62034960;6203.49;Mens/boys trousers and shorts, of other textile materials, not knitted;0;WTO ATC Annex;both
62034990;6203.49;Mens/boys trousers and shorts, of other textile materials, not knitted;0;WTO ATC Annex;both
62041100;6204.11;Womens/girls suits, of wool or fine animal hair, not knitted;0;WTO ATC Annex;both
62041200;6204.12;Womens/girls suits, of cotton, not knitted;0;WTO ATC Annex;both
62041310;6204.13;Womens/girls suits, of synthetic fibres, not knitted;0;WTO ATC Annex;both
62041320;6204.13;Womens/girls suits, of synthetic fibres, not knitted;0;WTO ATC Annex;both
62041910;6204.19;Womens/girls suits, of other textile materials, not knitted;0;WTO ATC Annex;both
62041920;6204.19;Womens/girls suits, of other textile materials, not knitted;0;WTO ATC Annex;both
62041940;6204.19;Womens/girls suits, of other textile materials, not knitted;0;WTO ATC Annex;both
62041980;6204.19;Womens/girls suits, of other textile materials, not knitted;0;WTO ATC Annex;both
62042100;6204.21;Womens/girls ensembles, of wool or fine animal hair, not knitted;0;WTO ATC Annex;both
62042210;6204.22;Womens/girls ensembles, of cotton, not knitted;0;WTO ATC Annex;both
62042230;6204.22;Womens/girls ensembles, of cotton, not knitted;0;WTO ATC Annex;both
62042300;6204.23;Womens/girls ensembles, of synthetic fibres, not knitted;0;WTO ATC Annex;both
62042920;6204.29;Womens/girls ensembles, of other textile materials, not knitted;0;WTO ATC Annex;both
62042940;6204.29;Womens/girls ensembles, of other textile materials, not knitted;0;WTO ATC Annex;both
62043110;6204.31;Womens/girls jackets, of wool or fine animal hair, not knitted;0;WTO ATC Annex;both
62043120;6204.31;Womens/girls jackets, of wool or fine animal hair, not knitted;0;WTO ATC Annex;both
62043210;6204.32;Womens/girls jackets, of cotton, not knitted;0;WTO ATC Annex;both
62043220;6204.32;Womens/girls jackets, of cotton, not knitted;0;WTO ATC Annex;both
62043310;6204.33;Womens/girls jackets, of synthetic fibres, not knitted;0;WTO ATC Annex;both
62043320;6204.33;Womens/girls jackets, of synthetic fibres, not knitted;0;WTO ATC Annex;both
62043340;6204.33;Womens/girls jackets, of synthetic fibres, not knitted;0;WTO ATC Annex;both
62043350;6204.33;Womens/girls jackets, of synthetic fibres, not knitted;0;WTO ATC Annex;both
62043920;6204.39;Womens/girls jackets, of other textile materials, not knitted;0;WTO ATC Annex;both
62043930;6204.39;Womens/girls jackets, of other textile materials, not knitted;0;WTO ATC Annex;both
62043960;6204.39;Womens/girls jackets, of other textile materials, not knitted;0;WTO ATC Annex;both
62043980;6204.39;Womens/girls jackets, of other textile materials, not knitted;0;WTO ATC Annex;both
62044110;6204.41;Womens/girls dresses, of wool or fine animal hair, not knitted;0;WTO ATC Annex;both
62044120;6204.41;Womens/girls dresses, of wool or fine animal hair, not knitted;0;WTO ATC Annex;both
62044210;6204.42;Womens/girls dresses, of cotton, not knitted;0;WTO ATC Annex;both
62044220;6204.42;Womens/girls dresses, of cotton, not knitted;0;WTO ATC Annex;both
62044230;6204.42;Womens/girls dresses, of cotton, not knitted;0;WTO ATC Annex;both
62044310;6204.43;Womens/girls dresses, of synthetic fibres, not knitted;0;WTO ATC Annex;both
62044320;6204.43;Womens/girls dresses, of synthetic fibres, not knitted;0;WTO ATC Annex;both
62044330;6204.43;Womens/girls dresses, of synthetic fibres, not knitted;0;WTO ATC Annex;both
62044340;6204.43;Womens/girls dresses, of synthetic fibres, not knitted;0;WTO ATC Annex;both
62044420;6204.44;Womens/girls dresses, of artificial fibres, not knitted;0;WTO ATC Annex;both
62044430;6204.44;Womens/girls dresses, of artificial fibres, not knitted;0;WTO ATC Annex;both
62044440;6204.44;Womens/girls dresses, of artificial fibres, not knitted;0;WTO ATC Annex;both
62044910;6204.49;Womens/girls dresses, of other textile materials, not knitted;0;WTO ATC Annex;both
62044950;6204.49;Womens/girls dresses, of other textile materials, not knitted;0;WTO ATC Annex;both
62045100;6204.51;Womens/girls skirts, of wool or fine animal hair, not knitted;0;WTO ATC Annex;both
62045210;6204.52;Womens/girls skirts, of cotton, not knitted;0;WTO ATC Annex;both
62045220;6204.52;Womens/girls skirts, of cotton, not knitted;0;WTO ATC Annex;both
62045310;6204.53;Womens/girls skirts, of synthetic fibres, not knitted;0;WTO ATC Annex;both
62045320;6204.53;Womens/girls skirts, of synthetic fibres, not knitted;0;WTO ATC Annex;both
62045330;6204.53;Womens/girls skirts, of synthetic fibres, not knitted;0;WTO ATC Annex;both
62045910;6204.59;Womens/girls skirts, of other textile materials, not knitted;0;WTO ATC Annex;both
62045920;6204.59;Womens/girls skirts, of other textile materials, not knitted;0;WTO ATC Annex;both
62045930;6204.59;Womens/girls skirts, of other textile materials, not knitted;0;WTO ATC Annex;both
62045940;6204.59;Womens/girls skirts, of other textile materials, not knitted;0;WTO ATC Annex;both
62046105;6204.61;Womens/girls trousers & shorts, of wool or fine animal hair, not knitted;0;WTO ATC Annex;both
62046115;6204.61;Womens/girls trousers & shorts, of wool or fine animal hair, not knitted;0;WTO ATC Annex;both
62046160;6204.61;Womens/girls trousers & shorts, of wool or fine animal hair, not knitted;0;WTO ATC Annex;both
62046180;6204.61;Womens/girls trousers & shorts, of wool or fine animal hair, not knitted;0;WTO ATC Annex;both
62046203;6204.62;Womens/girls trousers and shorts, of cotton, not knitted;0;WTO ATC Annex;both
62046205;6204.62;Womens/girls trousers and shorts, of cotton, not knitted;0;WTO ATC Annex;both
62046215;6204.62;Womens/girls trousers and shorts, of cotton, not knitted;0;WTO ATC Annex;both
62046250;6204.62;Womens/girls trousers and shorts, of cotton, not knitted;0;WTO ATC Annex;both
62046260;6204.62;Womens/girls trousers and shorts, of cotton, not knitted;0;WTO ATC Annex;both
62046270;6204.62;Womens/girls trousers and shorts, of cotton, not knitted;0;WTO ATC Annex;both
62046280;6204.62;Womens/girls trousers and shorts, of cotton, not knitted;0;WTO ATC Annex;both
62046301;6204.63;Womens/girls trousers and shorts, of synthetic fibres, not knitted;0;WTO ATC Annex;both
62046302;6204.63;Womens/girls trousers and shorts, of synthetic fibres, not knitted;0;WTO ATC Annex;both
62046303;6204.63;Womens/girls trousers and shorts, of synthetic fibres, not knitted;0;WTO ATC Annex;both
62046308;6204.63;Womens/girls trousers and shorts, of synthetic fibres, not knitted;0;WTO ATC Annex;both
62046309;6204.63;Womens/girls trousers and shorts, of synthetic fibres, not knitted;0;WTO ATC Annex;both
62046311;6204.63;Womens/girls trousers and shorts, of synthetic fibres, not knitted;0;WTO ATC Annex;both
62046350;6204.63;Womens/girls trousers and shorts, of synthetic fibres, not knitted;0;WTO ATC Annex;both
62046355;6204.63;Womens/girls trousers and shorts, of synthetic fibres, not knitted;0;WTO ATC Annex;both
62046360;6204.63;Womens/girls trousers and shorts, of synthetic fibres, not knitted;0;WTO ATC Annex;both
62046365;6204.63;Womens/girls trousers and shorts, of synthetic fibres, not knitted;0;WTO ATC Annex;both
62046370;6204.63;Womens/girls trousers and shorts, of synthetic fibres, not knitted;0;WTO ATC Annex;both
62046375;6204.63;Womens/girls trousers and shorts, of synthetic fibres, not knitted;0;WTO ATC Annex;both
62046390;6204.63;Womens/girls trousers and shorts, of synthetic fibres, not knitted;0;WTO ATC Annex;both
62046901;6204.69;Womens/girls trousers & shorts, of other textile materials, not knitted;0;WTO ATC Annex;both
62046902;6204.69;Womens/girls trousers & shorts, of other textile materials, not knitted;0;WTO ATC Annex;both
62046903;6204.69;Womens/girls trousers & shorts, of other textile materials, not knitted;0;WTO ATC Annex;both
62046904;6204.69;Womens/girls trousers & shorts, of other textile materials, not knitted;0;WTO ATC Annex;both
62046905;6204.69;Womens/girls trousers & shorts, of other textile materials, not knitted;0;WTO ATC Annex;both
62046906;6204.69;Womens/girls trousers & shorts, of other textile materials, not knitted;0;WTO ATC Annex;both
62046915;6204.69;Womens/girls trousers & shorts, of other textile materials, not knitted;0;WTO ATC Annex;both
62046922;6204.69;Womens/girls trousers & shorts, of other textile materials, not knitted;0;WTO ATC Annex;both
62046928;6204.69;Womens/girls trousers & shorts, of other textile materials, not knitted;0;WTO ATC Annex;both
62046945;6204.69;Womens/girls trousers & shorts, of other textile materials, not knitted;0;WTO ATC Annex;both
62046965;6204.69;Womens/girls trousers & shorts, of other textile materials, not knitted;0;WTO ATC Annex;both
62046980;6204.69;Womens/girls trousers & shorts, of other textile materials, not knitted;0;WTO ATC Annex;both
62052010;6205.20;Mens/boys shirts, of cotton, not knitted;0;WTO ATC Annex;both
62052020;6205.20;Mens/boys shirts, of cotton, not knitted;0;WTO ATC Annex;both
62053010;6205.30;Mens/boys shirts, of man-made fibres, not knitted;0;WTO ATC Annex;both
62053015;6205.30;Mens/boys shirts, of man-made fibres, not knitted;0;WTO ATC Annex;both
62053020;6205.30;Mens/boys shirts, of man-made fibres, not knitted;0;WTO ATC Annex;both
62059005;6205.90;Mens/boys shirts, of other textile materials, not knitted;0;WTO ATC Annex;both
62059007;6205.90;Mens/boys shirts, of other textile materials, not knitted;0;WTO ATC Annex;both
62059010;6205.90;Mens/boys shirts, of other textile materials, not knitted;0;WTO ATC Annex;both
62059030;6205.90;Mens/boys shirts, of other textile materials, not knitted;0;WTO ATC Annex;both
62059040;6205.90;Mens/boys shirts, of other textile materials, not knitted;0;WTO ATC Annex;both
62061000;6206.10;Womens/girls blouses and shirts, of silk or silk waste, not knitted;0;WTO ATC Annex;both
62062010;6206.20;Womens/girls blouses & shirts, of wool or fine animal hair, not knitted;0;WTO ATC Annex;both
62062020;6206.20;Womens/girls blouses & shirts, of wool or fine animal hair, not knitted;0;WTO ATC Annex;both
62062030;6206.20;Womens/girls blouses & shirts, of wool or fine animal hair, not knitted;0;WTO ATC Annex;both
62063010;6206.30;Womens/girls blouses and shirts, of cotton, not knitted;0;WTO ATC Annex;both
62063020;6206.30;Womens/girls blouses and shirts, of cotton, not knitted;0;WTO ATC Annex;both
62063030;6206.30;Womens/girls blouses and shirts, of cotton, not knitted;0;WTO ATC Annex;both
62064010;6206.40;Womens/girls blouses and shirts, of man-made fibres, not knitted;0;WTO ATC Annex;both
62064020;6206.40;Womens/girls blouses and shirts, of man-made fibres, not knitted;0;WTO ATC Annex;both
62064025;6206.40;Womens/girls blouses and shirts, of man-made fibres, not knitted;0;WTO ATC Annex;both
62064030;6206.40;Womens/girls blouses and shirts, of man-made fibres, not knitted;0;WTO ATC Annex;both
62069000;6206.90;Womens/girls blouses and shirts, of other textile materials, not knitted;0;WTO ATC Annex;both
62071100;6207.11;Mens/boys underpants and briefs, of cotton, not knitted;0;WTO ATC Annex;both
62071910;6207.19;Mens/boys underpants and briefs, of other textile materials, not knitted;0;WTO ATC Annex;both
62071990;6207.19;Mens/boys underpants and briefs, of other textile materials, not knitted;0;WTO ATC Annex;both
62072100;6207.21;Mens/boys nightshirts and pyjamas, of cotton, not knitted;0;WTO ATC Annex;both
62072200;6207.22;Mens/boys nightshirts and pyjamas, of man-made fibres, not knitted;0;WTO ATC Annex;both
62072910;6207.29;Mens/boys nightshirts & pyjamas, of other textile materials, not knitted;0;WTO ATC Annex;both
62072990;6207.29;Mens/boys nightshirts & pyjamas, of other textile materials, not knitted;0;WTO ATC Annex;both
62079110;6207.91;Mens/boys bathrobes, dressing gowns, etc of cotton, not knitted;0;WTO ATC Annex;both
62079130;6207.91;Mens/boys bathrobes, dressing gowns, etc of cotton, not knitted;0;WTO ATC Annex;both
62079920;6207.99;Mens/boys bathrobes, dressg gowns, etc of oth textile materials, not knit;0;WTO ATC Annex;both
62079940;6207.99;Mens/boys bathrobes, dressg gowns, etc of oth textile materials, not knit;0;WTO ATC Annex;both
