hs_8digit;hs_92_origin;description;excluded;source;mapping_method
52105140;5210.51;Plain weave cotton fab,<85% mixd w m-m fib, nt more thn 200 g/m2, printd;0;WTO ATC Annex;both
52105160;5210.51;Plain weave cotton fab,<85% mixd w m-m fib, nt more thn 200 g/m2, printd;0;WTO ATC Annex;both
52105180;5210.51;Plain weave cotton fab,<85% mixd w m-m fib, nt more thn 200 g/m2, printd;0;WTO ATC Annex;both
52105910;5210.59;Woven fabrics of cotton,<85% mixed with m-m fib,</=200g/m2, printed, nes;0;WTO ATC Annex;both
52105920;5210.59;Woven fabrics of cotton,<85% mixed with m-m fib,</=200g/m2, printed, nes;0;WTO ATC Annex;both
52105940;5210.59;Woven fabrics of cotton,<85% mixed with m-m fib,</=200g/m2, printed, nes;0;WTO ATC Annex;both
52105960;5210.59;Woven fabrics of cotton,<85% mixed with m-m fib,</=200g/m2, printed, nes;0;WTO ATC Annex;both
52105980;5210.59;Woven fabrics of cotton,<85% mixed with m-m fib,</=200g/m2, printed, nes;0;WTO ATC Annex;both
52111100;5211.11;Plain weave cotton fab,<85% mixd w m-m fib, more thn 200 g/m2, unbleachd;0;WTO ATC Annex;both
52111200;5211.12;Twill weave cotton fab,<85% mixed with m-m fib, more than 200 g/m2, unbl;0;WTO ATC Annex;both
52111900;5211.19;Woven fabrics of cotton,<85% mixd w m-m fib, more thn 200g/m2, unbl, nes;0;WTO ATC Annex;both
52112021;5211.29;Woven fabrics of cotton,<85% mixd w m-m fib, more than 200 g/m2, bl, nes;0;WTO ATC Annex;concordance
52112022;5211.29;Woven fabrics of cotton,<85% mixd w m-m fib, more than 200 g/m2, bl, nes;0;WTO ATC Annex;concordance
52112029;5211.29;Woven fabrics of cotton,<85% mixd w m-m fib, more than 200 g/m2, bl, nes;0;WTO ATC Annex;concordance
52113100;5211.31;Plain weave cotton fab,<85% mixed with m-m fib, more than 200 g/m2, dyed;0;WTO ATC Annex;both
52113200;5211.32;Twill weave cotton fab,<85% mixed with m-m fib, more than 200 g/m2, dyed;0;WTO ATC Annex;both
52113900;5211.39;Woven fabrics of cotton,<85% mixd w m-m fib, more than 200 g/m2, dyd, nes;0;WTO ATC Annex;both
52114100;5211.41;Plain weave cotton fab,<85% mixd w m-m fib, more than 200 g/m2, yarn dyd;0;WTO ATC Annex;both
52114200;5211.42;Denim fabrics of cotton, <85% mixed with m-m fib, more than 200 g/m2;0;WTO ATC Annex;both
52114300;5211.43;Twill weave cotton fab, other than denim,<85% mixd w m-m fib,>200g/m2, yarn dyd;0;WTO ATC Annex;both
52114900;5211.49;Woven fabrics of cotton,<85% mixd with m-m fib,>200 g/m2, yarn dyed, nes;0;WTO ATC Annex;both
52115100;5211.51;Plain weave cotton fab,<85% mixd w m-m fib, more than 200 g/m2, printd;0;WTO ATC Annex;both
52115200;5211.52;Twill weave cotton fab,<85% mixd w m-m fib, more than 200 g/m2, printd;0;WTO ATC Annex;both
52115900;5211.59;Woven fabrics of cotton,<85% mixd w m-m fib, mor thn 200g/m2, printd, nes;0;WTO ATC Annex;both
52121110;5212.11;Woven fabrics of cotton, weighing not more than 200 g/m2, unbleached, nes;0;WTO ATC Annex;both
52121160;5212.11;Woven fabrics of cotton, weighing not more than 200 g/m2, unbleached, nes;0;WTO ATC Annex;both
52121210;5212.12;Woven fabrics of cotton, weighing not more than 200 g/m2, bleached, nes;0;WTO ATC Annex;both
52121260;5212.12;Woven fabrics of cotton, weighing not more than 200 g/m2, bleached, nes;0;WTO ATC Annex;both
52121310;5212.13;Woven fabrics of cotton, weighing not more than 200 g/m2, dyed, nes;0;WTO ATC Annex;both
52121360;5212.13;Woven fabrics of cotton, weighing not more than 200 g/m2, dyed, nes;0;WTO ATC Annex;both
52121410;5212.14;"Woven fabrics of cotton,</=200g/m2, of yarns of different
                colours, nes";0;WTO ATC Annex;both
52121460;5212.14;"Woven fabrics of cotton,</=200g/m2, of yarns of different
                colours, nes";0;WTO ATC Annex;both
52121510;5212.15;Woven fabrics of cotton, weighing not more than 200 g/m2, printed, nes;0;WTO ATC Annex;both
52121560;5212.15;Woven fabrics of cotton, weighing not more than 200 g/m2, printed, nes;0;WTO ATC Annex;both
52122110;5212.21;Woven fabrics of cotton, weighing more than 200 g/m2, unbleached, nes;0;WTO ATC Annex;both
52122160;5212.21;Woven fabrics of cotton, weighing more than 200 g/m2, unbleached, nes;0;WTO ATC Annex;both
52122210;5212.22;Woven fabrics of cotton, weighing more than 200 g/m2, bleached, nes;0;WTO ATC Annex;both
52122260;5212.22;Woven fabrics of cotton, weighing more than 200 g/m2, bleached, nes;0;WTO ATC Annex;both
52122310;5212.23;Woven fabrics of cotton, weighing more than 200 g/m2, dyed, nes;0;WTO ATC Annex;both
52122360;5212.23;Woven fabrics of cotton, weighing more than 200 g/m2, dyed, nes;0;WTO ATC Annex;both
52122410;5212.24;"Woven fabrics of cotton, >200 g/m2, of yarns of different
                colours, nes";0;WTO ATC Annex;both
52122460;5212.24;"Woven fabrics of cotton, >200 g/m2, of yarns of different
                colours, nes";0;WTO ATC Annex;both
52122510;5212.25;Woven fabrics of cotton, weighing more than 200 g/m2, printed, nes;0;WTO ATC Annex;both
52122560;5212.25;Woven fabrics of cotton, weighing more than 200 g/m2, printed, nes;0;WTO ATC Annex;both
53061000;5306.10;Flax yarn, single;0;WTO ATC Annex;both
53062000;5306.20;Flax yarn, multile (folded) or cabled;0;WTO ATC Annex;both
53071000;5307.10;"Yarn of jute or of other textile bast
                fibres, single";0;WTO ATC Annex;both
53072000;5307.20;"Yarn of jute or of oth textile bast
                fibres, multiple (folded) or cabled";0;WTO ATC Annex;both
53082000;5308.20;True hemp yarn;0;WTO ATC Annex;both
53089010;5308.90;Yarn of other vegetable textile fibres;0;WTO ATC Annex;both
53089090;5308.90;Yarn of other vegetable textile fibres;0;WTO ATC Annex;both
53091100;5309.11;Woven fabrics, containg 85% or more by weight of flax, unbleached or bl;0;WTO ATC Annex;both
53091900;5309.19;Woven fabrics, containing 85% or more by weight of flax, other than unbl or bl;0;WTO ATC Annex;both
53092120;5309.21;Woven fabrics of flax, containg <85% by weight of flax, unbleached or bl;0;WTO ATC Annex;both
53092130;5309.21;Woven fabrics of flax, containg <85% by weight of flax, unbleached or bl;0;WTO ATC Annex;both
53092140;5309.21;Woven fabrics of flax, containg <85% by weight of flax, unbleached or bl;0;WTO ATC Annex;both
53092920;5309.29;Woven fabrics of flax, containing <85% by weight of flax, other than unbl or bl;0;WTO ATC Annex;both
53092930;5309.29;Woven fabrics of flax, containing <85% by weight of flax, other than unbl or bl;0;WTO ATC Annex;both
53092940;5309.29;Woven fabrics of flax, containing <85% by weight of flax, other than unbl or bl;0;WTO ATC Annex;both
53101000;5310.10;"Woven fabrics of jute or of other textile bast
                fibres, unbleached";0;WTO ATC Annex;both
53109000;5310.90;"Woven fabrics of jute or of other textile bast
                fibres, other than unbleached";0;WTO ATC Annex;both
53110020;5311.00;"Woven fabrics of oth vegetable textile
                fibres; woven fab of paper yarn";0;WTO ATC Annex;both
53110030;5311.00;"Woven fabrics of oth vegetable textile
                fibres; woven fab of paper yarn";0;WTO ATC Annex;both
53110040;5311.00;"Woven fabrics of oth vegetable textile
                fibres; woven fab of paper yarn";0;WTO ATC Annex;both
53110060;5311.00;"Woven fabrics of oth vegetable textile
                fibres; woven fab of paper yarn";0;WTO ATC Annex;both
54011000;5401.10;Sewing thread of synthetic filaments;0;WTO ATC Annex;both
54012000;5401.20;Sewing thread of artificial filaments;0;WTO ATC Annex;both
54021130;5402.10;"High tenacity yarn (other than sewg
                thread),nylon/oth polyamides fi, nt put up";0;WTO ATC Annex;concordance
54021160;5402.10;"High tenacity yarn (other than sewg
                thread),nylon/oth polyamides fi, nt put up";0;WTO ATC Annex;concordance
54021930;5402.10;"High tenacity yarn (other than sewg
                thread),nylon/oth polyamides fi, nt put up";0;WTO ATC Annex;concordance
54021960;5402.10;"High tenacity yarn (other than sewg
                thread),nylon/oth polyamides fi, nt put up";0;WTO ATC Annex;concordance
54022030;5402.20;High tenacity yarn (other than sewg thread),of polyester filaments, not put up;0;WTO ATC Annex;both
54022060;5402.20;High tenacity yarn (other than sewg thread),of polyester filaments, not put up;0;WTO ATC Annex;both
54023130;5402.31;"Texturd yarn
                nes, of nylon/oth polyamides fi,</=50tex/s.y.,not put up";0;WTO ATC Annex;both
54023160;5402.31;"Texturd yarn
                nes, of nylon/oth polyamides fi,</=50tex/s.y.,not put up";0;WTO ATC Annex;both
54023230;5402.32;"Texturd yarn
                nes, of nylon/oth polyamides fi,>50 tex/s.y.,not put up";0;WTO ATC Annex;both
54023260;5402.32;"Texturd yarn
                nes, of nylon/oth polyamides fi,>50 tex/s.y.,not put up";0;WTO ATC Annex;both
54023330;5402.33;"Textured yarn
                nes, of polyester filaments, not put up for retail sale";0;WTO ATC Annex;both
54023360;5402.33;"Textured yarn
                nes, of polyester filaments, not put up for retail sale";0;WTO ATC Annex;both
54023430;5402.39;"Textured yarn of synthetic filaments,
                nes, not put up";0;WTO ATC Annex;concordance
54023460;5402.39;"Textured yarn of synthetic filaments,
                nes, not put up";0;WTO ATC Annex;concordance
54023931;5402.39;"Textured yarn of synthetic filaments,
                nes, not put up";0;WTO ATC Annex;both
54023961;5402.39;"Textured yarn of synthetic filaments,
                nes, not put up";0;WTO ATC Annex;both
54024510;5402.41;"Yarn of nylon or other polyamides
                fi, single, untwisted, nes, not put up";0;WTO ATC Annex;concordance
54024590;5402.41;"Yarn of nylon or other polyamides
                fi, single, untwisted, nes, not put up";0;WTO ATC Annex;concordance
54024600;5402.42;"Yarn of polyester filaments, partially oriented, single,
                nes, not put up";0;WTO ATC Annex;concordance
54024710;5402.43;Yarn of polyester filaments, single, untwisted, nes, not put up;0;WTO ATC Annex;concordance
54024790;5402.43;Yarn of polyester filaments, single, untwisted, nes, not put up;0;WTO ATC Annex;concordance
54024800;5402.49;Yarn of synthetic filaments, single, untwisted, nes, not put up;0;WTO ATC Annex;concordance
54024911;5402.49;Yarn of synthetic filaments, single, untwisted, nes, not put up;0;WTO ATC Annex;both
54024991;5402.49;Yarn of synthetic filaments, single, untwisted, nes, not put up;0;WTO ATC Annex;both
54025100;5402.51;Yarn of nylon or other polyamides fi, single, >50 turns/m, not put up;0;WTO ATC Annex;both
54025210;5402.52;Yarn of polyester filaments, single, >50 turns per metre, not put up;0;WTO ATC Annex;both
54025290;5402.52;Yarn of polyester filaments, single, >50 turns per metre, not put up;0;WTO ATC Annex;both
54025300;5402.59;Yarn of synthetic filaments, single,>50 turns per metre, nes, not put up;0;WTO ATC Annex;concordance
54025901;5402.59;Yarn of synthetic filaments, single,>50 turns per metre, nes, not put up;0;WTO ATC Annex;both
54026100;5402.61;Yarn of nylon or other polyamides fi, multiple, nes, not put up;0;WTO ATC Annex;both
54026200;5402.62;Yarn of polyester filaments, multiple, nes, not put up;0;WTO ATC Annex;both
54026300;5402.69;Yarn of synthetic filaments, multiple, nes, not put up;0;WTO ATC Annex;concordance
54026901;5402.69;Yarn of synthetic filaments, multiple, nes, not put up;0;WTO ATC Annex;both
54031030;5403.10;High tenacity yarn (other than sewg thread),of viscose rayon filamt, nt put up;0;WTO ATC Annex;both
54031060;5403.10;High tenacity yarn (other than sewg thread),of viscose rayon filamt, nt put up;0;WTO ATC Annex;both
54033100;5403.31;Yarn of viscose rayon filaments, single, untwisted, nes, not put up;0;WTO ATC Annex;both
54033200;5403.32;Yarn of viscose rayon filaments, single,>120 turns per m, nes, nt put up;0;WTO ATC Annex;both
54033300;5403.33;Yarn of cellulose acetate filaments, single, nes, not put up;0;WTO ATC Annex;both
54033910;5403.39;Yarn of artificial filaments, single, nes, not put up;0;WTO ATC Annex;both
54033990;5403.39;Yarn of artificial filaments, single, nes, not put up;0;WTO ATC Annex;both
54034100;5403.41;Yarn of viscose rayon filaments, multiple, nes, not put up;0;WTO ATC Annex;both
54034200;5403.42;Yarn of cellulose acetate filaments, multiple, nes, not put up;0;WTO ATC Annex;both
54034910;5403.49;Yarn of artificial filaments, multiple, nes, not put up;0;WTO ATC Annex;both
54034990;5403.49;Yarn of artificial filaments, multiple, nes, not put up;0;WTO ATC Annex;both
54041100;5404.10;Synthetic mono,>/=67dtex, no cross sectional dimension exceeds 1 mm;0;WTO ATC Annex;concordance
54041210;5404.10;Synthetic mono,>/=67dtex, no cross sectional dimension exceeds 1 mm;0;WTO ATC Annex;concordance
54041290;5404.10;Synthetic mono,>/=67dtex, no cross sectional dimension exceeds 1 mm;0;WTO ATC Annex;concordance
54041910;5404.10;Synthetic mono,>/=67dtex, no cross sectional dimension exceeds 1 mm;0;WTO ATC Annex;concordance
54041980;5404.10;Synthetic mono,>/=67dtex, no cross sectional dimension exceeds 1 mm;0;WTO ATC Annex;concordance
54049000;5404.90;Strip&the like of syn tex material of an apparent width nt exceedg 5mm;0;WTO ATC Annex;both
54050030;5405.00;"Artificial mono, 67 dtex, cross-sect >1mm; strip of arti tex mat w </=5mm";0;WTO ATC Annex;both
54050060;5405.00;"Artificial mono, 67 dtex, cross-sect >1mm; strip of arti tex mat w </=5mm";0;WTO ATC Annex;both
54060010;5406.20;Yarn of artificial filament (other than sewing thread),put up for retail sale;0;WTO ATC Annex;concordance
54060020;5406.20;Yarn of artificial filament (other than sewing thread),put up for retail sale;0;WTO ATC Annex;concordance
54071000;5407.10;Woven fab of high tenacity fi yarns of nylon oth polyamides/polyesters;0;WTO ATC Annex;both
54072000;5407.20;Woven fab obtaind from strip/the like of synthetic textile materials;0;WTO ATC Annex;both
54073010;5407.30;Fabrics specif in Note 9 Section XI (layers of parallel syn tex yarn);0;WTO ATC Annex;both
54073090;5407.30;Fabrics specif in Note 9 Section XI (layers of parallel syn tex yarn);0;WTO ATC Annex;both
54074100;5407.41;Woven fab,>/=85% of nylon/other polyamides filaments, unbl or bl, nes;0;WTO ATC Annex;both
54074200;5407.42;Woven fabrics,>/=85% of nylon/other polyamides filaments, dyed, nes;0;WTO ATC Annex;both
54074310;5407.43;Woven fab,>/=85% of nylon/other polyamides filaments, yarn dyed, nes;0;WTO ATC Annex;both
54074320;5407.43;Woven fab,>/=85% of nylon/other polyamides filaments, yarn dyed, nes;0;WTO ATC Annex;both
54074400;5407.44;Woven fabrics,>/=85% of nylon/other polyamides filaments, printed, nes;0;WTO ATC Annex;both
54075100;5407.51;Woven fabrics,>/=85% of textured polyester filaments, unbl or bl, nes;0;WTO ATC Annex;both
54075205;5407.52;Woven fabrics,>/=85% of textured polyester filaments, dyed, nes;0;WTO ATC Annex;both
54075220;5407.52;Woven fabrics,>/=85% of textured polyester filaments, dyed, nes;0;WTO ATC Annex;both
54075310;5407.53;Woven fabrics,>/=85% of textured polyester filaments, yarn dyed, nes;0;WTO ATC Annex;both
54075320;5407.53;Woven fabrics,>/=85% of textured polyester filaments, yarn dyed, nes;0;WTO ATC Annex;both
54075400;5407.54;Woven fabrics,>/=85% of textured polyester filaments, printed, nes;0;WTO ATC Annex;both
54076111;5407.60;Woven fabrics,>/=85% of non-textured polyester filaments, nes;0;WTO ATC Annex;concordance
54076119;5407.60;Woven fabrics,>/=85% of non-textured polyester filaments, nes;0;WTO ATC Annex;concordance
54076121;5407.60;Woven fabrics,>/=85% of non-textured polyester filaments, nes;0;WTO ATC Annex;concordance
54076129;5407.60;Woven fabrics,>/=85% of non-textured polyester filaments, nes;0;WTO ATC Annex;concordance
54076191;5407.60;Woven fabrics,>/=85% of non-textured polyester filaments, nes;0;WTO ATC Annex;concordance
54076199;5407.60;Woven fabrics,>/=85% of non-textured polyester filaments, nes;0;WTO ATC Annex;concordance
54077100;5407.71;Woven fab,>/=85% of synthetic filaments, unbleached or bleached, nes;0;WTO ATC Annex;both
54077200;5407.72;Woven fabrics,>/=85% of synthetic filaments, dyed, nes;0;WTO ATC Annex;both
54077310;5407.73;Woven fabrics,>/=85% of synthetic filaments, yarn dyed, nes;0;WTO ATC Annex;both
54077320;5407.73;Woven fabrics,>/=85% of synthetic filaments, yarn dyed, nes;0;WTO ATC Annex;both
54077400;5407.74;Woven fabrics,>/=85% of synthetic filaments, printed, nes;0;WTO ATC Annex;both
54078100;5407.81;Woven fabrics of synthetic filaments,<85% mixd w cotton, unbl o bl, nes;0;WTO ATC Annex;both
54078200;5407.82;Woven fabrics of synthetic filaments,<85% mixed with cotton, dyed, nes;0;WTO ATC Annex;both
54078300;5407.83;Woven fabrics of synthetic filaments,<85% mixd w cotton, yarn dyd, nes;0;WTO ATC Annex;both
54078400;5407.84;Woven fabrics of synthetic filaments,<85% mixd with cotton, printed, nes;0;WTO ATC Annex;both
54079105;5407.91;Woven fabrics of synthetic filaments, unbleached or bleached, nes;0;WTO ATC Annex;both
54079110;5407.91;Woven fabrics of synthetic filaments, unbleached or bleached, nes;0;WTO ATC Annex;both
54079120;5407.91;Woven fabrics of synthetic filaments, unbleached or bleached, nes;0;WTO ATC Annex;both
54079205;5407.92;Woven fabrics of synthetic filaments, dyed, nes;0;WTO ATC Annex;both
54079210;5407.92;Woven fabrics of synthetic filaments, dyed, nes;0;WTO ATC Annex;both
54079220;5407.92;Woven fabrics of synthetic filaments, dyed, nes;0;WTO ATC Annex;both
54079305;5407.93;Woven fabrics of synthetic filaments, yarn dyed, nes;0;WTO ATC Annex;both
54079310;5407.93;Woven fabrics of synthetic filaments, yarn dyed, nes;0;WTO ATC Annex;both
54079315;5407.93;Woven fabrics of synthetic filaments, yarn dyed, nes;0;WTO ATC Annex;both
54079320;5407.93;Woven fabrics of synthetic filaments, yarn dyed, nes;0;WTO ATC Annex;both
54079405;5407.94;Woven fabrics of synthetic filaments, printed, nes;0;WTO ATC Annex;both
54079410;5407.94;Woven fabrics of synthetic filaments, printed, nes;0;WTO ATC Annex;both
54079420;5407.94;Woven fabrics of synthetic filaments, printed, nes;0;WTO ATC Annex;both
54081000;5408.10;Woven fabrics of high tenacity filament yarns of viscose rayon;0;WTO ATC Annex;both
54082100;5408.21;Woven fab,>/=85% of artificial fi o strip of art tex mat, unbl/bl, nes;0;WTO ATC Annex;both
54082210;5408.22;Woven fab,>/=85% of artificial fi or strip of art tex mat, dyed, nes;0;WTO ATC Annex;both
54082290;5408.22;Woven fab,>/=85% of artificial fi or strip of art tex mat, dyed, nes;0;WTO ATC Annex;both
54082311;5408.23;Woven fab,>/=85% of artificial fi or strip of art tex mat, y dyed, nes;0;WTO ATC Annex;both
54082319;5408.23;Woven fab,>/=85% of artificial fi or strip of art tex mat, y dyed, nes;0;WTO ATC Annex;both
54082321;5408.23;Woven fab,>/=85% of artificial fi or strip of art tex mat, y dyed, nes;0;WTO ATC Annex;both
54082329;5408.23;Woven fab,>/=85% of artificial fi or strip of art tex mat, y dyed, nes;0;WTO ATC Annex;both
54082410;5408.24;Woven fab,>/=85% of artificial fi or strip of art tex mat, printd, nes;0;WTO ATC Annex;both
54082490;5408.24;Woven fab,>/=85% of artificial fi or strip of art tex mat, printd, nes;0;WTO ATC Annex;both
54083105;5408.31;Woven fabrics of artificial filaments, unbleached or bleached, nes;0;WTO ATC Annex;both
54083110;5408.31;Woven fabrics of artificial filaments, unbleached or bleached, nes;0;WTO ATC Annex;both
54083120;5408.31;Woven fabrics of artificial filaments, unbleached or bleached, nes;0;WTO ATC Annex;both
54083205;5408.32;Woven fabrics of artificial filaments, dyed, nes;0;WTO ATC Annex;both
54083210;5408.32;Woven fabrics of artificial filaments, dyed, nes;0;WTO ATC Annex;both
54083230;5408.32;Woven fabrics of artificial filaments, dyed, nes;0;WTO ATC Annex;both
54083290;5408.32;Woven fabrics of artificial filaments, dyed, nes;0;WTO ATC Annex;both
54083305;5408.33;Woven fabrics of artificial filaments, yarn dyed, nes;0;WTO ATC Annex;both
54083310;5408.33;Woven fabrics of artificial filaments, yarn dyed, nes;0;WTO ATC Annex;both
54083315;5408.33;Woven fabrics of artificial filaments, yarn dyed, nes;0;WTO ATC Annex;both
54083330;5408.33;Woven fabrics of artificial filaments, yarn dyed, nes;0;WTO ATC Annex;both
54083390;5408.33;Woven fabrics of artificial filaments, yarn dyed, nes;0;WTO ATC Annex;both
54083405;5408.34;Woven fabrics of artificial filaments, printed, nes;0;WTO ATC Annex;both
54083410;5408.34;Woven fabrics of artificial filaments, printed, nes;0;WTO ATC Annex;both
54083430;5408.34;Woven fabrics of artificial filaments, printed, nes;0;WTO ATC Annex;both
54083490;5408.34;Woven fabrics of artificial filaments, printed, nes;0;WTO ATC Annex;both
55011100;5501.10;Filament tow of nylon or other polyamides;0;WTO ATC Annex;concordance
55011900;5501.10;Filament tow of nylon or other polyamides;0;WTO ATC Annex;concordance
55012000;5501.20;Filament tow of polyesters;0;WTO ATC Annex;both
55013000;5501.30;Filament tow of acrylic or modacrylic;0;WTO ATC Annex;both
55014000;5501.90;Synthetic filament tow, nes;0;WTO ATC Annex;concordance
55019001;5501.90;Synthetic filament tow, nes;0;WTO ATC Annex;both
55021000;5502.00;Artificial filament tow;0;WTO ATC Annex;concordance
55029000;5502.00;Artificial filament tow;0;WTO ATC Annex;concordance
55031100;5503.10;Staple fibres of nylon or other polyamides, not carded or combed;0;WTO ATC Annex;concordance
55031910;5503.10;Staple fibres of nylon or other polyamides, not carded or combed;0;WTO ATC Annex;concordance
55031990;5503.10;Staple fibres of nylon or other polyamides, not carded or combed;0;WTO ATC Annex;concordance
55032000;5503.20;Staple fibres of polyesters, not carded or combed;0;WTO ATC Annex;both
55033000;5503.30;Staple fibres of acrylic or modacrylic, not carded or combed;0;WTO ATC Annex;both
55034000;5503.40;Staple fibres of polypropylene, not carded or combed;0;WTO ATC Annex;both
55039010;5503.90;Synthetic staple fibres, not carded or combed, nes;0;WTO ATC Annex;both
55039090;5503.90;Synthetic staple fibres, not carded or combed, nes;0;WTO ATC Annex;both
55041000;5504.10;Staple fibres of viscose, not carded or combed;0;WTO ATC Annex;both
55049000;5504.90;Artificial staple fibres, other than viscose, not carded or combed;0;WTO ATC Annex;both
55051000;5505.10;Waste of synthetic fibres;0;WTO ATC Annex;both
55052000;5505.20;Waste of artificial fibres;0;WTO ATC Annex;both
55061000;5506.10;Staple fibres of nylon or other polyamides, carded or combed;0;WTO ATC Annex;both
55062000;5506.20;Staple fibres of polyesters, carded or combed;0;WTO ATC Annex;both
55063000;5506.30;Staple fibres of acrylic or modacrylic, carded or combed;0;WTO ATC Annex;both
55064000;5506.90;Synthetic staple fibres, carded or combed, nes;0;WTO ATC Annex;concordance
55069001;5506.90;Synthetic staple fibres, carded or combed, nes;0;WTO ATC Annex;both
55070000;5507.00;Artificial staple fibres, carded or combed;0;WTO ATC Annex;both
55081000;5508.10;Sewing thread of synthetic staple fibres;0;WTO ATC Annex;both
55082000;5508.20;Sewing thread of artificial staple fibres;0;WTO ATC Annex;both
55091100;5509.11;Yarn,>/=85% nylon or other polyamides staple fibres, single, not put up;0;WTO ATC Annex;both
55091200;5509.12;Yarn,>/=85% nylon o oth polyamides staple fibres, multi, not put up, nes;0;WTO ATC Annex;both
55092100;5509.21;Yarn,>/=85% of polyester staple fibres, single, not put up;0;WTO ATC Annex;both
55092200;5509.22;Yarn,>/=85% of polyester staple fibres, multiple, not put up, nes;0;WTO ATC Annex;both
55093100;5509.31;Yarn,>/=85% of acrylic or modacrylic staple fibres, single, not put up;0;WTO ATC Annex;both
55093200;5509.32;Yarn,>/=85% acrylic/modacrylic staple fibres, multiple, not put up, nes;0;WTO ATC Annex;both
55094100;5509.41;Yarn,>/=85% of other synthetic staple fibres, single, not put up;0;WTO ATC Annex;both
55094200;5509.42;Yarn,>/=85% of other synthetic staple fibres, multiple, not put up, nes;0;WTO ATC Annex;both
55095130;5509.51;Yarn of polyester staple fibres mixd w/ arti staple fib, not put up, nes;0;WTO ATC Annex;both
55095160;5509.51;Yarn of polyester staple fibres mixd w/ arti staple fib, not put up, nes;0;WTO ATC Annex;both
55095200;5509.52;Yarn of polyester staple fib mixd w wool/fine animal hair, nt put up, nes;0;WTO ATC Annex;both
55095300;5509.53;Yarn of polyester staple fibres mixed with cotton, not put up, nes;0;WTO ATC Annex;both
55095900;5509.59;Yarn of polyester staple fibres, not put up, nes;0;WTO ATC Annex;both
55096100;5509.61;Yarn of acrylic staple fib mixd w wool/fine animal hair, not put up, nes;0;WTO ATC Annex;both
55096200;5509.62;Yarn of acrylic staple fibres mixed with cotton, not put up, nes;0;WTO ATC Annex;both
55096920;5509.69;Yarn of acrylic staple fibres, not put up, nes;0;WTO ATC Annex;both
55096940;5509.69;Yarn of acrylic staple fibres, not put up, nes;0;WTO ATC Annex;both
55096960;5509.69;Yarn of acrylic staple fibres, not put up, nes;0;WTO ATC Annex;both
55099100;5509.91;Yarn of oth synthetic staple fibres mixed w/wool/fine animal hair, nes;0;WTO ATC Annex;both
55099200;5509.92;Yarn of other synthetic staple fibres mixed with cotton, not put up, nes;0;WTO ATC Annex;both
55099920;5509.99;Yarn of other synthetic staple fibres, not put up, nes;0;WTO ATC Annex;both
55099940;5509.99;Yarn of other synthetic staple fibres, not put up, nes;0;WTO ATC Annex;both
55099960;5509.99;Yarn of other synthetic staple fibres, not put up, nes;0;WTO ATC Annex;both
55101100;5510.11;Yarn,>/=85% of artificial staple fibres, single, not put up;0;WTO ATC Annex;both
55101200;5510.12;Yarn,>/=85% of artificial staple fibres, multiple, not put up, nes;0;WTO ATC Annex;both
55102000;5510.20;Yarn of artificl staple fib mixd w wool/fine animal hair, not put up, nes;0;WTO ATC Annex;both
55103000;5510.30;Yarn of artificial staple fibres mixed with cotton, not put up, nes;0;WTO ATC Annex;both
55109020;5510.90;Yarn of artificial staple fibres, not put up, nes;0;WTO ATC Annex;both
55109040;5510.90;Yarn of artificial staple fibres, not put up, nes;0;WTO ATC Annex;both
55109060;5510.90;Yarn of artificial staple fibres, not put up, nes;0;WTO ATC Annex;both
55111000;5511.10;Yarn,>/=85% of synthetic staple fibres, other than sewing thread, put up;0;WTO ATC Annex;both
55112000;5511.20;Yarn, <85% of synthetic staple fibres, put up for retail sale, nes;0;WTO ATC Annex;both
55113000;5511.30;Yarn of artificial fibres (other than sewing thread), put up for retail sale;0;WTO ATC Annex;both
55121100;5512.11;Woven fabrics, containing>/=85% of polyester staple fibres, unbl or bl;0;WTO ATC Annex;both
55121900;5512.19;Woven fabrics, containg>/=85% of polyester staple fibres, other than unbl or bl;0;WTO ATC Annex;both
55122100;5512.21;Woven fabrics, containg>/=85% of acrylic staple fibres, unbleached or bl;0;WTO ATC Annex;both
55122900;5512.29;Woven fabrics, containing>/=85% of acrylic staple fibres, other than unbl or bl;0;WTO ATC Annex;both
55129100;5512.91;Woven fabrics, containing>/=85% of oth synthetic staple fibres, unbl/bl;0;WTO ATC Annex;both
55129900;5512.99;Woven fabrics, containg>/=85% of other synthetic staple fib, other than unbl/bl;0;WTO ATC Annex;both
55131100;5513.11;Plain weave polyest stapl fib fab,<85%,mixd w/cottn,</=170g/m2, unbl/bl;0;WTO ATC Annex;both
55131200;5513.12;Twill weave polyest stapl fib fab,<85%,mixd w/cottn,</=170g/m2, unbl/bl;0;WTO ATC Annex;both
55131300;5513.13;Woven fab of polyest staple fib,<85% mixd w/cot,</=170g/m2, unbl/bl, nes;0;WTO ATC Annex;both
55131900;5513.19;Woven fabrics of oth syn staple fib,<85%,mixd w/cot,</=170g/m2, unbl/bl;0;WTO ATC Annex;both
55132100;5513.21;Plain weave polyester staple fib fab,<85%,mixd w/cotton,</=170g/m2, dyd;0;WTO ATC Annex;both
55132301;5513.23;Woven fab of polyester staple fib,<85%,mixd w/cot,</=170 g/m2, dyd, nes;0;WTO ATC Annex;both
55132900;5513.29;Woven fabrics of oth syn staple fib,<85% mixd w/cotton,</=170g/m2, dyed;0;WTO ATC Annex;both
