hs_8digit,import_origin,compliance_rate,comment
63109020,CAN,0.6977,USITC DataWeb Jul-Sep 2025
64011000,CAN,0.8048,USITC DataWeb Jul-Sep 2025
64019260,CAN,0,USITC DataWeb Jul-Sep 2025
64019290,CAN,0.9996,USITC DataWeb Jul-Sep 2025
64019960,CAN,0.9966,USITC DataWeb Jul-Sep 2025
64019980,CAN,1,USITC DataWeb Jul-Sep 2025
64019990,CAN,0.1146,USITC DataWeb Jul-Sep 2025
64021200,CAN,1,USITC DataWeb Jul-Sep 2025
64021905,CAN,1,USITC DataWeb Jul-Sep 2025
64021915,CAN,0,USITC DataWeb Jul-Sep 2025
64029110,CAN,1,USITC DataWeb Jul-Sep 2025
64029150,CAN,0.9575,USITC DataWeb Jul-Sep 2025
64029160,CAN,0,USITC DataWeb Jul-Sep 2025
64029190,CAN,1,USITC DataWeb Jul-Sep 2025
64029904,CAN,0,USITC DataWeb Jul-Sep 2025
64029931,CAN,0.7022,USITC DataWeb Jul-Sep 2025
64029990,CAN,0.4399,USITC DataWeb Jul-Sep 2025
64031230,CAN,0,USITC DataWeb Jul-Sep 2025
64031260,CAN,0,USITC DataWeb Jul-Sep 2025
64031920,CAN,0.9644,USITC DataWeb Jul-Sep 2025
64031940,CAN,0,USITC DataWeb Jul-Sep 2025
64031970,CAN,1,USITC DataWeb Jul-Sep 2025
64032000,CAN,0.3623,USITC DataWeb Jul-Sep 2025
64034030,CAN,0.9331,USITC DataWeb Jul-Sep 2025
64034060,CAN,0.8953,USITC DataWeb Jul-Sep 2025
64035130,CAN,0.9442,USITC DataWeb Jul-Sep 2025
64035160,CAN,0,USITC DataWeb Jul-Sep 2025
64035190,CAN,0.3944,USITC DataWeb Jul-Sep 2025
64035915,CAN,1,USITC DataWeb Jul-Sep 2025
64035930,CAN,1,USITC DataWeb Jul-Sep 2025
64035960,CAN,0.6726,USITC DataWeb Jul-Sep 2025
64035990,CAN,0.6977,USITC DataWeb Jul-Sep 2025
64039130,CAN,0.9939,USITC DataWeb Jul-Sep 2025
64039160,CAN,0.9136,USITC DataWeb Jul-Sep 2025
64039190,CAN,0.843,USITC DataWeb Jul-Sep 2025
64039910,CAN,0,USITC DataWeb Jul-Sep 2025
64039940,CAN,0.7688,USITC DataWeb Jul-Sep 2025
64039960,CAN,0.4758,USITC DataWeb Jul-Sep 2025
64039990,CAN,0.7946,USITC DataWeb Jul-Sep 2025
64041120,CAN,0.5598,USITC DataWeb Jul-Sep 2025
64041169,CAN,0,USITC DataWeb Jul-Sep 2025
64041190,CAN,0.3471,USITC DataWeb Jul-Sep 2025
64041915,CAN,0.546,USITC DataWeb Jul-Sep 2025
64041920,CAN,0.9628,USITC DataWeb Jul-Sep 2025
64041939,CAN,1,USITC DataWeb Jul-Sep 2025
64041959,CAN,0,USITC DataWeb Jul-Sep 2025
64041990,CAN,0.4628,USITC DataWeb Jul-Sep 2025
64042020,CAN,0,USITC DataWeb Jul-Sep 2025
64042040,CAN,0,USITC DataWeb Jul-Sep 2025
64042060,CAN,0.1242,USITC DataWeb Jul-Sep 2025
64051000,CAN,0.5936,USITC DataWeb Jul-Sep 2025
64052090,CAN,0.9638,USITC DataWeb Jul-Sep 2025
64059090,CAN,0.1571,USITC DataWeb Jul-Sep 2025
64061090,CAN,1,USITC DataWeb Jul-Sep 2025
64062000,CAN,0,USITC DataWeb Jul-Sep 2025
64069015,CAN,0.9514,USITC DataWeb Jul-Sep 2025
64069030,CAN,0.8724,USITC DataWeb Jul-Sep 2025
64069060,CAN,0,USITC DataWeb Jul-Sep 2025
64069090,CAN,0.9778,USITC DataWeb Jul-Sep 2025
65010090,CAN,0,USITC DataWeb Jul-Sep 2025
65040030,CAN,0.3317,USITC DataWeb Jul-Sep 2025
65040090,CAN,0.8057,USITC DataWeb Jul-Sep 2025
65050001,CAN,0,USITC DataWeb Jul-Sep 2025
65050004,CAN,0.6497,USITC DataWeb Jul-Sep 2025
65050008,CAN,0.7187,USITC DataWeb Jul-Sep 2025
65050015,CAN,0.5285,USITC DataWeb Jul-Sep 2025
65050020,CAN,0.9788,USITC DataWeb Jul-Sep 2025
65050025,CAN,0.7874,USITC DataWeb Jul-Sep 2025
65050030,CAN,1,USITC DataWeb Jul-Sep 2025
65050040,CAN,0.9674,USITC DataWeb Jul-Sep 2025
65050050,CAN,0.9839,USITC DataWeb Jul-Sep 2025
65050060,CAN,0.9861,USITC DataWeb Jul-Sep 2025
65050080,CAN,0.9366,USITC DataWeb Jul-Sep 2025
65050090,CAN,0.7728,USITC DataWeb Jul-Sep 2025
65061030,CAN,0.9395,USITC DataWeb Jul-Sep 2025
65061060,CAN,0.8221,USITC DataWeb Jul-Sep 2025
65069100,CAN,1,USITC DataWeb Jul-Sep 2025
65069930,CAN,0.9839,USITC DataWeb Jul-Sep 2025
65069960,CAN,0.4979,USITC DataWeb Jul-Sep 2025
65070000,CAN,0.6005,USITC DataWeb Jul-Sep 2025
66011000,CAN,0.8595,USITC DataWeb Jul-Sep 2025
66019100,CAN,1,USITC DataWeb Jul-Sep 2025
66019900,CAN,0,USITC DataWeb Jul-Sep 2025
66020000,CAN,0.2011,USITC DataWeb Jul-Sep 2025
66032090,CAN,1,USITC DataWeb Jul-Sep 2025
66039041,CAN,1,USITC DataWeb Jul-Sep 2025
66039081,CAN,0.1049,USITC DataWeb Jul-Sep 2025
67010060,CAN,0,USITC DataWeb Jul-Sep 2025
67021020,CAN,0.2621,USITC DataWeb Jul-Sep 2025
67021040,CAN,0.3945,USITC DataWeb Jul-Sep 2025
67029035,CAN,0.9378,USITC DataWeb Jul-Sep 2025
67029065,CAN,0.4163,USITC DataWeb Jul-Sep 2025
67030030,CAN,0.4912,USITC DataWeb Jul-Sep 2025
67041100,CAN,0,USITC DataWeb Jul-Sep 2025
67041900,CAN,0.9712,USITC DataWeb Jul-Sep 2025
67042000,CAN,0.7288,USITC DataWeb Jul-Sep 2025
67049000,CAN,0,USITC DataWeb Jul-Sep 2025
68010000,CAN,1,USITC DataWeb Jul-Sep 2025
68021000,CAN,1,USITC DataWeb Jul-Sep 2025
68022110,CAN,0.8027,USITC DataWeb Jul-Sep 2025
68022150,CAN,1,USITC DataWeb Jul-Sep 2025
68022300,CAN,0.9126,USITC DataWeb Jul-Sep 2025
68022990,CAN,1,USITC DataWeb Jul-Sep 2025
68029105,CAN,1,USITC DataWeb Jul-Sep 2025
68029115,CAN,0.9913,USITC DataWeb Jul-Sep 2025
68029200,CAN,1,USITC DataWeb Jul-Sep 2025
68029300,CAN,0.9971,USITC DataWeb Jul-Sep 2025
68029900,CAN,1,USITC DataWeb Jul-Sep 2025
68030010,CAN,1,USITC DataWeb Jul-Sep 2025
68030050,CAN,1,USITC DataWeb Jul-Sep 2025
68041000,CAN,1,USITC DataWeb Jul-Sep 2025
68042100,CAN,0.842,USITC DataWeb Jul-Sep 2025
68042210,CAN,1,USITC DataWeb Jul-Sep 2025
68042240,CAN,0.9756,USITC DataWeb Jul-Sep 2025
68042260,CAN,0.9833,USITC DataWeb Jul-Sep 2025
68043000,CAN,0.7611,USITC DataWeb Jul-Sep 2025
68051000,CAN,0.9481,USITC DataWeb Jul-Sep 2025
68052000,CAN,0.9722,USITC DataWeb Jul-Sep 2025
68053010,CAN,0.9783,USITC DataWeb Jul-Sep 2025
68053050,CAN,0.9887,USITC DataWeb Jul-Sep 2025
68061000,CAN,0.9956,USITC DataWeb Jul-Sep 2025
68062000,CAN,0.895,USITC DataWeb Jul-Sep 2025
68069000,CAN,0.9186,USITC DataWeb Jul-Sep 2025
68071000,CAN,0.9999,USITC DataWeb Jul-Sep 2025
68079000,CAN,0.9996,USITC DataWeb Jul-Sep 2025
68080000,CAN,0.9716,USITC DataWeb Jul-Sep 2025
68091100,CAN,0.9979,USITC DataWeb Jul-Sep 2025
68091900,CAN,0.9972,USITC DataWeb Jul-Sep 2025
68099000,CAN,1,USITC DataWeb Jul-Sep 2025
68101100,CAN,0.9998,USITC DataWeb Jul-Sep 2025
68101912,CAN,1,USITC DataWeb Jul-Sep 2025
68101914,CAN,1,USITC DataWeb Jul-Sep 2025
68101950,CAN,0.9966,USITC DataWeb Jul-Sep 2025
68109100,CAN,0.9997,USITC DataWeb Jul-Sep 2025
68109900,CAN,0.9964,USITC DataWeb Jul-Sep 2025
68118200,CAN,0.9992,USITC DataWeb Jul-Sep 2025
68118910,CAN,0,USITC DataWeb Jul-Sep 2025
68138100,CAN,0.8419,USITC DataWeb Jul-Sep 2025
68138900,CAN,0,USITC DataWeb Jul-Sep 2025
68151100,CAN,0.9967,USITC DataWeb Jul-Sep 2025
68151200,CAN,0.6931,USITC DataWeb Jul-Sep 2025
68151300,CAN,0.3511,USITC DataWeb Jul-Sep 2025
68151900,CAN,0.4914,USITC DataWeb Jul-Sep 2025
68152000,CAN,1,USITC DataWeb Jul-Sep 2025
68159100,CAN,1,USITC DataWeb Jul-Sep 2025
68159920,CAN,0.8199,USITC DataWeb Jul-Sep 2025
68159941,CAN,0.9962,USITC DataWeb Jul-Sep 2025
69010000,CAN,0,USITC DataWeb Jul-Sep 2025
69021010,CAN,1,USITC DataWeb Jul-Sep 2025
69021050,CAN,1,USITC DataWeb Jul-Sep 2025
69022010,CAN,1,USITC DataWeb Jul-Sep 2025
69022050,CAN,1,USITC DataWeb Jul-Sep 2025
69029010,CAN,1,USITC DataWeb Jul-Sep 2025
69029050,CAN,1,USITC DataWeb Jul-Sep 2025
69031000,CAN,1,USITC DataWeb Jul-Sep 2025
69032000,CAN,0.9898,USITC DataWeb Jul-Sep 2025
69039000,CAN,0.9942,USITC DataWeb Jul-Sep 2025
69041000,CAN,1,USITC DataWeb Jul-Sep 2025
69059000,CAN,1,USITC DataWeb Jul-Sep 2025
69060000,CAN,1,USITC DataWeb Jul-Sep 2025
69072110,CAN,1,USITC DataWeb Jul-Sep 2025
69072120,CAN,1,USITC DataWeb Jul-Sep 2025
69072140,CAN,1,USITC DataWeb Jul-Sep 2025
69072190,CAN,1,USITC DataWeb Jul-Sep 2025
69073010,CAN,1,USITC DataWeb Jul-Sep 2025
69073090,CAN,1,USITC DataWeb Jul-Sep 2025
69074090,CAN,1,USITC DataWeb Jul-Sep 2025
69091120,CAN,0,USITC DataWeb Jul-Sep 2025
69091140,CAN,0,USITC DataWeb Jul-Sep 2025
69091200,CAN,1,USITC DataWeb Jul-Sep 2025
69091950,CAN,0.9311,USITC DataWeb Jul-Sep 2025
69099000,CAN,0.8035,USITC DataWeb Jul-Sep 2025
69101000,CAN,1,USITC DataWeb Jul-Sep 2025
69111037,CAN,1,USITC DataWeb Jul-Sep 2025
69111080,CAN,1,USITC DataWeb Jul-Sep 2025
69119000,CAN,0,USITC DataWeb Jul-Sep 2025
69120039,CAN,1,USITC DataWeb Jul-Sep 2025
69120044,CAN,1,USITC DataWeb Jul-Sep 2025
69120048,CAN,0.9605,USITC DataWeb Jul-Sep 2025
69120050,CAN,0.3386,USITC DataWeb Jul-Sep 2025
69131050,CAN,1,USITC DataWeb Jul-Sep 2025
69139020,CAN,1,USITC DataWeb Jul-Sep 2025
69139030,CAN,1,USITC DataWeb Jul-Sep 2025
69139050,CAN,1,USITC DataWeb Jul-Sep 2025
69149041,CAN,1,USITC DataWeb Jul-Sep 2025
69149080,CAN,0.9242,USITC DataWeb Jul-Sep 2025
70010010,CAN,1,USITC DataWeb Jul-Sep 2025
70010020,CAN,1,USITC DataWeb Jul-Sep 2025
70010051,CAN,0.9947,USITC DataWeb Jul-Sep 2025
70021010,CAN,1,USITC DataWeb Jul-Sep 2025
70023100,CAN,0.6512,USITC DataWeb Jul-Sep 2025
70023200,CAN,0.9732,USITC DataWeb Jul-Sep 2025
70023900,CAN,0.5657,USITC DataWeb Jul-Sep 2025
70031900,CAN,1,USITC DataWeb Jul-Sep 2025
70049005,CAN,1,USITC DataWeb Jul-Sep 2025
70051040,CAN,1,USITC DataWeb Jul-Sep 2025
70051080,CAN,1,USITC DataWeb Jul-Sep 2025
70052110,CAN,1,USITC DataWeb Jul-Sep 2025
70052120,CAN,1,USITC DataWeb Jul-Sep 2025
70052918,CAN,1,USITC DataWeb Jul-Sep 2025
70052925,CAN,1,USITC DataWeb Jul-Sep 2025
70053000,CAN,1,USITC DataWeb Jul-Sep 2025
70060010,CAN,1,USITC DataWeb Jul-Sep 2025
70060020,CAN,1,USITC DataWeb Jul-Sep 2025
70060040,CAN,0.9656,USITC DataWeb Jul-Sep 2025
70071100,CAN,0.9176,USITC DataWeb Jul-Sep 2025
70071900,CAN,0.9925,USITC DataWeb Jul-Sep 2025
70072111,CAN,0.3747,USITC DataWeb Jul-Sep 2025
70072151,CAN,0.8643,USITC DataWeb Jul-Sep 2025
70072900,CAN,0.9968,USITC DataWeb Jul-Sep 2025
70080000,CAN,0.9993,USITC DataWeb Jul-Sep 2025
70091000,CAN,0.3317,USITC DataWeb Jul-Sep 2025
70099110,CAN,0.8376,USITC DataWeb Jul-Sep 2025
70099150,CAN,0.9827,USITC DataWeb Jul-Sep 2025
70099210,CAN,0.212,USITC DataWeb Jul-Sep 2025
70099250,CAN,0.4993,USITC DataWeb Jul-Sep 2025
70101000,CAN,1,USITC DataWeb Jul-Sep 2025
70109005,CAN,1,USITC DataWeb Jul-Sep 2025
70109020,CAN,1,USITC DataWeb Jul-Sep 2025
70109030,CAN,0.9673,USITC DataWeb Jul-Sep 2025
70109050,CAN,0.9972,USITC DataWeb Jul-Sep 2025
70112010,CAN,1,USITC DataWeb Jul-Sep 2025
70119000,CAN,0.611,USITC DataWeb Jul-Sep 2025
70131010,CAN,1,USITC DataWeb Jul-Sep 2025
70131050,CAN,1,USITC DataWeb Jul-Sep 2025
70133720,CAN,0,USITC DataWeb Jul-Sep 2025
70134210,CAN,0,USITC DataWeb Jul-Sep 2025
70134910,CAN,1,USITC DataWeb Jul-Sep 2025
70134930,CAN,0,USITC DataWeb Jul-Sep 2025
70134960,CAN,1,USITC DataWeb Jul-Sep 2025
70139150,CAN,0,USITC DataWeb Jul-Sep 2025
70139910,CAN,1,USITC DataWeb Jul-Sep 2025
70139920,CAN,1,USITC DataWeb Jul-Sep 2025
70139935,CAN,1,USITC DataWeb Jul-Sep 2025
70139970,CAN,0.959,USITC DataWeb Jul-Sep 2025
70139990,CAN,0.2976,USITC DataWeb Jul-Sep 2025
70140020,CAN,1,USITC DataWeb Jul-Sep 2025
70159050,CAN,1,USITC DataWeb Jul-Sep 2025
70161000,CAN,0.9949,USITC DataWeb Jul-Sep 2025
70169010,CAN,0.8275,USITC DataWeb Jul-Sep 2025
70169050,CAN,1,USITC DataWeb Jul-Sep 2025
70171030,CAN,0,USITC DataWeb Jul-Sep 2025
70171060,CAN,1,USITC DataWeb Jul-Sep 2025
70172000,CAN,0.6776,USITC DataWeb Jul-Sep 2025
70179050,CAN,0.968,USITC DataWeb Jul-Sep 2025
70181020,CAN,1,USITC DataWeb Jul-Sep 2025
70181050,CAN,1,USITC DataWeb Jul-Sep 2025
70182000,CAN,0.8833,USITC DataWeb Jul-Sep 2025
70189050,CAN,0.8563,USITC DataWeb Jul-Sep 2025
70191100,CAN,1,USITC DataWeb Jul-Sep 2025
70191200,CAN,1,USITC DataWeb Jul-Sep 2025
70191305,CAN,1,USITC DataWeb Jul-Sep 2025
70191315,CAN,1,USITC DataWeb Jul-Sep 2025
70191324,CAN,1,USITC DataWeb Jul-Sep 2025
70191335,CAN,1,USITC DataWeb Jul-Sep 2025
70191500,CAN,0.9965,USITC DataWeb Jul-Sep 2025
70191970,CAN,1,USITC DataWeb Jul-Sep 2025
70191991,CAN,0.8465,USITC DataWeb Jul-Sep 2025
70196105,CAN,1,USITC DataWeb Jul-Sep 2025
70196110,CAN,1,USITC DataWeb Jul-Sep 2025
70196130,CAN,1,USITC DataWeb Jul-Sep 2025
70196140,CAN,0.6899,USITC DataWeb Jul-Sep 2025
70196215,CAN,1,USITC DataWeb Jul-Sep 2025
70196240,CAN,0,USITC DataWeb Jul-Sep 2025
70196315,CAN,1,USITC DataWeb Jul-Sep 2025
70196330,CAN,1,USITC DataWeb Jul-Sep 2025
70196390,CAN,0.9885,USITC DataWeb Jul-Sep 2025
70196405,CAN,1,USITC DataWeb Jul-Sep 2025
70196415,CAN,0.1286,USITC DataWeb Jul-Sep 2025
70196440,CAN,1,USITC DataWeb Jul-Sep 2025
70196490,CAN,0.9495,USITC DataWeb Jul-Sep 2025
70196630,CAN,1,USITC DataWeb Jul-Sep 2025
70196640,CAN,0.8544,USITC DataWeb Jul-Sep 2025
70196690,CAN,0.2469,USITC DataWeb Jul-Sep 2025
70196940,CAN,1,USITC DataWeb Jul-Sep 2025
70196990,CAN,0.6064,USITC DataWeb Jul-Sep 2025
70197100,CAN,1,USITC DataWeb Jul-Sep 2025
70197390,CAN,1,USITC DataWeb Jul-Sep 2025
70198010,CAN,0.9965,USITC DataWeb Jul-Sep 2025
70198090,CAN,0.884,USITC DataWeb Jul-Sep 2025
70199011,CAN,0.891,USITC DataWeb Jul-Sep 2025
70199051,CAN,0.9196,USITC DataWeb Jul-Sep 2025
70200060,CAN,0.9469,USITC DataWeb Jul-Sep 2025
71023100,CAN,0.0332,USITC DataWeb Jul-Sep 2025
71023900,CAN,0.7146,USITC DataWeb Jul-Sep 2025
71031020,CAN,1,USITC DataWeb Jul-Sep 2025
71031040,CAN,1,USITC DataWeb Jul-Sep 2025
71039100,CAN,0.2796,USITC DataWeb Jul-Sep 2025
71039910,CAN,0.4784,USITC DataWeb Jul-Sep 2025
71039950,CAN,0.1272,USITC DataWeb Jul-Sep 2025
71042100,CAN,1,USITC DataWeb Jul-Sep 2025
71049110,CAN,0.8528,USITC DataWeb Jul-Sep 2025
71049150,CAN,0,USITC DataWeb Jul-Sep 2025
71049910,CAN,0.8394,USITC DataWeb Jul-Sep 2025
71049950,CAN,1,USITC DataWeb Jul-Sep 2025
71061000,CAN,1,USITC DataWeb Jul-Sep 2025
71069110,CAN,0.9958,USITC DataWeb Jul-Sep 2025
71069150,CAN,1,USITC DataWeb Jul-Sep 2025
71069210,CAN,0.5419,USITC DataWeb Jul-Sep 2025
71069250,CAN,0.9532,USITC DataWeb Jul-Sep 2025
71081210,CAN,0.4812,USITC DataWeb Jul-Sep 2025
71081250,CAN,0.1366,USITC DataWeb Jul-Sep 2025
71081355,CAN,0.9205,USITC DataWeb Jul-Sep 2025
71081370,CAN,0.9911,USITC DataWeb Jul-Sep 2025
71101100,CAN,0.9577,USITC DataWeb Jul-Sep 2025
71101900,CAN,1,USITC DataWeb Jul-Sep 2025
71102900,CAN,1,USITC DataWeb Jul-Sep 2025
71123001,CAN,1,USITC DataWeb Jul-Sep 2025
71129101,CAN,0.3619,USITC DataWeb Jul-Sep 2025
71129201,CAN,0.7441,USITC DataWeb Jul-Sep 2025
71129901,CAN,0.6356,USITC DataWeb Jul-Sep 2025
71131110,CAN,0.4663,USITC DataWeb Jul-Sep 2025
71131120,CAN,1,USITC DataWeb Jul-Sep 2025
71131150,CAN,0.8938,USITC DataWeb Jul-Sep 2025
71131910,CAN,0.888,USITC DataWeb Jul-Sep 2025
71131921,CAN,0.8695,USITC DataWeb Jul-Sep 2025
71131925,CAN,0.9319,USITC DataWeb Jul-Sep 2025
71131929,CAN,0.7648,USITC DataWeb Jul-Sep 2025
71131930,CAN,0,USITC DataWeb Jul-Sep 2025
71131950,CAN,0.9771,USITC DataWeb Jul-Sep 2025
71132010,CAN,1,USITC DataWeb Jul-Sep 2025
71132029,CAN,1,USITC DataWeb Jul-Sep 2025
71132050,CAN,0.8959,USITC DataWeb Jul-Sep 2025
71141170,CAN,0.4438,USITC DataWeb Jul-Sep 2025
71141900,CAN,1,USITC DataWeb Jul-Sep 2025
71142000,CAN,1,USITC DataWeb Jul-Sep 2025
71159005,CAN,0.9987,USITC DataWeb Jul-Sep 2025
71159040,CAN,1,USITC DataWeb Jul-Sep 2025
71159060,CAN,0.2735,USITC DataWeb Jul-Sep 2025
71161025,CAN,0.9888,USITC DataWeb Jul-Sep 2025
71162005,CAN,0.7048,USITC DataWeb Jul-Sep 2025
71162015,CAN,0,USITC DataWeb Jul-Sep 2025
71162050,CAN,0.8848,USITC DataWeb Jul-Sep 2025
71171990,CAN,0.9549,USITC DataWeb Jul-Sep 2025
71179030,CAN,1,USITC DataWeb Jul-Sep 2025
71179075,CAN,1,USITC DataWeb Jul-Sep 2025
71179090,CAN,0.8086,USITC DataWeb Jul-Sep 2025
71181000,CAN,0.8904,USITC DataWeb Jul-Sep 2025
71189000,CAN,0.9101,USITC DataWeb Jul-Sep 2025
72011000,CAN,1,USITC DataWeb Jul-Sep 2025
72021150,CAN,1,USITC DataWeb Jul-Sep 2025
72022150,CAN,0.9932,USITC DataWeb Jul-Sep 2025
72022900,CAN,1,USITC DataWeb Jul-Sep 2025
72029100,CAN,1,USITC DataWeb Jul-Sep 2025
72029200,CAN,0.6526,USITC DataWeb Jul-Sep 2025
72029380,CAN,0.9756,USITC DataWeb Jul-Sep 2025
72029980,CAN,1,USITC DataWeb Jul-Sep 2025
72041000,CAN,0.9924,USITC DataWeb Jul-Sep 2025
72042100,CAN,0.9893,USITC DataWeb Jul-Sep 2025
72042900,CAN,0.8732,USITC DataWeb Jul-Sep 2025
72043000,CAN,0.9932,USITC DataWeb Jul-Sep 2025
72044100,CAN,0.9979,USITC DataWeb Jul-Sep 2025
72044900,CAN,0.9987,USITC DataWeb Jul-Sep 2025
72045000,CAN,1,USITC DataWeb Jul-Sep 2025
72051000,CAN,1,USITC DataWeb Jul-Sep 2025
72052100,CAN,1,USITC DataWeb Jul-Sep 2025
72052900,CAN,0.9989,USITC DataWeb Jul-Sep 2025
72061000,CAN,1,USITC DataWeb Jul-Sep 2025
72071100,CAN,1,USITC DataWeb Jul-Sep 2025
72071200,CAN,1,USITC DataWeb Jul-Sep 2025
72072000,CAN,1,USITC DataWeb Jul-Sep 2025
72081030,CAN,1,USITC DataWeb Jul-Sep 2025
72081060,CAN,1,USITC DataWeb Jul-Sep 2025
72082530,CAN,1,USITC DataWeb Jul-Sep 2025
72082560,CAN,1,USITC DataWeb Jul-Sep 2025
72082600,CAN,0.9957,USITC DataWeb Jul-Sep 2025
72082700,CAN,0.9879,USITC DataWeb Jul-Sep 2025
72083600,CAN,1,USITC DataWeb Jul-Sep 2025
72083700,CAN,0.9977,USITC DataWeb Jul-Sep 2025
72083800,CAN,0.9117,USITC DataWeb Jul-Sep 2025
72083900,CAN,0.9236,USITC DataWeb Jul-Sep 2025
72084030,CAN,1,USITC DataWeb Jul-Sep 2025
72085100,CAN,0.9861,USITC DataWeb Jul-Sep 2025
72085200,CAN,1,USITC DataWeb Jul-Sep 2025
72085300,CAN,1,USITC DataWeb Jul-Sep 2025
72085400,CAN,1,USITC DataWeb Jul-Sep 2025
72089000,CAN,0.4579,USITC DataWeb Jul-Sep 2025
72091500,CAN,1,USITC DataWeb Jul-Sep 2025
72091600,CAN,0.9942,USITC DataWeb Jul-Sep 2025
72091700,CAN,0.9875,USITC DataWeb Jul-Sep 2025
72091815,CAN,0.9208,USITC DataWeb Jul-Sep 2025
72091825,CAN,1,USITC DataWeb Jul-Sep 2025
72091860,CAN,0.9704,USITC DataWeb Jul-Sep 2025
72092500,CAN,0,USITC DataWeb Jul-Sep 2025
72092600,CAN,0.9955,USITC DataWeb Jul-Sep 2025
72092700,CAN,0.8898,USITC DataWeb Jul-Sep 2025
72092800,CAN,0,USITC DataWeb Jul-Sep 2025
72099000,CAN,1,USITC DataWeb Jul-Sep 2025
72101100,CAN,1,USITC DataWeb Jul-Sep 2025
72101200,CAN,0.9918,USITC DataWeb Jul-Sep 2025
72102000,CAN,1,USITC DataWeb Jul-Sep 2025
72103000,CAN,0.2978,USITC DataWeb Jul-Sep 2025
72104900,CAN,0.9992,USITC DataWeb Jul-Sep 2025
72105000,CAN,0.9981,USITC DataWeb Jul-Sep 2025
72106100,CAN,0.9985,USITC DataWeb Jul-Sep 2025
72107030,CAN,1,USITC DataWeb Jul-Sep 2025
72107060,CAN,0.9985,USITC DataWeb Jul-Sep 2025
72109090,CAN,1,USITC DataWeb Jul-Sep 2025
72111400,CAN,0.9997,USITC DataWeb Jul-Sep 2025
72111915,CAN,1,USITC DataWeb Jul-Sep 2025
72111920,CAN,1,USITC DataWeb Jul-Sep 2025
72111945,CAN,1,USITC DataWeb Jul-Sep 2025
72111960,CAN,1,USITC DataWeb Jul-Sep 2025
72111975,CAN,1,USITC DataWeb Jul-Sep 2025
72112315,CAN,1,USITC DataWeb Jul-Sep 2025
72112320,CAN,0.9359,USITC DataWeb Jul-Sep 2025
72112330,CAN,1,USITC DataWeb Jul-Sep 2025
72112345,CAN,1,USITC DataWeb Jul-Sep 2025
72112360,CAN,0.9975,USITC DataWeb Jul-Sep 2025
72112945,CAN,1,USITC DataWeb Jul-Sep 2025
72112960,CAN,1,USITC DataWeb Jul-Sep 2025
72119000,CAN,0,USITC DataWeb Jul-Sep 2025
72121000,CAN,1,USITC DataWeb Jul-Sep 2025
72122000,CAN,1,USITC DataWeb Jul-Sep 2025
72123010,CAN,0.9938,USITC DataWeb Jul-Sep 2025
72123030,CAN,0.735,USITC DataWeb Jul-Sep 2025
72123050,CAN,0.9639,USITC DataWeb Jul-Sep 2025
72124010,CAN,1,USITC DataWeb Jul-Sep 2025
72124050,CAN,1,USITC DataWeb Jul-Sep 2025
72125000,CAN,1,USITC DataWeb Jul-Sep 2025
72126000,CAN,0,USITC DataWeb Jul-Sep 2025
72139130,CAN,1,USITC DataWeb Jul-Sep 2025
72139145,CAN,1,USITC DataWeb Jul-Sep 2025
72139160,CAN,1,USITC DataWeb Jul-Sep 2025
72139900,CAN,1,USITC DataWeb Jul-Sep 2025
72141000,CAN,0.1326,USITC DataWeb Jul-Sep 2025
72142000,CAN,1,USITC DataWeb Jul-Sep 2025
72143000,CAN,1,USITC DataWeb Jul-Sep 2025
72149100,CAN,0.9964,USITC DataWeb Jul-Sep 2025
72149900,CAN,0.9981,USITC DataWeb Jul-Sep 2025
72151000,CAN,1,USITC DataWeb Jul-Sep 2025
72155000,CAN,0.9884,USITC DataWeb Jul-Sep 2025
72159010,CAN,1,USITC DataWeb Jul-Sep 2025
72159030,CAN,1,USITC DataWeb Jul-Sep 2025
72159050,CAN,1,USITC DataWeb Jul-Sep 2025
72161000,CAN,0.9989,USITC DataWeb Jul-Sep 2025
72162100,CAN,1,USITC DataWeb Jul-Sep 2025
72163100,CAN,1,USITC DataWeb Jul-Sep 2025
72163200,CAN,0.9905,USITC DataWeb Jul-Sep 2025
72163300,CAN,0.9887,USITC DataWeb Jul-Sep 2025
72164000,CAN,1,USITC DataWeb Jul-Sep 2025
72165000,CAN,1,USITC DataWeb Jul-Sep 2025
72166100,CAN,0.9856,USITC DataWeb Jul-Sep 2025
72166900,CAN,1,USITC DataWeb Jul-Sep 2025
72169100,CAN,1,USITC DataWeb Jul-Sep 2025
72169900,CAN,0.9909,USITC DataWeb Jul-Sep 2025
72171030,CAN,1,USITC DataWeb Jul-Sep 2025
72171040,CAN,1,USITC DataWeb Jul-Sep 2025
72171050,CAN,0.9641,USITC DataWeb Jul-Sep 2025
72171060,CAN,1,USITC DataWeb Jul-Sep 2025
72171070,CAN,1,USITC DataWeb Jul-Sep 2025
72171080,CAN,0.9792,USITC DataWeb Jul-Sep 2025
72171090,CAN,0.4016,USITC DataWeb Jul-Sep 2025
72172015,CAN,1,USITC DataWeb Jul-Sep 2025
72172030,CAN,0.6939,USITC DataWeb Jul-Sep 2025
72172045,CAN,0.9673,USITC DataWeb Jul-Sep 2025
72172075,CAN,1,USITC DataWeb Jul-Sep 2025
72173030,CAN,0,USITC DataWeb Jul-Sep 2025
72173075,CAN,0,USITC DataWeb Jul-Sep 2025
