hs_8digit,import_origin,compliance_rate,comment
73121060,MEX,0.3944,USITC DataWeb Jul-Sep 2025
73121070,MEX,0.3991,USITC DataWeb Jul-Sep 2025
73121090,MEX,0.999,USITC DataWeb Jul-Sep 2025
73129000,MEX,0.9229,USITC DataWeb Jul-Sep 2025
73130000,MEX,0.991,USITC DataWeb Jul-Sep 2025
73141290,MEX,0,USITC DataWeb Jul-Sep 2025
73141410,MEX,0.1684,USITC DataWeb Jul-Sep 2025
73141420,MEX,1,USITC DataWeb Jul-Sep 2025
73141490,MEX,0.9813,USITC DataWeb Jul-Sep 2025
73141901,MEX,0.5682,USITC DataWeb Jul-Sep 2025
73142000,MEX,0.7503,USITC DataWeb Jul-Sep 2025
73143110,MEX,0.9816,USITC DataWeb Jul-Sep 2025
73143150,MEX,1,USITC DataWeb Jul-Sep 2025
73143900,MEX,0.9925,USITC DataWeb Jul-Sep 2025
73144100,MEX,0.9981,USITC DataWeb Jul-Sep 2025
73144200,MEX,1,USITC DataWeb Jul-Sep 2025
73144930,MEX,1,USITC DataWeb Jul-Sep 2025
73144960,MEX,0.5815,USITC DataWeb Jul-Sep 2025
73145000,MEX,1,USITC DataWeb Jul-Sep 2025
73151100,MEX,0.9674,USITC DataWeb Jul-Sep 2025
73151200,MEX,0.9065,USITC DataWeb Jul-Sep 2025
73151900,MEX,0.7264,USITC DataWeb Jul-Sep 2025
73158210,MEX,1,USITC DataWeb Jul-Sep 2025
73158250,MEX,0,USITC DataWeb Jul-Sep 2025
73158950,MEX,1,USITC DataWeb Jul-Sep 2025
73159000,MEX,0.8682,USITC DataWeb Jul-Sep 2025
73160000,MEX,1,USITC DataWeb Jul-Sep 2025
73170020,MEX,0.7412,USITC DataWeb Jul-Sep 2025
73170055,MEX,0.7361,USITC DataWeb Jul-Sep 2025
73170065,MEX,1,USITC DataWeb Jul-Sep 2025
73170075,MEX,1,USITC DataWeb Jul-Sep 2025
73181200,MEX,1,USITC DataWeb Jul-Sep 2025
73181300,MEX,1,USITC DataWeb Jul-Sep 2025
73181410,MEX,0.8179,USITC DataWeb Jul-Sep 2025
73181450,MEX,0.9695,USITC DataWeb Jul-Sep 2025
73181520,MEX,0.3087,USITC DataWeb Jul-Sep 2025
73181540,MEX,0.9187,USITC DataWeb Jul-Sep 2025
73181550,MEX,0.5879,USITC DataWeb Jul-Sep 2025
73181560,MEX,0.7864,USITC DataWeb Jul-Sep 2025
73181580,MEX,0.8137,USITC DataWeb Jul-Sep 2025
73181600,MEX,0.9316,USITC DataWeb Jul-Sep 2025
73181900,MEX,0.7761,USITC DataWeb Jul-Sep 2025
73182100,MEX,0.9929,USITC DataWeb Jul-Sep 2025
73182200,MEX,0.9168,USITC DataWeb Jul-Sep 2025
73182300,MEX,0.9599,USITC DataWeb Jul-Sep 2025
73182400,MEX,0.7873,USITC DataWeb Jul-Sep 2025
73182900,MEX,0.6207,USITC DataWeb Jul-Sep 2025
73194050,MEX,1,USITC DataWeb Jul-Sep 2025
73199090,MEX,0,USITC DataWeb Jul-Sep 2025
73201030,MEX,0.7676,USITC DataWeb Jul-Sep 2025
73201060,MEX,0.9014,USITC DataWeb Jul-Sep 2025
73201090,MEX,0.966,USITC DataWeb Jul-Sep 2025
73202010,MEX,0.8505,USITC DataWeb Jul-Sep 2025
73202050,MEX,0.908,USITC DataWeb Jul-Sep 2025
73209010,MEX,1,USITC DataWeb Jul-Sep 2025
73209050,MEX,0.8101,USITC DataWeb Jul-Sep 2025
73211110,MEX,0.9877,USITC DataWeb Jul-Sep 2025
73211130,MEX,0.9964,USITC DataWeb Jul-Sep 2025
73211160,MEX,0.9922,USITC DataWeb Jul-Sep 2025
73211200,MEX,0.505,USITC DataWeb Jul-Sep 2025
73211900,MEX,0.997,USITC DataWeb Jul-Sep 2025
73218150,MEX,1,USITC DataWeb Jul-Sep 2025
73218900,MEX,1,USITC DataWeb Jul-Sep 2025
73219020,MEX,0,USITC DataWeb Jul-Sep 2025
73219040,MEX,0.1379,USITC DataWeb Jul-Sep 2025
73219050,MEX,0.9272,USITC DataWeb Jul-Sep 2025
73219060,MEX,0.961,USITC DataWeb Jul-Sep 2025
73229000,MEX,0.994,USITC DataWeb Jul-Sep 2025
73231000,MEX,1,USITC DataWeb Jul-Sep 2025
73239110,MEX,1,USITC DataWeb Jul-Sep 2025
73239150,MEX,1,USITC DataWeb Jul-Sep 2025
73239200,MEX,1,USITC DataWeb Jul-Sep 2025
73239300,MEX,0.9909,USITC DataWeb Jul-Sep 2025
73239400,MEX,1,USITC DataWeb Jul-Sep 2025
73239950,MEX,1,USITC DataWeb Jul-Sep 2025
73239990,MEX,1,USITC DataWeb Jul-Sep 2025
73241000,MEX,0.9974,USITC DataWeb Jul-Sep 2025
73242900,MEX,1,USITC DataWeb Jul-Sep 2025
73249000,MEX,0.9557,USITC DataWeb Jul-Sep 2025
73251000,MEX,0.9865,USITC DataWeb Jul-Sep 2025
73259100,MEX,1,USITC DataWeb Jul-Sep 2025
73259910,MEX,0.934,USITC DataWeb Jul-Sep 2025
73259950,MEX,0.9775,USITC DataWeb Jul-Sep 2025
73261100,MEX,1,USITC DataWeb Jul-Sep 2025
73261900,MEX,0.9841,USITC DataWeb Jul-Sep 2025
73262000,MEX,0.9334,USITC DataWeb Jul-Sep 2025
73269010,MEX,0.9792,USITC DataWeb Jul-Sep 2025
73269025,MEX,1,USITC DataWeb Jul-Sep 2025
73269045,MEX,0,USITC DataWeb Jul-Sep 2025
73269060,MEX,0.9375,USITC DataWeb Jul-Sep 2025
73269086,MEX,0.8355,USITC DataWeb Jul-Sep 2025
74031100,MEX,1,USITC DataWeb Jul-Sep 2025
74032100,MEX,1,USITC DataWeb Jul-Sep 2025
74032200,MEX,0.547,USITC DataWeb Jul-Sep 2025
74032901,MEX,1,USITC DataWeb Jul-Sep 2025
74040030,MEX,0.9611,USITC DataWeb Jul-Sep 2025
74040060,MEX,0.9361,USITC DataWeb Jul-Sep 2025
74062000,MEX,1,USITC DataWeb Jul-Sep 2025
74071015,MEX,0.0812,USITC DataWeb Jul-Sep 2025
74071030,MEX,1,USITC DataWeb Jul-Sep 2025
74071050,MEX,1,USITC DataWeb Jul-Sep 2025
74072115,MEX,1,USITC DataWeb Jul-Sep 2025
74072130,MEX,1,USITC DataWeb Jul-Sep 2025
74072190,MEX,0.9977,USITC DataWeb Jul-Sep 2025
74072940,MEX,1,USITC DataWeb Jul-Sep 2025
74072950,MEX,1,USITC DataWeb Jul-Sep 2025
74081130,MEX,1,USITC DataWeb Jul-Sep 2025
74081160,MEX,1,USITC DataWeb Jul-Sep 2025
74081900,MEX,0.9795,USITC DataWeb Jul-Sep 2025
74082100,MEX,1,USITC DataWeb Jul-Sep 2025
74082250,MEX,1,USITC DataWeb Jul-Sep 2025
74082910,MEX,1,USITC DataWeb Jul-Sep 2025
74082950,MEX,1,USITC DataWeb Jul-Sep 2025
74091110,MEX,1,USITC DataWeb Jul-Sep 2025
74091150,MEX,1,USITC DataWeb Jul-Sep 2025
74091910,MEX,0.9827,USITC DataWeb Jul-Sep 2025
74091950,MEX,1,USITC DataWeb Jul-Sep 2025
74092100,MEX,1,USITC DataWeb Jul-Sep 2025
74092900,MEX,1,USITC DataWeb Jul-Sep 2025
74093190,MEX,0.9872,USITC DataWeb Jul-Sep 2025
74094000,MEX,1,USITC DataWeb Jul-Sep 2025
74099010,MEX,1,USITC DataWeb Jul-Sep 2025
74099050,MEX,1,USITC DataWeb Jul-Sep 2025
74099090,MEX,0,USITC DataWeb Jul-Sep 2025
74101100,MEX,1,USITC DataWeb Jul-Sep 2025
74101200,MEX,1,USITC DataWeb Jul-Sep 2025
74102160,MEX,1,USITC DataWeb Jul-Sep 2025
74111010,MEX,0.9649,USITC DataWeb Jul-Sep 2025
74111050,MEX,0.1471,USITC DataWeb Jul-Sep 2025
74112110,MEX,0.7682,USITC DataWeb Jul-Sep 2025
74112150,MEX,1,USITC DataWeb Jul-Sep 2025
74112200,MEX,1,USITC DataWeb Jul-Sep 2025
74112910,MEX,0.9287,USITC DataWeb Jul-Sep 2025
74112950,MEX,0.721,USITC DataWeb Jul-Sep 2025
74121000,MEX,0.9943,USITC DataWeb Jul-Sep 2025
74122000,MEX,0.7741,USITC DataWeb Jul-Sep 2025
74130010,MEX,0.9949,USITC DataWeb Jul-Sep 2025
74130050,MEX,0.9685,USITC DataWeb Jul-Sep 2025
74130090,MEX,0.8614,USITC DataWeb Jul-Sep 2025
74152100,MEX,1,USITC DataWeb Jul-Sep 2025
74152900,MEX,0.9134,USITC DataWeb Jul-Sep 2025
74153380,MEX,0.9073,USITC DataWeb Jul-Sep 2025
74153900,MEX,0.8896,USITC DataWeb Jul-Sep 2025
74181000,MEX,1,USITC DataWeb Jul-Sep 2025
74182010,MEX,0.1643,USITC DataWeb Jul-Sep 2025
74182050,MEX,0.9822,USITC DataWeb Jul-Sep 2025
74192000,MEX,0.9479,USITC DataWeb Jul-Sep 2025
74198006,MEX,0,USITC DataWeb Jul-Sep 2025
74198009,MEX,0.3453,USITC DataWeb Jul-Sep 2025
74198016,MEX,0.6304,USITC DataWeb Jul-Sep 2025
74198017,MEX,0,USITC DataWeb Jul-Sep 2025
74198030,MEX,0,USITC DataWeb Jul-Sep 2025
74198050,MEX,0.7514,USITC DataWeb Jul-Sep 2025
75022000,MEX,1,USITC DataWeb Jul-Sep 2025
75030000,MEX,0.992,USITC DataWeb Jul-Sep 2025
75051210,MEX,1,USITC DataWeb Jul-Sep 2025
75051230,MEX,0.3652,USITC DataWeb Jul-Sep 2025
75051250,MEX,1,USITC DataWeb Jul-Sep 2025
75052210,MEX,0.9035,USITC DataWeb Jul-Sep 2025
75052250,MEX,1,USITC DataWeb Jul-Sep 2025
75062005,MEX,0,USITC DataWeb Jul-Sep 2025
75062010,MEX,0.2709,USITC DataWeb Jul-Sep 2025
75062030,MEX,0.9939,USITC DataWeb Jul-Sep 2025
75071200,MEX,0.9916,USITC DataWeb Jul-Sep 2025
75072000,MEX,0.9699,USITC DataWeb Jul-Sep 2025
75081000,MEX,1,USITC DataWeb Jul-Sep 2025
75089010,MEX,0.9881,USITC DataWeb Jul-Sep 2025
75089050,MEX,0.9749,USITC DataWeb Jul-Sep 2025
76012090,MEX,1,USITC DataWeb Jul-Sep 2025
76020000,MEX,0.9613,USITC DataWeb Jul-Sep 2025
76031000,MEX,1,USITC DataWeb Jul-Sep 2025
76041010,MEX,1,USITC DataWeb Jul-Sep 2025
76041050,MEX,1,USITC DataWeb Jul-Sep 2025
76042100,MEX,0.9842,USITC DataWeb Jul-Sep 2025
76042910,MEX,0.9788,USITC DataWeb Jul-Sep 2025
76042950,MEX,0.7381,USITC DataWeb Jul-Sep 2025
76051100,MEX,1,USITC DataWeb Jul-Sep 2025
76052900,MEX,1,USITC DataWeb Jul-Sep 2025
76061130,MEX,1,USITC DataWeb Jul-Sep 2025
76061160,MEX,1,USITC DataWeb Jul-Sep 2025
76061230,MEX,0.8371,USITC DataWeb Jul-Sep 2025
76061260,MEX,1,USITC DataWeb Jul-Sep 2025
76069130,MEX,0.9359,USITC DataWeb Jul-Sep 2025
76069230,MEX,1,USITC DataWeb Jul-Sep 2025
76069260,MEX,1,USITC DataWeb Jul-Sep 2025
76071130,MEX,1,USITC DataWeb Jul-Sep 2025
76071160,MEX,1,USITC DataWeb Jul-Sep 2025
76071930,MEX,1,USITC DataWeb Jul-Sep 2025
76071960,MEX,1,USITC DataWeb Jul-Sep 2025
76072050,MEX,0.6612,USITC DataWeb Jul-Sep 2025
76081000,MEX,0.6986,USITC DataWeb Jul-Sep 2025
76082000,MEX,0.9896,USITC DataWeb Jul-Sep 2025
76090000,MEX,0.8949,USITC DataWeb Jul-Sep 2025
76101000,MEX,0.9127,USITC DataWeb Jul-Sep 2025
76109000,MEX,0.9958,USITC DataWeb Jul-Sep 2025
76110000,MEX,1,USITC DataWeb Jul-Sep 2025
76121000,MEX,1,USITC DataWeb Jul-Sep 2025
76129010,MEX,0.9989,USITC DataWeb Jul-Sep 2025
76129050,MEX,1,USITC DataWeb Jul-Sep 2025
76130000,MEX,0.8867,USITC DataWeb Jul-Sep 2025
76141010,MEX,1,USITC DataWeb Jul-Sep 2025
76149020,MEX,1,USITC DataWeb Jul-Sep 2025
76149040,MEX,1,USITC DataWeb Jul-Sep 2025
76151020,MEX,0.7793,USITC DataWeb Jul-Sep 2025
76151030,MEX,1,USITC DataWeb Jul-Sep 2025
76151050,MEX,1,USITC DataWeb Jul-Sep 2025
76151071,MEX,1,USITC DataWeb Jul-Sep 2025
76151091,MEX,0.9473,USITC DataWeb Jul-Sep 2025
76161010,MEX,1,USITC DataWeb Jul-Sep 2025
76161030,MEX,0.8914,USITC DataWeb Jul-Sep 2025
76161070,MEX,0.8708,USITC DataWeb Jul-Sep 2025
76161090,MEX,0.9103,USITC DataWeb Jul-Sep 2025
76169100,MEX,0.9494,USITC DataWeb Jul-Sep 2025
76169910,MEX,0.4803,USITC DataWeb Jul-Sep 2025
76169951,MEX,0.9199,USITC DataWeb Jul-Sep 2025
78011000,MEX,0.9997,USITC DataWeb Jul-Sep 2025
78019100,MEX,1,USITC DataWeb Jul-Sep 2025
78019990,MEX,1,USITC DataWeb Jul-Sep 2025
78020000,MEX,1,USITC DataWeb Jul-Sep 2025
78041900,MEX,1,USITC DataWeb Jul-Sep 2025
78042000,MEX,1,USITC DataWeb Jul-Sep 2025
78060003,MEX,1,USITC DataWeb Jul-Sep 2025
78060080,MEX,1,USITC DataWeb Jul-Sep 2025
79011100,MEX,0.9698,USITC DataWeb Jul-Sep 2025
79011210,MEX,1,USITC DataWeb Jul-Sep 2025
79012000,MEX,1,USITC DataWeb Jul-Sep 2025
79020000,MEX,0.4769,USITC DataWeb Jul-Sep 2025
79039030,MEX,1,USITC DataWeb Jul-Sep 2025
79070010,MEX,0.3924,USITC DataWeb Jul-Sep 2025
79070020,MEX,1,USITC DataWeb Jul-Sep 2025
79070060,MEX,0.9589,USITC DataWeb Jul-Sep 2025
80012000,MEX,1,USITC DataWeb Jul-Sep 2025
80020000,MEX,0.8875,USITC DataWeb Jul-Sep 2025
80030000,MEX,0.998,USITC DataWeb Jul-Sep 2025
80070010,MEX,0.9958,USITC DataWeb Jul-Sep 2025
80070032,MEX,1,USITC DataWeb Jul-Sep 2025
80070040,MEX,1,USITC DataWeb Jul-Sep 2025
80070050,MEX,0.9821,USITC DataWeb Jul-Sep 2025
81019700,MEX,0.9912,USITC DataWeb Jul-Sep 2025
81019910,MEX,1,USITC DataWeb Jul-Sep 2025
81019980,MEX,1,USITC DataWeb Jul-Sep 2025
81021000,MEX,1,USITC DataWeb Jul-Sep 2025
81029900,MEX,1,USITC DataWeb Jul-Sep 2025
81032000,MEX,0,USITC DataWeb Jul-Sep 2025
81033000,MEX,0.8766,USITC DataWeb Jul-Sep 2025
81039100,MEX,0,USITC DataWeb Jul-Sep 2025
81039900,MEX,1,USITC DataWeb Jul-Sep 2025
81041900,MEX,1,USITC DataWeb Jul-Sep 2025
81042000,MEX,1,USITC DataWeb Jul-Sep 2025
81049000,MEX,1,USITC DataWeb Jul-Sep 2025
81053000,MEX,0.8644,USITC DataWeb Jul-Sep 2025
81059000,MEX,0.8597,USITC DataWeb Jul-Sep 2025
81061000,MEX,0,USITC DataWeb Jul-Sep 2025
81069000,MEX,0.4013,USITC DataWeb Jul-Sep 2025
81083000,MEX,0.9972,USITC DataWeb Jul-Sep 2025
81089030,MEX,0.9505,USITC DataWeb Jul-Sep 2025
81089060,MEX,0.5645,USITC DataWeb Jul-Sep 2025
81109000,MEX,0,USITC DataWeb Jul-Sep 2025
81110047,MEX,1,USITC DataWeb Jul-Sep 2025
81110060,MEX,1,USITC DataWeb Jul-Sep 2025
81122100,MEX,1,USITC DataWeb Jul-Sep 2025
81122200,MEX,1,USITC DataWeb Jul-Sep 2025
81129920,MEX,1,USITC DataWeb Jul-Sep 2025
81130000,MEX,0.5338,USITC DataWeb Jul-Sep 2025
82011000,MEX,0.9974,USITC DataWeb Jul-Sep 2025
82013000,MEX,0.9819,USITC DataWeb Jul-Sep 2025
82014060,MEX,0.9951,USITC DataWeb Jul-Sep 2025
82015000,MEX,0.8361,USITC DataWeb Jul-Sep 2025
82016000,MEX,0.3728,USITC DataWeb Jul-Sep 2025
82019040,MEX,0.995,USITC DataWeb Jul-Sep 2025
82019060,MEX,0.8542,USITC DataWeb Jul-Sep 2025
82022000,MEX,0.9992,USITC DataWeb Jul-Sep 2025
82029130,MEX,1,USITC DataWeb Jul-Sep 2025
82029900,MEX,0,USITC DataWeb Jul-Sep 2025
82031030,MEX,1,USITC DataWeb Jul-Sep 2025
82031090,MEX,1,USITC DataWeb Jul-Sep 2025
82032020,MEX,0,USITC DataWeb Jul-Sep 2025
82032040,MEX,0.9912,USITC DataWeb Jul-Sep 2025
82032060,MEX,0.7329,USITC DataWeb Jul-Sep 2025
82032080,MEX,0,USITC DataWeb Jul-Sep 2025
82034030,MEX,0.4511,USITC DataWeb Jul-Sep 2025
82034060,MEX,1,USITC DataWeb Jul-Sep 2025
82041100,MEX,0.9702,USITC DataWeb Jul-Sep 2025
82041200,MEX,0.9157,USITC DataWeb Jul-Sep 2025
82042000,MEX,0.3936,USITC DataWeb Jul-Sep 2025
82051000,MEX,1,USITC DataWeb Jul-Sep 2025
82052030,MEX,0.9915,USITC DataWeb Jul-Sep 2025
82052060,MEX,0.9987,USITC DataWeb Jul-Sep 2025
82053030,MEX,0.8737,USITC DataWeb Jul-Sep 2025
82053060,MEX,0,USITC DataWeb Jul-Sep 2025
82054000,MEX,0.5881,USITC DataWeb Jul-Sep 2025
82055130,MEX,0.9629,USITC DataWeb Jul-Sep 2025
82055160,MEX,1,USITC DataWeb Jul-Sep 2025
82055175,MEX,1,USITC DataWeb Jul-Sep 2025
82055910,MEX,0.4004,USITC DataWeb Jul-Sep 2025
82055920,MEX,0.197,USITC DataWeb Jul-Sep 2025
82055930,MEX,0.9991,USITC DataWeb Jul-Sep 2025
82055945,MEX,1,USITC DataWeb Jul-Sep 2025
82055955,MEX,0.7464,USITC DataWeb Jul-Sep 2025
82055970,MEX,0.9216,USITC DataWeb Jul-Sep 2025
82055980,MEX,0.8463,USITC DataWeb Jul-Sep 2025
82056000,MEX,0,USITC DataWeb Jul-Sep 2025
82057000,MEX,0.969,USITC DataWeb Jul-Sep 2025
82060000,MEX,0.5316,USITC DataWeb Jul-Sep 2025
82071300,MEX,0.9624,USITC DataWeb Jul-Sep 2025
82071930,MEX,0.8991,USITC DataWeb Jul-Sep 2025
82071960,MEX,0.9777,USITC DataWeb Jul-Sep 2025
82072000,MEX,0.7329,USITC DataWeb Jul-Sep 2025
82073030,MEX,0.9829,USITC DataWeb Jul-Sep 2025
82073060,MEX,0.6929,USITC DataWeb Jul-Sep 2025
82074030,MEX,1,USITC DataWeb Jul-Sep 2025
82074060,MEX,0.6396,USITC DataWeb Jul-Sep 2025
82075020,MEX,0.591,USITC DataWeb Jul-Sep 2025
82075040,MEX,0.1761,USITC DataWeb Jul-Sep 2025
82075060,MEX,0,USITC DataWeb Jul-Sep 2025
82075080,MEX,0,USITC DataWeb Jul-Sep 2025
82076000,MEX,0.1399,USITC DataWeb Jul-Sep 2025
82077030,MEX,0.2508,USITC DataWeb Jul-Sep 2025
82077060,MEX,0.8234,USITC DataWeb Jul-Sep 2025
82078030,MEX,1,USITC DataWeb Jul-Sep 2025
82078060,MEX,1,USITC DataWeb Jul-Sep 2025
82079030,MEX,0,USITC DataWeb Jul-Sep 2025
82079045,MEX,0.9788,USITC DataWeb Jul-Sep 2025
82079060,MEX,0.6711,USITC DataWeb Jul-Sep 2025
82079075,MEX,0.4592,USITC DataWeb Jul-Sep 2025
82081000,MEX,1,USITC DataWeb Jul-Sep 2025
82083000,MEX,1,USITC DataWeb Jul-Sep 2025
82084030,MEX,0.7491,USITC DataWeb Jul-Sep 2025
82084060,MEX,0.7309,USITC DataWeb Jul-Sep 2025
82089060,MEX,0.8277,USITC DataWeb Jul-Sep 2025
82090000,MEX,0.9966,USITC DataWeb Jul-Sep 2025
82100000,MEX,1,USITC DataWeb Jul-Sep 2025
82119240,MEX,1,USITC DataWeb Jul-Sep 2025
82119300,MEX,1,USITC DataWeb Jul-Sep 2025
82119450,MEX,0.9941,USITC DataWeb Jul-Sep 2025
82119550,MEX,1,USITC DataWeb Jul-Sep 2025
82119590,MEX,0,USITC DataWeb Jul-Sep 2025
82121000,MEX,0.7825,USITC DataWeb Jul-Sep 2025
82122000,MEX,0.9953,USITC DataWeb Jul-Sep 2025
82129000,MEX,0.9543,USITC DataWeb Jul-Sep 2025
82142030,MEX,0.1021,USITC DataWeb Jul-Sep 2025
82149090,MEX,1,USITC DataWeb Jul-Sep 2025
82159160,MEX,1,USITC DataWeb Jul-Sep 2025
83011020,MEX,1,USITC DataWeb Jul-Sep 2025
83011040,MEX,0.8741,USITC DataWeb Jul-Sep 2025
83011060,MEX,0.9859,USITC DataWeb Jul-Sep 2025
83011080,MEX,0.8475,USITC DataWeb Jul-Sep 2025
83011090,MEX,0.0496,USITC DataWeb Jul-Sep 2025
83012000,MEX,0.8307,USITC DataWeb Jul-Sep 2025
83013000,MEX,0.8985,USITC DataWeb Jul-Sep 2025
83014030,MEX,1,USITC DataWeb Jul-Sep 2025
83014060,MEX,0.8925,USITC DataWeb Jul-Sep 2025
83015000,MEX,1,USITC DataWeb Jul-Sep 2025
83016000,MEX,0.6589,USITC DataWeb Jul-Sep 2025
83017000,MEX,0.952,USITC DataWeb Jul-Sep 2025
83021030,MEX,0.9511,USITC DataWeb Jul-Sep 2025
83021060,MEX,0.8813,USITC DataWeb Jul-Sep 2025
83021090,MEX,0.9641,USITC DataWeb Jul-Sep 2025
83022000,MEX,0.1453,USITC DataWeb Jul-Sep 2025
83023030,MEX,0.8071,USITC DataWeb Jul-Sep 2025
83023060,MEX,0.9531,USITC DataWeb Jul-Sep 2025
83024130,MEX,0.4798,USITC DataWeb Jul-Sep 2025
83024160,MEX,0.9451,USITC DataWeb Jul-Sep 2025
83024190,MEX,0.4641,USITC DataWeb Jul-Sep 2025
83024230,MEX,0.846,USITC DataWeb Jul-Sep 2025
83024260,MEX,0.7148,USITC DataWeb Jul-Sep 2025
83024920,MEX,0,USITC DataWeb Jul-Sep 2025
83024940,MEX,0.8875,USITC DataWeb Jul-Sep 2025
83024960,MEX,0.5439,USITC DataWeb Jul-Sep 2025
83024980,MEX,0.579,USITC DataWeb Jul-Sep 2025
83025000,MEX,0.7534,USITC DataWeb Jul-Sep 2025
83026030,MEX,0.4338,USITC DataWeb Jul-Sep 2025
83026090,MEX,0.8524,USITC DataWeb Jul-Sep 2025
83030000,MEX,0.9964,USITC DataWeb Jul-Sep 2025
83040000,MEX,0.2943,USITC DataWeb Jul-Sep 2025
83051000,MEX,1,USITC DataWeb Jul-Sep 2025
83052000,MEX,1,USITC DataWeb Jul-Sep 2025
83059030,MEX,1,USITC DataWeb Jul-Sep 2025
83059060,MEX,1,USITC DataWeb Jul-Sep 2025
83061000,MEX,1,USITC DataWeb Jul-Sep 2025
83062100,MEX,1,USITC DataWeb Jul-Sep 2025
83062900,MEX,0.9944,USITC DataWeb Jul-Sep 2025
83063000,MEX,1,USITC DataWeb Jul-Sep 2025
83071030,MEX,0.9348,USITC DataWeb Jul-Sep 2025
83071060,MEX,0.9525,USITC DataWeb Jul-Sep 2025
83079030,MEX,0.9699,USITC DataWeb Jul-Sep 2025
83079060,MEX,0.961,USITC DataWeb Jul-Sep 2025
83081000,MEX,1,USITC DataWeb Jul-Sep 2025
83082030,MEX,1,USITC DataWeb Jul-Sep 2025
83082060,MEX,1,USITC DataWeb Jul-Sep 2025
83089060,MEX,0.8685,USITC DataWeb Jul-Sep 2025
83089090,MEX,0.7367,USITC DataWeb Jul-Sep 2025
83091000,MEX,1,USITC DataWeb Jul-Sep 2025
83099000,MEX,0.9979,USITC DataWeb Jul-Sep 2025
83100000,MEX,0.9505,USITC DataWeb Jul-Sep 2025
83111000,MEX,0.9459,USITC DataWeb Jul-Sep 2025
83112000,MEX,1,USITC DataWeb Jul-Sep 2025
83113030,MEX,1,USITC DataWeb Jul-Sep 2025
83113060,MEX,0,USITC DataWeb Jul-Sep 2025
83119000,MEX,0.9875,USITC DataWeb Jul-Sep 2025
84014000,MEX,0,USITC DataWeb Jul-Sep 2025
84021100,MEX,1,USITC DataWeb Jul-Sep 2025
84021200,MEX,1,USITC DataWeb Jul-Sep 2025
84021900,MEX,0.9615,USITC DataWeb Jul-Sep 2025
84029000,MEX,0.9916,USITC DataWeb Jul-Sep 2025
84031000,MEX,1,USITC DataWeb Jul-Sep 2025
84039000,MEX,0.8791,USITC DataWeb Jul-Sep 2025
84049000,MEX,1,USITC DataWeb Jul-Sep 2025
84069020,MEX,0,USITC DataWeb Jul-Sep 2025
84069040,MEX,0,USITC DataWeb Jul-Sep 2025
84069045,MEX,0.3737,USITC DataWeb Jul-Sep 2025
84069050,MEX,0,USITC DataWeb Jul-Sep 2025
84069075,MEX,0.0018,USITC DataWeb Jul-Sep 2025
84072900,MEX,0.0719,USITC DataWeb Jul-Sep 2025
84073210,MEX,0.3669,USITC DataWeb Jul-Sep 2025
84073220,MEX,1,USITC DataWeb Jul-Sep 2025
84073330,MEX,0.7826,USITC DataWeb Jul-Sep 2025
84073360,MEX,0,USITC DataWeb Jul-Sep 2025
84073414,MEX,1,USITC DataWeb Jul-Sep 2025
84073418,MEX,0.0093,USITC DataWeb Jul-Sep 2025
84073425,MEX,0.9994,USITC DataWeb Jul-Sep 2025
84073444,MEX,0.9912,USITC DataWeb Jul-Sep 2025
84073448,MEX,0.6381,USITC DataWeb Jul-Sep 2025
84073455,MEX,0.9368,USITC DataWeb Jul-Sep 2025
84079010,MEX,0.0068,USITC DataWeb Jul-Sep 2025
84081000,MEX,1,USITC DataWeb Jul-Sep 2025
84082010,MEX,0,USITC DataWeb Jul-Sep 2025
84082020,MEX,0.072,USITC DataWeb Jul-Sep 2025
84082090,MEX,0.543,USITC DataWeb Jul-Sep 2025
84089010,MEX,0.6524,USITC DataWeb Jul-Sep 2025
84089090,MEX,0.9676,USITC DataWeb Jul-Sep 2025
84091000,MEX,0.9962,USITC DataWeb Jul-Sep 2025
84099110,MEX,0.9937,USITC DataWeb Jul-Sep 2025
84099130,MEX,0.9751,USITC DataWeb Jul-Sep 2025
84099150,MEX,0.8688,USITC DataWeb Jul-Sep 2025
84099192,MEX,0.5886,USITC DataWeb Jul-Sep 2025
84099199,MEX,0.9593,USITC DataWeb Jul-Sep 2025
84099910,MEX,0.9586,USITC DataWeb Jul-Sep 2025
84099991,MEX,0.7687,USITC DataWeb Jul-Sep 2025
84099992,MEX,0.7829,USITC DataWeb Jul-Sep 2025
84099999,MEX,0.5151,USITC DataWeb Jul-Sep 2025
84109000,MEX,0.6441,USITC DataWeb Jul-Sep 2025
84111240,MEX,1,USITC DataWeb Jul-Sep 2025
84111280,MEX,1,USITC DataWeb Jul-Sep 2025
84112140,MEX,1,USITC DataWeb Jul-Sep 2025
84118140,MEX,0,USITC DataWeb Jul-Sep 2025
84118180,MEX,1,USITC DataWeb Jul-Sep 2025
84119110,MEX,0.9237,USITC DataWeb Jul-Sep 2025
84119190,MEX,0.846,USITC DataWeb Jul-Sep 2025
84119910,MEX,0.8642,USITC DataWeb Jul-Sep 2025
84119990,MEX,0.7652,USITC DataWeb Jul-Sep 2025
84122100,MEX,0.7321,USITC DataWeb Jul-Sep 2025
84122940,MEX,0,USITC DataWeb Jul-Sep 2025
84122980,MEX,0.931,USITC DataWeb Jul-Sep 2025
84123100,MEX,0.9512,USITC DataWeb Jul-Sep 2025
