hs_8digit;origin;rate;;;;;;
55134990;List 3;25;;;;;;
55141100;List 3;25;;;;;;
55141200;List 3;25;;;;;;
55141910;List 3;25;;;;;;
55141990;List 3;25;;;;;;
55142100;List 3;25;;;;;;
55142200;List 3;25;;;;;;
55142300;List 3;25;;;;;;
55142900;List 3;25;;;;;;
55143031;List 3;25;;;;;;
55143032;List 3;25;;;;;;
55143033;List 3;25;;;;;;
55143039;List 3;25;;;;;;
55144100;List 3;25;;;;;;
55144200;List 3;25;;;;;;
55144300;List 3;25;;;;;;
55144900;List 3;25;;;;;;
55151100;List 3;25;;;;;;
55151200;List 3;25;;;;;;
55151305;List 3;25;;;;;;
55151310;List 3;25;;;;;;
55151900;List 3;25;;;;;;
55152100;List 3;25;;;;;;
55152205;List 3;25;;;;;;
55152210;List 3;25;;;;;;
55152900;List 3;25;;;;;;
55159100;List 3;25;;;;;;
55159905;List 3;25;;;;;;
55159910;List 3;25;;;;;;
55159990;List 3;25;;;;;;
55161100;List 3;25;;;;;;
55161200;List 3;25;;;;;;
55161300;List 3;25;;;;;;
55161400;List 3;25;;;;;;
55162100;List 3;25;;;;;;
55162200;List 3;25;;;;;;
55162300;List 3;25;;;;;;
55162400;List 3;25;;;;;;
55163105;List 3;25;;;;;;
55163110;List 3;25;;;;;;
55163205;List 3;25;;;;;;
55163210;List 3;25;;;;;;
55163305;List 3;25;;;;;;
55163310;List 3;25;;;;;;
55163405;List 3;25;;;;;;
55163410;List 3;25;;;;;;
55164100;List 3;25;;;;;;
55164200;List 3;25;;;;;;
55164300;List 3;25;;;;;;
55164400;List 3;25;;;;;;
55169100;List 3;25;;;;;;
55169200;List 3;25;;;;;;
55169300;List 3;25;;;;;;
55169400;List 3;25;;;;;;
56012100;List 3;25;;;;;;
56012200;List 3;25;;;;;;
56012900;List 3;25;;;;;;
56013000;List 3;25;;;;;;
56021010;List 3;25;;;;;;
56021090;List 3;25;;;;;;
56022100;List 3;25;;;;;;
56022900;List 3;25;;;;;;
56029030;List 3;25;;;;;;
56029060;List 3;25;;;;;;
56029090;List 3;25;;;;;;
56031100;List 3;25;;;;;;
56031200;List 3;25;;;;;;
56031300;List 3;25;;;;;;
56031430;List 3;25;;;;;;
56031490;List 3;25;;;;;;
56039100;List 3;25;;;;;;
56039200;List 3;25;;;;;;
56039300;List 3;25;;;;;;
56039410;List 3;25;;;;;;
56039430;List 3;25;;;;;;
56039490;List 3;25;;;;;;
56041000;List 3;25;;;;;;
56049020;List 3;25;;;;;;
56049090;List 3;25;;;;;;
56050010;List 3;25;;;;;;
56050090;List 3;25;;;;;;
56060000;List 3;25;;;;;;
56072100;List 3;25;;;;;;
56072900;List 3;25;;;;;;
56074110;List 3;25;;;;;;
56074130;List 3;25;;;;;;
56074910;List 3;25;;;;;;
56074915;List 3;25;;;;;;
56074925;List 3;25;;;;;;
56074930;List 3;25;;;;;;
56075025;List 3;25;;;;;;
56075035;List 3;25;;;;;;
56075040;List 3;25;;;;;;
56079010;List 3;25;;;;;;
56079015;List 3;25;;;;;;
56079025;List 3;25;;;;;;
56079035;List 3;25;;;;;;
56079090;List 3;25;;;;;;
56081100;List 3;25;;;;;;
56081910;List 3;25;;;;;;
56081920;List 3;25;;;;;;
56089010;List 3;25;;;;;;
56089023;List 3;25;;;;;;
56089027;List 3;25;;;;;;
56089030;List 3;25;;;;;;
56090010;List 3;25;;;;;;
56090020;List 3;25;;;;;;
56090030;List 3;25;;;;;;
56090040;List 3;25;;;;;;
57011013;List 3;25;;;;;;
57011016;List 3;25;;;;;;
57011040;List 3;25;;;;;;
57011090;List 3;25;;;;;;
57019010;List 3;25;;;;;;
57019020;List 3;25;;;;;;
57021010;List 3;25;;;;;;
57021090;List 3;25;;;;;;
57022010;List 3;25;;;;;;
57022020;List 3;25;;;;;;
57023110;List 3;25;;;;;;
57023120;List 3;25;;;;;;
57023210;List 3;25;;;;;;
57023220;List 3;25;;;;;;
57023910;List 3;25;;;;;;
57023920;List 3;25;;;;;;
57024110;List 3;25;;;;;;
57024120;List 3;25;;;;;;
57024210;List 3;25;;;;;;
57024220;List 3;25;;;;;;
57024910;List 3;25;;;;;;
57024915;List 3;25;;;;;;
57024920;List 3;25;;;;;;
57025020;List 3;25;;;;;;
57025040;List 3;25;;;;;;
57025052;List 3;25;;;;;;
57025056;List 3;25;;;;;;
57025059;List 3;25;;;;;;
57029120;List 3;25;;;;;;
57029130;List 3;25;;;;;;
57029140;List 3;25;;;;;;
57029210;List 3;25;;;;;;
57029290;List 3;25;;;;;;
57029905;List 3;25;;;;;;
57029915;List 3;25;;;;;;
57029920;List 3;25;;;;;;
57031020;List 3;25;;;;;;
57031080;List 3;25;;;;;;
57032100;List 3;25;;;;;;
57032910;List 3;25;;;;;;
57032920;List 3;25;;;;;;
57033100;List 3;25;;;;;;
57033910;List 3;25;;;;;;
57033920;List 3;25;;;;;;
57039000;List 3;25;;;;;;
57041000;List 3;25;;;;;;
57042000;List 3;25;;;;;;
57049001;List 3;25;;;;;;
57050010;List 3;25;;;;;;
57050020;List 3;25;;;;;;
58011000;List 3;25;;;;;;
58012100;List 3;25;;;;;;
58012210;List 3;25;;;;;;
58012290;List 3;25;;;;;;
58012300;List 3;25;;;;;;
58012600;List 3;25;;;;;;
58012710;List 3;25;;;;;;
58012750;List 3;25;;;;;;
58013710;List 3;25;;;;;;
58013750;List 3;25;;;;;;
58019010;List 3;25;;;;;;
58019020;List 3;25;;;;;;
58021010;List 3;25;;;;;;
58021090;List 3;25;;;;;;
58022000;List 3;25;;;;;;
58023000;List 3;25;;;;;;
58030010;List 3;25;;;;;;
58030020;List 3;25;;;;;;
58030030;List 3;25;;;;;;
58030040;List 3;25;;;;;;
58030050;List 3;25;;;;;;
58030090;List 3;25;;;;;;
58041010;List 3;25;;;;;;
58041090;List 3;25;;;;;;
58042100;List 3;25;;;;;;
58042910;List 3;25;;;;;;
58042990;List 3;25;;;;;;
58043000;List 3;25;;;;;;
58050010;List 3;25;;;;;;
58050020;List 3;25;;;;;;
58050025;List 3;25;;;;;;
58050030;List 3;25;;;;;;
58050040;List 3;25;;;;;;
58061010;List 3;25;;;;;;
58061024;List 3;25;;;;;;
58061028;List 3;25;;;;;;
58061030;List 3;25;;;;;;
58062000;List 3;25;;;;;;
58063100;List 3;25;;;;;;
58063210;List 3;25;;;;;;
58063220;List 3;25;;;;;;
58063910;List 3;25;;;;;;
58063920;List 3;25;;;;;;
58063930;List 3;25;;;;;;
58064000;List 3;25;;;;;;
58071005;List 3;25;;;;;;
58071015;List 3;25;;;;;;
58071020;List 3;25;;;;;;
58079005;List 3;25;;;;;;
58079015;List 3;25;;;;;;
58079020;List 3;25;;;;;;
58081010;List 3;25;;;;;;
58081040;List 3;25;;;;;;
58081050;List 3;25;;;;;;
58081070;List 3;25;;;;;;
58081090;List 3;25;;;;;;
58089000;List 3;25;;;;;;
58090000;List 3;25;;;;;;
58101000;List 3;25;;;;;;
58109100;List 3;25;;;;;;
58109210;List 3;25;;;;;;
58109290;List 3;25;;;;;;
58109910;List 3;25;;;;;;
58109990;List 3;25;;;;;;
58110010;List 3;25;;;;;;
58110020;List 3;25;;;;;;
58110030;List 3;25;;;;;;
58110040;List 3;25;;;;;;
59011010;List 3;25;;;;;;
59011020;List 3;25;;;;;;
59019020;List 3;25;;;;;;
59019040;List 3;25;;;;;;
59021000;List 3;25;;;;;;
59022000;List 3;25;;;;;;
59029000;List 3;25;;;;;;
59031010;List 3;25;;;;;;
59031018;List 3;25;;;;;;
59031020;List 3;25;;;;;;
59031025;List 3;25;;;;;;
59031030;List 3;25;;;;;;
59032010;List 3;25;;;;;;
59032015;List 3;25;;;;;;
59032018;List 3;25;;;;;;
59032020;List 3;25;;;;;;
59032025;List 3;25;;;;;;
59032030;List 3;25;;;;;;
59039010;List 3;25;;;;;;
59039015;List 3;25;;;;;;
59039018;List 3;25;;;;;;
59039020;List 3;25;;;;;;
59039025;List 3;25;;;;;;
59039030;List 3;25;;;;;;
59041000;List 3;25;;;;;;
59049010;List 3;25;;;;;;
59049090;List 3;25;;;;;;
59050010;List 3;25;;;;;;
59050090;List 3;25;;;;;;
59061000;List 3;25;;;;;;
59069110;List 3;25;;;;;;
59069120;List 3;25;;;;;;
59069125;List 3;25;;;;;;
59069130;List 3;25;;;;;;
59069910;List 3;25;;;;;;
59069920;List 3;25;;;;;;
59069925;List 3;25;;;;;;
59069930;List 3;25;;;;;;
59070005;List 3;25;;;;;;
59070015;List 3;25;;;;;;
59070025;List 3;25;;;;;;
59070035;List 3;25;;;;;;
59070060;List 3;25;;;;;;
59070080;List 3;25;;;;;;
59080000;List 3;25;;;;;;
59090010;List 3;25;;;;;;
59090020;List 3;25;;;;;;
59100010;List 3;25;;;;;;
59100090;List 3;25;;;;;;
59111010;List 3;25;;;;;;
59111020;List 3;25;;;;;;
59112010;List 3;25;;;;;;
59112020;List 3;25;;;;;;
59112030;List 3;25;;;;;;
59113100;List 3;25;;;;;;
59113200;List 3;25;;;;;;
59114001;List 3;25;;;;;;
59119000;List 3;25;;;;;;
60011020;List 3;25;;;;;;
60011060;List 3;25;;;;;;
60012100;List 3;25;;;;;;
60012900;List 3;25;;;;;;
60019100;List 3;25;;;;;;
60019200;List 3;25;;;;;;
60019910;List 3;25;;;;;;
60019990;List 3;25;;;;;;
60024040;List 3;25;;;;;;
60024080;List 3;25;;;;;;
60029040;List 3;25;;;;;;
60029080;List 3;25;;;;;;
60031010;List 3;25;;;;;;
60031090;List 3;25;;;;;;
60032010;List 3;25;;;;;;
60032030;List 3;25;;;;;;
60033010;List 3;25;;;;;;
60033060;List 3;25;;;;;;
60034010;List 3;25;;;;;;
60034060;List 3;25;;;;;;
60039010;List 3;25;;;;;;
60039090;List 3;25;;;;;;
60041000;List 3;25;;;;;;
60049020;List 3;25;;;;;;
60049090;List 3;25;;;;;;
60052100;List 3;25;;;;;;
60052200;List 3;25;;;;;;
60052300;List 3;25;;;;;;
60052400;List 3;25;;;;;;
60053600;List 3;25;;;;;;
60053700;List 3;25;;;;;;
60053800;List 3;25;;;;;;
60053900;List 3;25;;;;;;
60054200;List 3;25;;;;;;
60054300;List 3;25;;;;;;
60054400;List 3;25;;;;;;
60059010;List 3;25;;;;;;
60059090;List 3;25;;;;;;
60061000;List 3;25;;;;;;
60062110;List 3;25;;;;;;
60062190;List 3;25;;;;;;
60062210;List 3;25;;;;;;
60062290;List 3;25;;;;;;
60062310;List 3;25;;;;;;
60062390;List 3;25;;;;;;
60062410;List 3;25;;;;;;
60063100;List 3;25;;;;;;
60063200;List 3;25;;;;;;
60063300;List 3;25;;;;;;
60063400;List 3;25;;;;;;
60064200;List 3;25;;;;;;
60064300;List 3;25;;;;;;
60064400;List 3;25;;;;;;
60069010;List 3;25;;;;;;
60069090;List 3;25;;;;;;
65010030;List 3;25;;;;;;
65010060;List 3;25;;;;;;
65010090;List 3;25;;;;;;
65020020;List 3;25;;;;;;
65020040;List 3;25;;;;;;
65020060;List 3;25;;;;;;
65020090;List 3;25;;;;;;
65040030;List 3;25;;;;;;
65040060;List 3;25;;;;;;
65040090;List 3;25;;;;;;
65050004;List 3;25;;;;;;
65050008;List 3;25;;;;;;
65050015;List 3;25;;;;;;
65050020;List 3;25;;;;;;
65050025;List 3;25;;;;;;
65050030;List 3;25;;;;;;
65050040;List 3;25;;;;;;
65050050;List 3;25;;;;;;
65050060;List 3;25;;;;;;
65050070;List 3;25;;;;;;
65050080;List 3;25;;;;;;
65050090;List 3;25;;;;;;
65069100;List 3;25;;;;;;
65069930;List 3;25;;;;;;
65069960;List 3;25;;;;;;
65070000;List 3;25;;;;;;
67010030;List 3;25;;;;;;
67010060;List 3;25;;;;;;
68010000;List 3;25;;;;;;
68021000;List 3;25;;;;;;
68022110;List 3;25;;;;;;
68022150;List 3;25;;;;;;
68022300;List 3;25;;;;;;
68022910;List 3;25;;;;;;
68022990;List 3;25;;;;;;
68029105;List 3;25;;;;;;
68029115;List 3;25;;;;;;
68029120;List 3;25;;;;;;
68029125;List 3;25;;;;;;
68029130;List 3;25;;;;;;
68029200;List 3;25;;;;;;
68029300;List 3;25;;;;;;
68029900;List 3;25;;;;;;
68030010;List 3;25;;;;;;
68030050;List 3;25;;;;;;
68041000;List 3;25;;;;;;
68042100;List 3;25;;;;;;
68042210;List 3;25;;;;;;
68042240;List 3;25;;;;;;
68042260;List 3;25;;;;;;
68042300;List 3;25;;;;;;
68043000;List 3;25;;;;;;
68051000;List 3;25;;;;;;
68052000;List 3;25;;;;;;
68053010;List 3;25;;;;;;
68053050;List 3;25;;;;;;
68061000;List 3;25;;;;;;
68062000;List 3;25;;;;;;
68069000;List 3;25;;;;;;
68071000;List 3;25;;;;;;
68079000;List 3;25;;;;;;
68080000;List 3;25;;;;;;
68091100;List 3;25;;;;;;
68091900;List 3;25;;;;;;
68099000;List 3;25;;;;;;
68101100;List 3;25;;;;;;
68101912;List 3;25;;;;;;
68101914;List 3;25;;;;;;
68101950;List 3;25;;;;;;
68109100;List 3;25;;;;;;
68109900;List 3;25;;;;;;
68114000;List 3;25;;;;;;
68118100;List 3;25;;;;;;
68118200;List 3;25;;;;;;
68118910;List 3;25;;;;;;
68118990;List 3;25;;;;;;
68128010;List 3;25;;;;;;
68128090;List 3;25;;;;;;
68129110;List 3;25;;;;;;
68129190;List 3;25;;;;;;
68129910;List 3;25;;;;;;
68129920;List 3;25;;;;;;
68129990;List 3;25;;;;;;
68132000;List 3;25;;;;;;
68138100;List 3;25;;;;;;
68138900;List 3;25;;;;;;
68141000;List 3;25;;;;;;
68149000;List 3;25;;;;;;
68151100;List 3;25;;;;;;
68151200;List 3;25;;;;;;
68151300;List 3;25;;;;;;
68151900;List 3;25;;;;;;
68152000;List 3;25;;;;;;
68159100;List 3;25;;;;;;
68159920;List 3;25;;;;;;
68159941;List 3;25;;;;;;
69010000;List 3;25;;;;;;
69021010;List 3;25;;;;;;
69021050;List 3;25;;;;;;
69022010;List 3;25;;;;;;
69022050;List 3;25;;;;;;
69029010;List 3;25;;;;;;
69029050;List 3;25;;;;;;
69031000;List 3;25;;;;;;
69032000;List 3;25;;;;;;
69039000;List 3;25;;;;;;
69041000;List 3;25;;;;;;
69049000;List 3;25;;;;;;
69051000;List 3;25;;;;;;
69059000;List 3;25;;;;;;
69060000;List 3;25;;;;;;
69072110;List 3;25;;;;;;
69072120;List 3;25;;;;;;
69072130;List 3;25;;;;;;
69072140;List 3;25;;;;;;
69072190;List 3;25;;;;;;
69072210;List 3;25;;;;;;
69072220;List 3;25;;;;;;
69072230;List 3;25;;;;;;
69072240;List 3;25;;;;;;
69072290;List 3;25;;;;;;
69072310;List 3;25;;;;;;
69072320;List 3;25;;;;;;
69072330;List 3;25;;;;;;
69072340;List 3;25;;;;;;
69072390;List 3;25;;;;;;
69073010;List 3;25;;;;;;
69073020;List 3;25;;;;;;
69073030;List 3;25;;;;;;
69073040;List 3;25;;;;;;
69073090;List 3;25;;;;;;
69074010;List 3;25;;;;;;
69074020;List 3;25;;;;;;
69074030;List 3;25;;;;;;
69074040;List 3;25;;;;;;
69074090;List 3;25;;;;;;
69091120;List 3;25;;;;;;
69091140;List 3;25;;;;;;
69091200;List 3;25;;;;;;
69091910;List 3;25;;;;;;
69091950;List 3;25;;;;;;
69099000;List 3;25;;;;;;
69141040;List 3;25;;;;;;
69141080;List 3;25;;;;;;
69149041;List 3;25;;;;;;
69149080;List 3;25;;;;;;
70010010;List 3;25;;;;;;
70010020;List 3;25;;;;;;
70010051;List 3;25;;;;;;
70021010;List 3;25;;;;;;
70021020;List 3;25;;;;;;
70022050;List 3;25;;;;;;
70023100;List 3;25;;;;;;
70023200;List 3;25;;;;;;
70023900;List 3;25;;;;;;
70031200;List 3;25;;;;;;
70031900;List 3;25;;;;;;
70032000;List 3;25;;;;;;
70033000;List 3;25;;;;;;
70042010;List 3;25;;;;;;
70042020;List 3;25;;;;;;
70042050;List 3;25;;;;;;
70049005;List 3;25;;;;;;
70049010;List 3;25;;;;;;
70049015;List 3;25;;;;;;
70049020;List 3;25;;;;;;
70049025;List 3;25;;;;;;
70049030;List 3;25;;;;;;
70049040;List 3;25;;;;;;
70049050;List 3;25;;;;;;
70051040;List 3;25;;;;;;
70051080;List 3;25;;;;;;
70052110;List 3;25;;;;;;
70052120;List 3;25;;;;;;
70052904;List 3;25;;;;;;
70052908;List 3;25;;;;;;
70052914;List 3;25;;;;;;
70052918;List 3;25;;;;;;
70052925;List 3;25;;;;;;
70053000;List 3;25;;;;;;
70060010;List 3;25;;;;;;
70060020;List 3;25;;;;;;
70060040;List 3;25;;;;;;
70071100;List 3;25;;;;;;
70071900;List 3;25;;;;;;
70072111;List 3;25;;;;;;
70072151;List 3;25;;;;;;
70072900;List 3;25;;;;;;
70080000;List 3;25;;;;;;
70091000;List 3;25;;;;;;
70099110;List 3;25;;;;;;
70099150;List 3;25;;;;;;
70099210;List 3;25;;;;;;
70099250;List 3;25;;;;;;
70101000;List 3;25;;;;;;
70102020;List 3;25;;;;;;
70102030;List 3;25;;;;;;
70109005;List 3;25;;;;;;
70109020;List 3;25;;;;;;
70109030;List 3;25;;;;;;
70109050;List 3;25;;;;;;
70111010;List 3;25;;;;;;
70111050;List 3;25;;;;;;
70112010;List 3;25;;;;;;
70112045;List 3;25;;;;;;
70112085;List 3;25;;;;;;
70119000;List 3;25;;;;;;
70140010;List 3;25;;;;;;
70140020;List 3;25;;;;;;
70140030;List 3;25;;;;;;
70140050;List 3;25;;;;;;
70161000;List 3;25;;;;;;
70169010;List 3;25;;;;;;
70169050;List 3;25;;;;;;
70171030;List 3;25;;;;;;
70171060;List 3;25;;;;;;
70172000;List 3;25;;;;;;
70179010;List 3;25;;;;;;
70179050;List 3;25;;;;;;
70181010;List 3;25;;;;;;
70181020;List 3;25;;;;;;
70181050;List 3;25;;;;;;
70182000;List 3;25;;;;;;
70189050;List 3;25;;;;;;
70191100;List 3;25;;;;;;
70191200;List 3;25;;;;;;
70191305;List 3;25;;;;;;
70191315;List 3;25;;;;;;
70191324;List 3;25;;;;;;
70191328;List 3;25;;;;;;
70191335;List 3;25;;;;;;
70191400;List 3;25;;;;;;
70191500;List 3;25;;;;;;
70191970;List 3;25;;;;;;
70191991;List 3;25;;;;;;
70196105;List 3;25;;;;;;
70196110;List 3;25;;;;;;
70196130;List 3;25;;;;;;
70196140;List 3;25;;;;;;
70196170;List 3;25;;;;;;
70196205;List 3;25;;;;;;
70196215;List 3;25;;;;;;
70196230;List 3;25;;;;;;
70196240;List 3;25;;;;;;
70196270;List 3;25;;;;;;
70196305;List 3;25;;;;;;
70196315;List 3;25;;;;;;
70196330;List 3;25;;;;;;
70196340;List 3;25;;;;;;
70196370;List 3;25;;;;;;
70196390;List 3;25;;;;;;
70196405;List 3;25;;;;;;
70196415;List 3;25;;;;;;
70196430;List 3;25;;;;;;
70196440;List 3;25;;;;;;
70196470;List 3;25;;;;;;
70196551;List 3;25;;;;;;
70196590;List 3;25;;;;;;
70196630;List 3;25;;;;;;
70196640;List 3;25;;;;;;
70196670;List 3;25;;;;;;
70196690;List 3;25;;;;;;
70196930;List 3;25;;;;;;
70196940;List 3;25;;;;;;
70196970;List 3;25;;;;;;
70196990;List 3;25;;;;;;
70197100;List 3;25;;;;;;
70197205;List 3;25;;;;;;
70197215;List 3;25;;;;;;
70197230;List 3;25;;;;;;
70197240;List 3;25;;;;;;
70197270;List 3;25;;;;;;
70197351;List 3;25;;;;;;
70197390;List 3;25;;;;;;
70198010;List 3;25;;;;;;
70198090;List 3;25;;;;;;
70199011;List 3;25;;;;;;
70199051;List 3;25;;;;;;
70200030;List 3;25;;;;;;
70200040;List 3;25;;;;;;
70200060;List 3;25;;;;;;
71022110;List 3;25;;;;;;
71022130;List 3;25;;;;;;
71022140;List 3;25;;;;;;
71022900;List 3;25;;;;;;
71051000;List 3;25;;;;;;
71059000;List 3;25;;;;;;
71061000;List 3;25;;;;;;
71069110;List 3;25;;;;;;
71069150;List 3;25;;;;;;
71069210;List 3;25;;;;;;
71069250;List 3;25;;;;;;
71070000;List 3;25;;;;;;
71081100;List 3;25;;;;;;
71081210;List 3;25;;;;;;
71081250;List 3;25;;;;;;
71081310;List 3;25;;;;;;
71081355;List 3;25;;;;;;
71081370;List 3;25;;;;;;
71082000;List 3;25;;;;;;
71090000;List 3;25;;;;;;
71101100;List 3;25;;;;;;
71101900;List 3;25;;;;;;
71102100;List 3;25;;;;;;
71102900;List 3;25;;;;;;
71103100;List 3;25;;;;;;
71103900;List 3;25;;;;;;
71104100;List 3;25;;;;;;
71104900;List 3;25;;;;;;
71110000;List 3;25;;;;;;
71123001;List 3;25;;;;;;
71129101;List 3;25;;;;;;
71129201;List 3;25;;;;;;
71129901;List 3;25;;;;;;
71141110;List 3;25;;;;;;
71141120;List 3;25;;;;;;
71141130;List 3;25;;;;;;
71141140;List 3;25;;;;;;
71141145;List 3;25;;;;;;
71141150;List 3;25;;;;;;
71141160;List 3;25;;;;;;
71141170;List 3;25;;;;;;
71141900;List 3;25;;;;;;
71142000;List 3;25;;;;;;
71151000;List 3;25;;;;;;
71159005;List 3;25;;;;;;
71159030;List 3;25;;;;;;
71159040;List 3;25;;;;;;
71159060;List 3;25;;;;;;
72011000;List 3;25;;;;;;
72012000;List 3;25;;;;;;
72015030;List 3;25;;;;;;
72015060;List 3;25;;;;;;
72021110;List 3;25;;;;;;
72021150;List 3;25;;;;;;
72021910;List 3;25;;;;;;
72021950;List 3;25;;;;;;
72022110;List 3;25;;;;;;
72022150;List 3;25;;;;;;
72022175;List 3;25;;;;;;
72022190;List 3;25;;;;;;
72022900;List 3;25;;;;;;
72023000;List 3;25;;;;;;
72024100;List 3;25;;;;;;
72024910;List 3;25;;;;;;
72024950;List 3;25;;;;;;
72025000;List 3;25;;;;;;
72028000;List 3;25;;;;;;
72029100;List 3;25;;;;;;
72029200;List 3;25;;;;;;
72029910;List 3;25;;;;;;
72029920;List 3;25;;;;;;
72031000;List 3;25;;;;;;
72039000;List 3;25;;;;;;
72041000;List 3;25;;;;;;
72042100;List 3;25;;;;;;
72042900;List 3;25;;;;;;
72043000;List 3;25;;;;;;
72044100;List 3;25;;;;;;
72044900;List 3;25;;;;;;
72045000;List 3;25;;;;;;
72051000;List 3;25;;;;;;
72052100;List 3;25;;;;;;
72052900;List 3;25;;;;;;
72166100;List 3;25;;;;;;
72166900;List 3;25;;;;;;
72169100;List 3;25;;;;;;
73012010;List 3;25;;;;;;
73012050;List 3;25;;;;;;
73023000;List 3;25;;;;;;
73030000;List 3;25;;;;;;
73071100;List 3;25;;;;;;
73071930;List 3;25;;;;;;
73071990;List 3;25;;;;;;
73072110;List 3;25;;;;;;
73072150;List 3;25;;;;;;
73072210;List 3;25;;;;;;
73072250;List 3;25;;;;;;
73072300;List 3;25;;;;;;
73072900;List 3;25;;;;;;
73079110;List 3;25;;;;;;
73079130;List 3;25;;;;;;
73079150;List 3;25;;;;;;
73079230;List 3;25;;;;;;
73079290;List 3;25;;;;;;
73079330;List 3;25;;;;;;
73079360;List 3;25;;;;;;
73079390;List 3;25;;;;;;
73079910;List 3;25;;;;;;
73079930;List 3;25;;;;;;
73079950;List 3;25;;;;;;
73083010;List 3;25;;;;;;
73083050;List 3;25;;;;;;
73084000;List 3;25;;;;;;
73090000;List 3;25;;;;;;
73101000;List 3;25;;;;;;
73102100;List 3;25;;;;;;
73102900;List 3;25;;;;;;
73110000;List 3;25;;;;;;
73121005;List 3;25;;;;;;
73121010;List 3;25;;;;;;
73121020;List 3;25;;;;;;
73121030;List 3;25;;;;;;
73121050;List 3;25;;;;;;
73121060;List 3;25;;;;;;
73121070;List 3;25;;;;;;
73121080;List 3;25;;;;;;
73121090;List 3;25;;;;;;
73129000;List 3;25;;;;;;
73130000;List 3;25;;;;;;
73141210;List 3;25;;;;;;
73141220;List 3;25;;;;;;
73141230;List 3;25;;;;;;
73141260;List 3;25;;;;;;
73141290;List 3;25;;;;;;
73141410;List 3;25;;;;;;
73141420;List 3;25;;;;;;
73141430;List 3;25;;;;;;
73141460;List 3;25;;;;;;
73141490;List 3;25;;;;;;
73141901;List 3;25;;;;;;
73142000;List 3;25;;;;;;
73143110;List 3;25;;;;;;
73143150;List 3;25;;;;;;
73143900;List 3;25;;;;;;
73144100;List 3;25;;;;;;
73144200;List 3;25;;;;;;
73144930;List 3;25;;;;;;
73144960;List 3;25;;;;;;
73145000;List 3;25;;;;;;
73151100;List 3;25;;;;;;
73151200;List 3;25;;;;;;
73151900;List 3;25;;;;;;
73152010;List 3;25;;;;;;
73152050;List 3;25;;;;;;
73158100;List 3;25;;;;;;
73158210;List 3;25;;;;;;
73158230;List 3;25;;;;;;
73158250;List 3;25;;;;;;
73158270;List 3;25;;;;;;
73158910;List 3;25;;;;;;
73158930;List 3;25;;;;;;
73158950;List 3;25;;;;;;
73159000;List 3;25;;;;;;
73160000;List 3;25;;;;;;
73170020;List 3;25;;;;;;
73170030;List 3;25;;;;;;
73170055;List 3;25;;;;;;
73170065;List 3;25;;;;;;
73170075;List 3;25;;;;;;
73181100;List 3;25;;;;;;
73181200;List 3;25;;;;;;
73181300;List 3;25;;;;;;
73181410;List 3;25;;;;;;
73181450;List 3;25;;;;;;
73181520;List 3;25;;;;;;
73181540;List 3;25;;;;;;
73181550;List 3;25;;;;;;
73181560;List 3;25;;;;;;
73181580;List 3;25;;;;;;
73181900;List 3;25;;;;;;
73182100;List 3;25;;;;;;
73182200;List 3;25;;;;;;
73182300;List 3;25;;;;;;
73182400;List 3;25;;;;;;
73182900;List 3;25;;;;;;
73201030;List 3;25;;;;;;
73201060;List 3;25;;;;;;
73201090;List 3;25;;;;;;
73209010;List 3;25;;;;;;
73209050;List 3;25;;;;;;
73211110;List 3;25;;;;;;
73211130;List 3;25;;;;;;
73211160;List 3;25;;;;;;
73219010;List 3;25;;;;;;
73219020;List 3;25;;;;;;
73219040;List 3;25;;;;;;
73219050;List 3;25;;;;;;
73219060;List 3;25;;;;;;
73221100;List 3;25;;;;;;
73221900;List 3;25;;;;;;
73229000;List 3;25;;;;;;
73231000;List 3;25;;;;;;
73239990;List 3;25;;;;;;
73241000;List 3;25;;;;;;
73242110;List 3;25;;;;;;
73242150;List 3;25;;;;;;
73249000;List 3;25;;;;;;
73251000;List 3;25;;;;;;
73259100;List 3;25;;;;;;
73259910;List 3;25;;;;;;
73259950;List 3;25;;;;;;
73261100;List 3;25;;;;;;
73261900;List 3;25;;;;;;
73262000;List 3;25;;;;;;
73269010;List 3;25;;;;;;
73269025;List 3;25;;;;;;
73269035;List 3;25;;;;;;
73269045;List 3;25;;;;;;
73269060;List 3;25;;;;;;
73269086;List 3;25;;;;;;
74020000;List 3;25;;;;;;
74031100;List 3;25;;;;;;
74031200;List 3;25;;;;;;
74031300;List 3;25;;;;;;
74031900;List 3;25;;;;;;
74032100;List 3;25;;;;;;
74032200;List 3;25;;;;;;
74032901;List 3;25;;;;;;
74040030;List 3;25;;;;;;
74040060;List 3;25;;;;;;
74050010;List 3;25;;;;;;
74050060;List 3;25;;;;;;
74061000;List 3;25;;;;;;
74062000;List 3;25;;;;;;
74071015;List 3;25;;;;;;
74071030;List 3;25;;;;;;
74071050;List 3;25;;;;;;
74072115;List 3;25;;;;;;
74072130;List 3;25;;;;;;
74072150;List 3;25;;;;;;
74072170;List 3;25;;;;;;
74072190;List 3;25;;;;;;
74072916;List 3;25;;;;;;
74072934;List 3;25;;;;;;
74072938;List 3;25;;;;;;
74072940;List 3;25;;;;;;
74072950;List 3;25;;;;;;
74081130;List 3;25;;;;;;
74081160;List 3;25;;;;;;
74081900;List 3;25;;;;;;
74082100;List 3;25;;;;;;
74082210;List 3;25;;;;;;
