data_type;exporter;iso2;un_code;hs_8digit;hs_8digit_name;us_imports
2025 New Combination;Cambodia;KH;116;62099020;;0
2025 New Combination;Cambodia;KH;116;84818010;;0
2025 New Combination;Cambodia;KH;116;84818050;;0
2025 New Combination;Cambodia;KH;116;84138100;;0
2025 New Combination;Cambodia;KH;116;90261060;;0
2025 New Combination;Cambodia;KH;116;83099000;;0
2025 New Combination;Cambodia;KH;116;83089090;;0
2025 New Combination;Cameroon;CM;120;85013120;;0
2025 New Combination;Cameroon;CM;120;71039100;;0
2025 New Combination;Cameroon;CM;120;85163100;;0
2025 New Combination;Cameroon;CM;120;40094100;;0
2025 New Combination;Cameroon;CM;120;42022215;;0
2025 New Combination;Cameroon;CM;120;96032980;;0
2025 New Combination;Cameroon;CM;120;40094200;;0
2025 New Combination;Cameroon;CM;120;20094140;;0
2025 New Combination;Cameroon;CM;120;62014060;;0
2025 New Combination;Cameroon;CM;120;64021915;;0
2025 New Combination;Cameroon;CM;120;64039990;;0
2025 New Combination;Cameroon;CM;120;85399000;;0
2025 New Combination;Cameroon;CM;120;85177900;;0
2025 New Combination;Cameroon;CM;120;85184020;;0
2025 New Combination;Cameroon;CM;120;85389081;;0
2025 New Combination;Cameroon;CM;120;84714101;;0
2025 New Combination;Cameroon;CM;120;61103030;;0
2025 New Combination;Cameroon;CM;120;62024075;;0
2025 New Combination;Cameroon;CM;120;95043000;;0
2025 New Combination;Cameroon;CM;120;73211200;;0
2025 New Combination;Cameroon;CM;120;90049000;;0
2025 New Combination;Cameroon;CM;120;62044340;;0
2025 New Combination;Cameroon;CM;120;97051000;;0
2025 New Combination;Cameroon;CM;120;90189080;;0
2025 New Combination;Cameroon;CM;120;97061000;;0
2025 New Combination;Cameroon;CM;120;85249190;;0
2025 New Combination;Cameroon;CM;120;84089090;;0
2025 New Combination;Cameroon;CM;120;62014075;;0
2025 New Combination;Cameroon;CM;120;39249056;;0
2025 New Combination;Cameroon;CM;120;84082010;;0
2025 New Combination;Cameroon;CM;120;94039910;;0
2025 New Combination;Cameroon;CM;120;62101020;;0
2025 New Combination;Cameroon;CM;120;82032080;;0
2025 New Combination;Cameroon;CM;120;94054284;;0
2025 New Combination;Cameroon;CM;120;96170060;;0
2025 New Combination;Cameroon;CM;120;44092941;;0
2025 New Combination;Cameroon;CM;120;44071100;;0
2025 New Combination;Cameroon;CM;120;29349939;;0
2025 New Combination;Cameroon;CM;120;71023100;;0
2025 New Combination;Cameroon;CM;120;96072000;;0
2025 New Combination;Cameroon;CM;120;39159000;;0
2025 New Combination;Cameroon;CM;120;94033080;;0
2025 New Combination;Cameroon;CM;120;62046928;;0
2025 New Combination;Cameroon;CM;120;85287284;;0
2025 New Combination;Cameroon;CM;120;85447000;;0
2025 New Combination;Cameroon;CM;120;63062921;;0
2025 New Combination;Cameroon;CM;120;07108070;;0
2025 New Combination;Cameroon;CM;120;83100000;;0
2025 New Combination;Cameroon;CM;120;97053100;;0
2025 New Combination;Cameroon;CM;120;42034060;;0
2025 New Combination;Cameroon;CM;120;39241030;;0
2025 New Combination;Cameroon;CM;120;94054260;;0
2025 New Combination;Cameroon;CM;120;83089060;;0
2025 New Combination;Cameroon;CM;120;08027020;;0
2025 New Combination;Cameroon;CM;120;09041200;;0
2025 New Combination;Cameroon;CM;120;39219040;;0
2025 New Combination;Cameroon;CM;120;09042276;;0
2025 New Combination;Cameroon;CM;120;85181080;;0
2025 New Combination;Cameroon;CM;120;40103545;;0
2025 New Combination;Cameroon;CM;120;44209080;;0
2025 New Combination;Cameroon;CM;120;94039100;;0
2025 New Combination;Cameroon;CM;120;65069960;;0
2025 New Combination;Cameroon;CM;120;42023210;;0
2025 New Combination;Cameroon;CM;120;85423300;;0
2025 New Combination;Cameroon;CM;120;94049096;;0
2025 New Combination;Cameroon;CM;120;40151210;;0
2025 New Combination;Cameroon;CM;120;95069960;;0
2025 New Combination;Cameroon;CM;120;07133921;;0
2025 New Combination;Cameroon;CM;120;03055900;;0
2025 New Combination;Cameroon;CM;120;48237000;;0
2025 New Combination;Cameroon;CM;120;39235000;;0
2025 New Combination;Cameroon;CM;120;85364100;;0
2025 New Combination;Cameroon;CM;120;56090040;;0
2025 New Combination;Cameroon;CM;120;30065000;;0
2025 New Combination;Cameroon;CM;120;39239000;;0
2025 New Combination;Cameroon;CM;120;42032950;;0
2025 New Combination;Cameroon;CM;120;87087060;;0
2025 New Combination;Cameroon;CM;120;65069100;;0
2025 New Combination;Cameroon;CM;120;42050080;;0
2025 New Combination;Cameroon;CM;120;12093000;;0
2025 New Combination;Cameroon;CM;120;84249005;;0
2025 New Combination;Cameroon;CM;120;85051100;;0
2025 New Combination;Cameroon;CM;120;39259000;;0
2025 New Combination;Cameroon;CM;120;96032100;;0
2025 New Combination;Cameroon;CM;120;39233000;;0
2025 New Combination;Cameroon;CM;120;30059050;;0
2025 New Combination;Cameroon;CM;120;67021040;;0
2025 New Combination;Cameroon;CM;120;85429000;;0
2025 New Combination;Cameroon;CM;120;85364900;;0
2025 New Combination;Cameroon;CM;120;84807180;;0
2025 New Combination;Cameroon;CM;120;20089960;;0
2025 New Combination;Cameroon;CM;120;09109960;;0
2025 New Combination;Cameroon;CM;120;44123332;;0
2025 New Combination;Cameroon;CM;120;61159690;;0
2025 New Combination;Cameroon;CM;120;39191020;;0
2025 New Combination;Cameroon;CM;120;85299098;;0
2025 New Combination;Cameroon;CM;120;71131950;;0
2025 New Combination;Cameroon;CM;120;62046280;;0
2025 New Combination;Cameroon;CM;120;84715001;;0
2025 New Combination;Cameroon;CM;120;84212300;;0
2025 New Combination;Cameroon;CM;120;12077000;;0
2025 New Combination;Cameroon;CM;120;63039100;;0
2025 New Combination;Cameroon;CM;120;85414100;;0
2025 New Combination;Cameroon;CM;120;85366980;;0
2025 New Combination;Cameroon;CM;120;38029020;;0
2025 New Combination;Cameroon;CM;120;85045040;;0
2025 New Combination;Canada;CA;124;29311000;;0
2025 New Combination;Canada;CA;124;68132000;;0
2025 New Combination;Canada;CA;124;38249931;;0
2025 New Combination;Canada;CA;124;68118990;;0
2025 New Combination;Canada;CA;124;55151305;;0
2025 New Combination;Canada;CA;124;38221200;;0
2025 New Combination;Canada;CA;124;29339908;;0
2025 New Combination;Canada;CA;124;29349970;;0
2025 New Combination;Canada;CA;124;29362916;;0
2025 New Combination;Canada;CA;124;84061010;;0
2025 New Combination;Canada;CA;124;03035400;;0
2025 New Combination;Canada;CA;124;84601200;;0
2025 New Combination;Canada;CA;124;54081000;;0
2025 New Combination;Canada;CA;124;32041620;;0
2025 New Combination;Canada;CA;124;61121100;;0
2025 New Combination;Canada;CA;124;61041915;;0
2025 New Combination;Canada;CA;124;54076121;;0
2025 New Combination;Canada;CA;124;54076111;;0
2025 New Combination;Canada;CA;124;74099050;;0
2025 New Combination;Canada;CA;124;60019100;;0
2025 New Combination;Canada;CA;124;52083210;;0
2025 New Combination;Canada;CA;124;51121920;;0
2025 New Combination;Canada;CA;124;51100000;;0
2025 New Combination;Canada;CA;124;81021000;;0
2025 New Combination;Canada;CA;124;62046115;;0
2025 New Combination;Canada;CA;124;12112015;;0
2025 New Combination;Canada;CA;124;96200060;;0
2025 New Combination;Canada;CA;124;14042000;;0
2025 New Combination;Canada;CA;124;15043000;;0
2025 New Combination;Canada;CA;124;71179055;;0
2025 New Combination;Canada;CA;124;03056140;;0
2025 New Combination;Canada;CA;124;83051000;;0
2025 New Combination;Canada;CA;124;48025720;;0
2025 New Combination;Canada;CA;124;16052105;;0
2025 New Combination;Canada;CA;124;71132010;;0
2025 New Combination;Canada;CA;124;44125210;;0
2025 New Combination;Canada;CA;124;18062028;;0
2025 New Combination;Canada;CA;124;81092100;;0
2025 New Combination;Canada;CA;124;74082100;;0
2025 New Combination;Canada;CA;124;19011091;;0
2025 New Combination;Canada;CA;124;19012030;;0
2025 New Combination;Canada;CA;124;19012045;;0
2025 New Combination;Canada;CA;124;04062053;;0
2025 New Combination;Canada;CA;124;62024040;;0
2025 New Combination;Canada;CA;124;02041000;;0
2025 New Combination;Canada;CA;124;85299078;;0
2025 New Combination;Canada;CA;124;87044300;;0
2025 New Combination;Canada;CA;124;20087010;;0
2025 New Combination;Canada;CA;124;62112028;;0
2025 New Combination;Canada;CA;124;70196305;;0
2025 New Combination;Canada;CA;124;72251100;;0
2025 New Combination;Canada;CA;124;72253011;;0
2025 New Combination;Canada;CA;124;61169294;;0
2025 New Combination;Canada;CA;124;08029998;;0
2025 New Combination;Canada;CA;124;91012110;;0
2025 New Combination;Canada;CA;124;91012990;;0
2025 New Combination;Canada;CA;124;62132010;;0
2025 New Combination;Canada;CA;124;91021280;;0
2025 New Combination;Canada;CA;124;91022150;;0
2025 New Combination;Canada;CA;124;91022904;;0
2025 New Combination;Canada;CA;124;91022955;;0
2025 New Combination;Canada;CA;124;22089005;;0
2025 New Combination;Canada;CA;124;85232920;;0
2025 New Combination;Canada;CA;124;24021080;;0
2025 New Combination;Canada;CA;124;82031060;;0
2025 New Combination;Canada;CA;124;91139080;;0
2025 New Combination;Canada;CA;124;91143080;;0
2025 New Combination;Canada;CA;124;25131000;;0
2025 New Combination;Canada;CA;124;85286905;;0
2025 New Combination;Canada;CA;124;95042020;;0
2025 New Combination;Canada;CA;124;57025056;;0
2025 New Combination;Canada;CA;124;57025052;;0
2025 New Combination;Canada;CA;124;92099961;;0
2025 New Combination;Canada;CA;124;93019030;;0
2025 New Combination;Canada;CA;124;84431400;;0
2025 New Combination;Canada;CA;124;28372051;;0
2025 New Combination;Canada;CA;124;84433940;;0
2025 New Combination;Canada;CA;124;29049947;;0
2025 New Combination;Canada;CA;124;69111052;;0
2025 New Combination;Canada;CA;124;85392940;;0
2025 New Combination;Canada;CA;124;03021900;;0
2025 New Combination;Canada;CA;124;84472060;;0
2025 New Combination;Canada;CA;124;29126000;;0
2025 New Combination;Canada;CA;124;29130050;;0
2025 New Combination;Canada;CA;124;29156050;;0
2025 New Combination;Canada;CA;124;69073090;;0
2025 New Combination;Canada;CA;124;29163455;;0
2025 New Combination;Canada;CA;124;62013070;;0
2025 New Combination;Canada;CA;124;29224943;;0
2025 New Combination;Canada;CA;124;29225013;;0
2025 New Combination;Canada;CA;124;29242977;;0
2025 New Combination;Canada;CA;124;64039111;;0
2025 New Combination;Canada;CA;124;55163310;;0
2025 New Combination;Canada;CA;124;55162400;;0
2025 New Combination;Canada;CA;124;08054080;;0
2025 New Combination;Canada;CA;124;62012019;;0
2025 New Combination;Canada;CA;124;95061240;;0
2025 New Combination;Canada;CA;124;61161017;;0
2025 New Combination;Canada;CA;124;38248400;;0
2025 New Combination;Canada;CA;124;68118100;;0
2025 New Combination;Canada;CA;124;72282010;;0
2025 New Combination;Canada;CA;124;38123920;;0
2025 New Combination;Canada;CA;124;73052040;;0
2025 New Combination;Canada;CA;124;85099025;;0
2025 New Combination;Canada;CA;124;64041151;;0
2025 New Combination;Canada;CA;124;52083980;;0
2025 New Combination;Canada;CA;124;91119070;;0
2025 New Combination;Canada;CA;124;54076129;;0
2025 New Combination;Canada;CA;124;96170060;;0
2025 New Combination;Canada;CA;124;74102200;;0
2025 New Combination;Canada;CA;124;55063000;;0
2025 New Combination;Canada;CA;124;44124200;;0
2025 New Combination;Canada;CA;124;44125231;;0
2025 New Combination;Canada;CA;124;85287280;;0
2025 New Combination;Canada;CA;124;62112068;;0
2025 New Combination;Canada;CA;124;56079015;;0
2025 New Combination;Canada;CA;124;05119933;;0
2025 New Combination;Canada;CA;124;48026220;;0
2025 New Combination;Canada;CA;124;70021010;;0
2025 New Combination;Canada;CA;124;81124110;;0
2025 New Combination;Canada;CA;124;96200025;;0
2025 New Combination;Canada;CA;124;28281000;;0
2025 New Combination;Canada;CA;124;28341050;;0
2025 New Combination;Canada;CA;124;07089040;;0
2025 New Combination;Canada;CA;124;28499010;;0
2025 New Combination;Canada;CA;124;90181160;;0
2025 New Combination;Canada;CA;124;71022110;;0
2025 New Combination;Canada;CA;124;29032900;;0
2025 New Combination;Canada;CA;124;29037201;;0
2025 New Combination;Canada;CA;124;29089915;;0
2025 New Combination;Canada;CA;124;29110050;;0
2025 New Combination;Canada;CA;124;90141060;;0
2025 New Combination;Canada;CA;124;41071920;;0
2025 New Combination;Canada;CA;124;03043900;;0
2025 New Combination;Canada;CA;124;07123940;;0
2025 New Combination;Canada;CA;124;72171010;;0
2025 New Combination;Canada;CA;124;72171020;;0
2025 New Combination;Canada;CA;124;90066901;;0
2025 New Combination;Canada;CA;124;72191300;;0
2025 New Combination;Canada;CA;124;41012070;;0
2025 New Combination;Canada;CA;124;29242947;;0
2025 New Combination;Canada;CA;124;29304000;;0
2025 New Combination;Canada;CA;124;60012900;;0
2025 New Combination;Canada;CA;124;29329500;;0
2025 New Combination;Canada;CA;124;60049090;;0
2025 New Combination;Canada;CA;124;29332960;;0
2025 New Combination;Canada;CA;124;97052100;;0
2025 New Combination;Canada;CA;124;65010030;;0
2025 New Combination;Canada;CA;124;57025059;;0
2025 New Combination;Canada;CA;124;48052450;;0
2025 New Combination;Canada;CA;124;48239040;;0
2025 New Combination;Canada;CA;124;83059030;;0
2025 New Combination;Canada;CA;124;03047410;;0
2025 New Combination;Canada;CA;124;46029000;;0
2025 New Combination;Canada;CA;124;69120020;;0
2025 New Combination;Canada;CA;124;61178087;;0
2025 New Combination;Canada;CA;124;03022300;;0
2025 New Combination;Canada;CA;124;41015020;;0
2025 New Combination;Canada;CA;124;94019120;;0
2025 New Combination;Canada;CA;124;82119110;;0
2025 New Combination;Canada;CA;124;84512100;;0
2025 New Combination;Canada;CA;124;29144040;;0
2025 New Combination;Canada;CA;124;55132100;;0
2025 New Combination;Canada;CA;124;91021240;;0
2025 New Combination;Canada;CA;124;25251000;;0
2025 New Combination;Canada;CA;124;20049010;;0
2025 New Combination;Canada;CA;124;25309010;;0
2025 New Combination;Canada;CA;124;02044220;;0
2025 New Combination;Canada;CA;124;36069040;;0
2025 New Combination;Canada;CA;124;62034106;;0
2025 New Combination;Canada;CA;124;84068110;;0
2025 New Combination;Canada;CA;124;91051180;;0
2025 New Combination;Canada;CA;124;61159940;;0
2025 New Combination;Canada;CA;124;90181400;;0
2025 New Combination;Canada;CA;124;96200015;;0
2025 New Combination;Canada;CA;124;54024400;;0
2025 New Combination;Canada;CA;124;87045100;;0
2025 New Combination;Canada;CA;124;08134040;;0
2025 New Combination;Canada;CA;124;87060030;;0
2025 New Combination;Canada;CA;124;91143040;;0
2025 New Combination;Canada;CA;124;29199015;;0
2025 New Combination;Canada;CA;124;53089090;;0
2025 New Combination;Canada;CA;124;32041135;;0
2025 New Combination;Canada;CA;124;40029100;;0
2025 New Combination;Canada;CA;124;48026120;;0
2025 New Combination;Canada;CA;124;29201950;;0
2025 New Combination;Canada;CA;124;29153920;;0
2025 New Combination;Canada;CA;124;71141900;;0
2025 New Combination;Canada;CA;124;48103914;;0
2025 New Combination;Canada;CA;124;87149150;;0
2025 New Combination;Canada;CA;124;19012040;;0
2025 New Combination;Canada;CA;124;62046355;;0
2025 New Combination;Canada;CA;124;29212210;;0
2025 New Combination;Canada;CA;124;18061015;;0
2025 New Combination;Canada;CA;124;82016000;;0
2025 New Combination;Canada;CA;124;29072250;;0
2025 New Combination;Canada;CA;124;84433920;;0
2025 New Combination;Canada;CA;124;84284000;;0
2025 New Combination;Canada;CA;124;62160033;;0
2025 New Combination;Canada;CA;124;44209065;;0
2025 New Combination;Canada;CA;124;72026000;;0
2025 New Combination;Canada;CA;124;61046315;;0
2025 New Combination;Canada;CA;124;61123900;;0
2025 New Combination;Canada;CA;124;85229045;;0
2025 New Combination;Canada;CA;124;63022210;;0
2025 New Combination;Canada;CA;124;58081010;;0
2025 New Combination;Canada;CA;124;74072934;;0
2025 New Combination;Canada;CA;124;01023100;;0
2025 New Combination;Canada;CA;124;85407140;;0
2025 New Combination;Canada;CA;124;06012010;;0
2025 New Combination;Canada;CA;124;32029010;;0
2025 New Combination;Canada;CA;124;62046906;;0
2025 New Combination;Canada;CA;124;69120046;;0
2025 New Combination;Canada;CA;124;07102220;;0
2025 New Combination;Canada;CA;124;07133210;;0
2025 New Combination;Canada;CA;124;62042210;;0
2025 New Combination;Canada;CA;124;62032930;;0
2025 New Combination;Canada;CA;124;08119050;;0
2025 New Combination;Canada;CA;124;62012035;;0
2025 New Combination;Canada;CA;124;09042240;;0
2025 New Combination;Canada;CA;124;70134930;;0
2025 New Combination;Canada;CA;124;96140098;;0
2025 New Combination;Canada;CA;124;04039016;;0
2025 New Combination;Canada;CA;124;17011450;;0
2025 New Combination;Canada;CA;124;93039040;;0
2025 New Combination;Canada;CA;124;91029120;;0
2025 New Combination;Canada;CA;124;91022125;;0
2025 New Combination;Canada;CA;124;54082329;;0
2025 New Combination;Canada;CA;124;54073010;;0
2025 New Combination;Canada;CA;124;54033300;;0
2025 New Combination;Canada;CA;124;70196670;;0
2025 New Combination;Canada;CA;124;52081180;;0
2025 New Combination;Canada;CA;124;20084000;;0
2025 New Combination;Canada;CA;124;48025461;;0
2025 New Combination;Canada;CA;124;47031900;;0
2025 New Combination;Canada;CA;124;84613080;;0
2025 New Combination;Canada;CA;124;84622500;;0
2025 New Combination;Canada;CA;124;44072100;;0
2025 New Combination;Canada;CA;124;84752900;;0
2025 New Combination;Canada;CA;124;41071230;;0
2025 New Combination;Canada;CA;124;41044150;;0
2025 New Combination;Canada;CA;124;40103541;;0
2025 New Combination;Canada;CA;124;28112920;;0
2025 New Combination;Canada;CA;124;28273930;;0
2025 New Combination;Canada;CA;124;28301000;;0
2025 New Combination;Canada;CA;124;39249005;;0
2025 New Combination;Canada;CA;124;87149490;;0
2025 New Combination;Canada;CA;124;29049940;;0
2025 New Combination;Canada;CA;124;29091100;;0
2025 New Combination;Canada;CA;124;29094930;;0
2025 New Combination;Canada;CA;124;29095020;;0
2025 New Combination;Canada;CA;124;29096020;;0
2025 New Combination;Canada;CA;124;85129040;;0
2025 New Combination;Canada;CA;124;29153945;;0
2025 New Combination;Canada;CA;124;85169065;;0
2025 New Combination;Canada;CA;124;29171927;;0
2025 New Combination;Canada;CA;124;38246000;;0
2025 New Combination;Canada;CA;124;51052100;;0
2025 New Combination;Canada;CA;124;70042020;;0
2025 New Combination;Canada;CA;124;52101140;;0
2025 New Combination;Canada;CA;124;96031035;;0
2025 New Combination;Canada;CA;124;16055805;;0
2025 New Combination;Canada;CA;124;98100050;;0
2025 New Combination;Canada;CA;124;55014000;;0
2025 New Combination;Canada;CA;124;85073040;;0
2025 New Combination;Canada;CA;124;62022035;;0
2025 New Combination;Canada;CA;124;29336920;;0
2025 New Combination;Canada;CA;124;62082200;;0
2025 New Combination;Canada;CA;124;85299036;;0
2025 New Combination;Canada;CA;124;58012600;;0
2025 New Combination;Canada;CA;124;58021090;;0
2025 New Combination;Canada;CA;124;28139010;;0
2025 New Combination;Canada;CA;124;74093110;;0
2025 New Combination;Canada;CA;124;84702100;;0
2025 New Combination;Canada;CA;124;28332940;;0
2025 New Combination;Canada;CA;124;28401900;;0
2025 New Combination;Canada;CA;124;28417050;;0
2025 New Combination;Canada;CA;124;61032200;;0
2025 New Combination;Canada;CA;124;61032300;;0
2025 New Combination;Canada;CA;124;68101912;;0
2025 New Combination;Canada;CA;124;84861000;;0
2025 New Combination;Canada;CA;124;48026150;;0
2025 New Combination;Canada;CA;124;48026910;;0
2025 New Combination;Canada;CA;124;44092210;;0
2025 New Combination;Canada;CA;124;44061200;;0
2025 New Combination;Canada;CA;124;03053940;;0
2025 New Combination;Canada;CA;124;85169035;;0
2025 New Combination;Canada;CA;124;36041090;;0
2025 New Combination;Canada;CA;124;37011000;;0
2025 New Combination;Canada;CA;124;37061030;;0
2025 New Combination;Canada;CA;124;29269014;;0
2025 New Combination;Canada;CA;124;61042200;;0
2025 New Combination;Canada;CA;124;29038920;;0
2025 New Combination;Canada;CA;124;08011200;;0
2025 New Combination;Canada;CA;124;07139011;;0
2025 New Combination;Canada;CA;124;82159190;;0
2025 New Combination;Canada;CA;124;62159000;;0
2025 New Combination;Canada;CA;124;29101000;;0
2025 New Combination;Canada;CA;124;04061028;;0
2025 New Combination;Canada;CA;124;71179020;;0
2025 New Combination;Canada;CA;124;62132020;;0
2025 New Combination;Canada;CA;124;39207905;;0
2025 New Combination;Canada;CA;124;72012000;;0
2025 New Combination;Canada;CA;124;61112050;;0
2025 New Combination;Canada;CA;124;73141420;;0
2025 New Combination;Canada;CA;124;61171040;;0
2025 New Combination;Canada;CA;124;61113030;;0
2025 New Combination;Canada;CA;124;61169208;;0
2025 New Combination;Canada;CA;124;92099920;;0
2025 New Combination;Canada;CA;124;84591000;;0
2025 New Combination;Canada;CA;124;85232960;;0
2025 New Combination;Canada;CA;124;38279090;;0
2025 New Combination;Canada;CA;124;22051030;;0
2025 New Combination;Canada;CA;124;81121300;;0
2025 New Combination;Canada;CA;124;54024510;;0
2025 New Combination;Canada;CA;124;54083110;;0
2025 New Combination;Canada;CA;124;74093910;;0
2025 New Combination;Canada;CA;124;56079025;;0
2025 New Combination;Canada;CA;124;29331923;;0
2025 New Combination;Canada;CA;124;41079280;;0
2025 New Combination;Canada;CA;124;41079980;;0
2025 New Combination;Canada;CA;124;07123110;;0
2025 New Combination;Canada;CA;124;28322000;;0
2025 New Combination;Canada;CA;124;72045000;;0
2025 New Combination;Canada;CA;124;32021010;;0
2025 New Combination;Canada;CA;124;28432901;;0
2025 New Combination;Canada;CA;124;28441050;;0
2025 New Combination;Canada;CA;124;29012300;;0
2025 New Combination;Canada;CA;124;70134920;;0
2025 New Combination;Canada;CA;124;43021913;;0
2025 New Combination;Canada;CA;124;03034200;;0
2025 New Combination;Canada;CA;124;03034400;;0
2025 New Combination;Canada;CA;124;84433960;;0
2025 New Combination;Canada;CA;124;05061000;;0
2025 New Combination;Canada;CA;124;20081161;;0
2025 New Combination;Canada;CA;124;03056960;;0
2025 New Combination;Canada;CA;124;64031230;;0
2025 New Combination;Canada;CA;124;44191200;;0
2025 New Combination;Canada;CA;124;44219980;;0
2025 New Combination;Canada;CA;124;48059150;;0
2025 New Combination;Canada;CA;124;96200020;;0
2025 New Combination;Canada;CA;124;38059050;;0
2025 New Combination;Canada;CA;124;39181032;;0
2025 New Combination;Canada;CA;124;89052000;;0
2025 New Combination;Canada;CA;124;17039030;;0
2025 New Combination;Canada;CA;124;17022024;;0
2025 New Combination;Canada;CA;124;62160029;;0
2025 New Combination;Canada;CA;124;42022270;;0
2025 New Combination;Canada;CA;124;62034103;;0
2025 New Combination;Canada;CA;124;90065960;;0
2025 New Combination;Canada;CA;124;29154050;;0
2025 New Combination;Canada;CA;124;03038400;;0
2025 New Combination;Canada;CA;124;62034905;;0
2025 New Combination;Canada;CA;124;62034909;;0
2025 New Combination;Canada;CA;124;29299005;;0
2025 New Combination;Canada;CA;124;84752100;;0
2025 New Combination;Canada;CA;124;04041015;;0
2025 New Combination;Canada;CA;124;76012030;;0
2025 New Combination;Canada;CA;124;04063081;;0
2025 New Combination;Canada;CA;124;05080000;;0
2025 New Combination;Canada;CA;124;84597040;;0
2025 New Combination;Canada;CA;124;07129070;;0
2025 New Combination;Canada;CA;124;84531000;;0
2025 New Combination;Canada;CA;124;08042040;;0
2025 New Combination;Canada;CA;124;08103000;;0
2025 New Combination;Canada;CA;124;84501900;;0
2025 New Combination;Canada;CA;124;70196405;;0
2025 New Combination;Canada;CA;124;96140025;;0
2025 New Combination;Canada;CA;124;96132000;;0
2025 New Combination;Canada;CA;124;15042020;;0
2025 New Combination;Canada;CA;124;16055615;;0
2025 New Combination;Canada;CA;124;19019025;;0
2025 New Combination;Canada;CA;124;95069930;;0
2025 New Combination;Canada;CA;124;01019040;;0
2025 New Combination;Canada;CA;124;73066970;;0
2025 New Combination;Canada;CA;124;28273960;;0
2025 New Combination;Canada;CA;124;28309090;;0
2025 New Combination;Canada;CA;124;29042045;;0
2025 New Combination;Canada;CA;124;29092000;;0
2025 New Combination;Canada;CA;124;29159020;;0
2025 New Combination;Canada;CA;124;29171940;;0
2025 New Combination;Canada;CA;124;29215904;;0
2025 New Combination;Canada;CA;124;29224910;;0
2025 New Combination;Canada;CA;124;29329955;;0
2025 New Combination;Canada;CA;124;29331908;;0
2025 New Combination;Canada;CA;124;29333920;;0
2025 New Combination;Canada;CA;124;29333925;;0
2025 New Combination;Canada;CA;124;29339912;;0
2025 New Combination;Canada;CA;124;29349905;;0
2025 New Combination;Canada;CA;124;93040020;;0
2025 New Combination;Canada;CA;124;91099060;;0
2025 New Combination;Canada;CA;124;91019180;;0
2025 New Combination;Canada;CA;124;64041169;;0
2025 New Combination;Canada;CA;124;38249926;;0
2025 New Combination;Canada;CA;124;03024300;;0
2025 New Combination;Canada;CA;124;41019050;;0
2025 New Combination;Canada;CA;124;41021010;;0
2025 New Combination;Canada;CA;124;02011010;;0
2025 New Combination;Canada;CA;124;72112945;;0
2025 New Combination;Canada;CA;124;42050060;;0
2025 New Combination;Canada;CA;124;44072700;;0
2025 New Combination;Canada;CA;124;90059040;;0
2025 New Combination;Canada;CA;124;62064010;;0
2025 New Combination;Canada;CA;124;58012710;;0
2025 New Combination;Canada;CA;124;60052200;;0
2025 New Combination;Canada;CA;124;62046205;;0
2025 New Combination;Canada;CA;124;61013015;;0
2025 New Combination;Canada;CA;124;85407120;;0
2025 New Combination;Canada;CA;124;98080010;;0
2025 New Combination;Canada;CA;124;84623300;;0
2025 New Combination;Canada;CA;124;62042300;;0
2025 New Combination;Canada;CA;124;74093190;;0
2025 New Combination;Canada;CA;124;21069072;;0
2025 New Combination;Canada;CA;124;02032100;;0
2025 New Combination;Canada;CA;124;98170046;;0
2025 New Combination;Canada;CA;124;98170030;;0
2025 New Combination;Canada;CA;124;29341020;;0
2025 New Combination;Canada;CA;124;62121030;;0
2025 New Combination;Canada;CA;124;29335936;;0
2025 New Combination;Canada;CA;124;25151210;;0
2025 New Combination;Canada;CA;124;29335985;;0
2025 New Combination;Canada;CA;124;03076000;;0
2025 New Combination;Canada;CA;124;26131000;;0
2025 New Combination;Canada;CA;124;61153010;;0
2025 New Combination;Canada;CA;124;32041450;;0
2025 New Combination;Canada;CA;124;32041410;;0
2025 New Combination;Canada;CA;124;39207300;;0
2025 New Combination;Canada;CA;124;11090010;;0
2025 New Combination;Canada;CA;124;60031010;;0
2025 New Combination;Canada;CA;124;59049090;;0
2025 New Combination;Canada;CA;124;58042910;;0
2025 New Combination;Canada;CA;124;58012210;;0
2025 New Combination;Canada;CA;124;57022010;;0
2025 New Combination;Canada;CA;124;17019158;;0
2025 New Combination;Canada;CA;124;84431200;;0
2025 New Combination;Canada;CA;124;54025290;;0
2025 New Combination;Canada;CA;124;54025210;;0
2025 New Combination;Canada;CA;124;52113100;;0
2025 New Combination;Canada;CA;124;08041060;;0
2025 New Combination;Canada;CA;124;84484910;;0
2025 New Combination;Canada;CA;124;52085940;;0
2025 New Combination;Canada;CA;124;52051120;;0
2025 New Combination;Canada;CA;124;51119090;;0
2025 New Combination;Canada;CA;124;51119040;;0
2025 New Combination;Canada;CA;124;85198120;;0
2025 New Combination;Canada;CA;124;84595100;;0
2025 New Combination;Canada;CA;124;36041010;;0
2025 New Combination;Canada;CA;124;29153300;;0
2025 New Combination;Canada;CA;124;29153947;;0
2025 New Combination;Canada;CA;124;47042900;;0
2025 New Combination;Canada;CA;124;46019990;;0
2025 New Combination;Canada;CA;124;45041010;;0
2025 New Combination;Canada;CA;124;44123930;;0
2025 New Combination;Canada;CA;124;84797100;;0
2025 New Combination;Canada;CA;124;15155000;;0
2025 New Combination;Canada;CA;124;85169015;;0
2025 New Combination;Canada;CA;124;29400020;;0
2025 New Combination;Canada;CA;124;40115000;;0
2025 New Combination;Canada;CA;124;72102000;;0
